"id","name","i","o"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[8, 4, 3, 8, 3]","[8, 4]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[]","[]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[6]","[6]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[9]","[9]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[8]","[8]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[3, 7, 8, 4, 1, 3, 3, 7, 1, 6]","[3, 7]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[5, 3, 0, 5, 9, 3, 8, 2, 7]","[5, 3]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[1]","[1]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[3]","[3]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[7]","[7]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[4, 2, 4, 5, 6, 3, 1]","[4, 2]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[6, 3, 0, 2, 5]","[6, 3]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[9, 8, 9, 0, 2, 6]","[9, 8]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[2]","[2]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[5]","[5]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[4]","[4]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[4, 2, 7, 6, 7]","[4, 2]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[3, 0, 9, 6, 6, 0, 1]","[3, 0]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[8, 7, 9, 2, 9, 5, 5]","[8, 7]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[4, 4, 1, 2, 0, 0, 2]","[4, 4]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[0, 0, 2, 7, 1, 2]","[0, 0]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[8, 5, 8, 5, 3, 8, 4, 1]","[8, 5]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[8, 6, 5, 2, 7, 0, 4]","[8, 6]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[6, 8, 8]","[6, 8]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[1, 0, 5, 2, 5, 2, 4]","[1, 0]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[7, 8, 2, 0, 8, 2]","[7, 8]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[0, 4, 0, 5, 8, 1]","[0, 4]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[1, 9, 7, 0]","[1, 9]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[2, 5, 8]","[2, 5]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[6, 8, 7]","[6, 8]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[5, 8, 8, 2, 5, 9, 9, 8, 6, 1]","[5, 8]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[3, 6, 7, 1, 1, 8, 3]","[3, 6]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[9, 7, 8, 0, 8]","[9, 7]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[8, 9, 0, 3, 9, 7, 9]","[8, 9]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[9, 7, 8, 2]","[9, 7]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[2, 3, 2, 8, 7, 8]","[2, 3]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[0, 8, 8, 9, 5, 5, 7, 9]","[0, 8]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[0, 1, 1, 8, 1, 3, 0, 7, 9]","[0, 1]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[4, 7, 8, 0, 8, 0, 1, 1, 3]","[4, 7]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[3, 1, 0, 0, 0, 2, 5, 4, 6, 9]","[3, 1]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[8, 7, 7, 5, 1, 6, 7]","[8, 7]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[2, 8, 8, 4, 7]","[2, 8]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[0]","[0]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[0, 7]","[0, 7]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[7, 6, 1, 7, 7, 8, 2, 1]","[7, 6]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[2, 3, 4]","[2, 3]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[4, 3, 6, 2, 6]","[4, 3]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[6, 6]","[6, 6]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[0, 7, 2, 6, 6]","[0, 7]"
"c2-005","C xs = (If (< (Len xs) 2) xs (Take 2 xs))","[3, 6]","[3, 6]"
