"id","name","i","o"
"c2-026","C xs = (Replace 5 3 xs)","[9, 3, 2, 2, 6, 9, 6, 4]","[9, 3, 2, 2, 3, 9, 6, 4]"
"c2-026","C xs = (Replace 5 3 xs)","[5, 8, 6, 8, 0, 8]","[5, 8, 6, 8, 3, 8]"
"c2-026","C xs = (Replace 5 3 xs)","[5, 8, 7, 0, 5, 4, 6, 0, 5, 9]","[5, 8, 7, 0, 3, 4, 6, 0, 5, 9]"
"c2-026","C xs = (Replace 5 3 xs)","[2, 1, 1, 5, 7, 5, 2]","[2, 1, 1, 5, 3, 5, 2]"
"c2-026","C xs = (Replace 5 3 xs)","[8, 1, 8, 4, 1, 9, 9, 8, 4]","[8, 1, 8, 4, 3, 9, 9, 8, 4]"
"c2-026","C xs = (Replace 5 3 xs)","[0, 6, 3, 5, 9, 1, 6]","[0, 6, 3, 5, 3, 1, 6]"
"c2-026","C xs = (Replace 5 3 xs)","[9, 9, 6, 0, 3, 6, 6, 8, 2, 6]","[9, 9, 6, 0, 3, 6, 6, 8, 2, 6]"
"c2-026","C xs = (Replace 5 3 xs)","[1, 2, 7, 9, 6, 4, 8, 6]","[1, 2, 7, 9, 3, 4, 8, 6]"
"c2-026","C xs = (Replace 5 3 xs)","[0, 0, 5, 7, 1, 6, 8]","[0, 0, 5, 7, 3, 6, 8]"
"c2-026","C xs = (Replace 5 3 xs)","[0, 6, 8, 4, 1, 5]","[0, 6, 8, 4, 3, 5]"
"c2-026","C xs = (Replace 5 3 xs)","[8, 7, 7, 3, 4, 1]","[8, 7, 7, 3, 3, 1]"
"c2-026","C xs = (Replace 5 3 xs)","[0, 2, 2, 7, 2, 1, 5, 2]","[0, 2, 2, 7, 3, 1, 5, 2]"
"c2-026","C xs = (Replace 5 3 xs)","[8, 7, 0, 7, 9, 1, 2, 4]","[8, 7, 0, 7, 3, 1, 2, 4]"
"c2-026","C xs = (Replace 5 3 xs)","[0, 9, 1, 3, 1, 1, 8, 2]","[0, 9, 1, 3, 3, 1, 8, 2]"
"c2-026","C xs = (Replace 5 3 xs)","[7, 3, 1, 8, 3, 8]","[7, 3, 1, 8, 3, 8]"
