"id","name","i","o"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[0]","[0]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[8, 4, 4, 1, 4, 9, 0]","[8, 4, 1, 4, 9, 0]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[]","[]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[5]","[5]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[7]","[7]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[8]","[8]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[3, 4, 9]","[3, 9]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[7, 9]","[7]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[9]","[9]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[1, 4, 8, 3, 9, 6]","[1, 8, 3, 9, 6]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[3, 5, 6, 5]","[3, 6, 5]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[7, 5, 8]","[7, 8]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[4]","[4]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[2]","[2]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[6, 0, 8, 2, 4]","[6, 8, 2, 4]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[0, 5, 9, 2, 2, 6]","[0, 9, 2, 2, 6]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[0, 4, 3, 4, 3, 6, 8, 0]","[0, 3, 4, 3, 6, 8, 0]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[6, 9, 7, 7, 7, 7, 4, 2, 2, 5]","[6, 7, 7, 7, 7, 4, 2, 2, 5]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[8, 6]","[8]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[9, 4, 0, 0, 0, 5, 5, 6]","[9, 0, 0, 0, 5, 5, 6]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[4, 2]","[4]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[3, 9, 7, 3, 8]","[3, 7, 3, 8]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[3, 6, 8, 1, 3]","[3, 8, 1, 3]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[1, 2, 5, 8, 5, 9, 6, 4, 9, 6]","[1, 5, 8, 5, 9, 6, 4, 9, 6]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[3]","[3]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[8, 1, 1, 1, 4]","[8, 1, 1, 4]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[3, 4, 9, 5, 3, 6, 1, 7]","[3, 9, 5, 3, 6, 1, 7]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[5, 6, 8, 0]","[5, 8, 0]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[1, 8, 2, 6, 4]","[1, 2, 6, 4]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[5, 1, 3, 9]","[5, 3, 9]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[6, 6]","[6]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[6, 4, 3, 5, 0, 6, 0, 0, 5]","[6, 3, 5, 0, 6, 0, 0, 5]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[2, 0, 5, 9]","[2, 5, 9]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[6]","[6]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[4, 1]","[4]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[3, 2, 6]","[3, 6]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[6, 8, 8, 0, 3, 8, 0]","[6, 8, 0, 3, 8, 0]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[1]","[1]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[1, 4, 3, 0, 5]","[1, 3, 0, 5]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[6, 5, 3, 2, 6, 2, 5, 7, 9]","[6, 3, 2, 6, 2, 5, 7, 9]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[5, 7, 8, 6, 7, 1]","[5, 8, 6, 7, 1]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[5, 2]","[5]"
"c2-013","C xs = (If (< (Len xs) 2) xs (Remove 2 xs))","[4, 5, 2, 5, 6, 3, 3, 8, 7, 9]","[4, 2, 5, 6, 3, 3, 8, 7, 9]"
