"id","name","i","o"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[8, 5, 3, 1, 7, 2, 9, 7, 4]","[5, 3, 1, 7, 2, 9, 7]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 5, 1, 5, 6]","[5, 1, 5]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[9, 1, 3, 1, 8, 7, 6, 9, 7, 9]","[1, 3, 1, 8, 7, 6, 9, 7]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[5, 0, 3, 7, 4, 1, 4]","[0, 3, 7, 4, 4]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[2, 1, 4]","[1]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[6, 3, 6, 6, 6, 7, 9, 6]","[3, 6, 6, 6, 7, 6]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[8, 0, 3, 3, 5, 3, 2, 0, 4, 2]","[0, 3, 3, 5, 3, 2, 0, 2]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[6, 4, 4, 9, 6, 6, 2, 9, 8]","[4, 4, 9, 6, 6, 9, 8]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[3, 0, 5, 6, 7, 0, 5, 6, 6]","[0, 5, 7, 0, 5, 6, 6]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[2, 9, 5, 7, 6, 1, 5, 7]","[9, 7, 6, 1, 5, 7]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[2, 8, 1, 3, 3, 9]","[8, 3, 3, 9]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 9, 1, 5, 1]","[9, 1, 5]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[2, 9, 3]","[9]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 6, 6, 0, 4]","[6, 6, 0]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[2, 1, 7, 3, 9]","[1, 3, 9]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 5, 0, 0, 3, 5, 4, 3]","[5, 0, 0, 5, 4, 3]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[8, 8, 5, 0, 6, 3, 8, 8, 2]","[8, 5, 0, 6, 3, 8, 8]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 7, 1, 2, 1, 1, 1, 5]","[7, 1, 2, 1, 1, 5]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[8, 2, 4, 8, 9, 1, 2, 3, 2]","[2, 4, 8, 9, 1, 2, 3]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[8, 0, 7, 0, 5, 7, 6, 8, 7]","[0, 7, 0, 5, 7, 6, 8]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[9, 0, 5, 2, 4, 6, 7, 4, 1, 6]","[0, 5, 2, 4, 6, 7, 4, 1]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 4, 2, 1, 2, 5, 9, 8, 3]","[4, 2, 1, 5, 9, 8, 3]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[7, 6, 5, 2, 6, 6, 3, 6, 2]","[6, 5, 2, 6, 6, 3, 2]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[2, 2, 1]","[2]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[5, 3, 0, 1, 5, 0]","[3, 0, 1, 5]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[9, 5, 7, 4, 5, 1, 2, 6, 5, 2]","[5, 7, 4, 5, 1, 2, 6, 5]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 8, 5, 9, 8, 8, 8, 2]","[8, 5, 9, 8, 8, 2]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[1, 6, 1, 1]","[1, 1]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[3, 5, 5, 8, 9, 6, 0, 6, 8]","[5, 5, 9, 6, 0, 6, 8]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[9, 8, 7, 7, 4, 3, 1, 4, 2, 1]","[8, 7, 7, 4, 3, 1, 4, 2]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[3, 1, 8, 6, 8, 8]","[1, 8, 8, 8]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[7, 1, 6, 1, 4, 0, 9, 1, 4]","[1, 6, 1, 4, 0, 9, 4]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[2, 1, 7]","[1]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[1, 4, 2, 4, 9, 2, 1, 4, 1, 5]","[2, 4, 9, 2, 1, 4, 1, 5]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 6, 3, 3, 4, 3, 5]","[6, 3, 3, 3, 5]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[5, 4, 0, 2, 9, 8]","[4, 0, 2, 9]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[7, 4, 4, 8, 7, 1, 5, 6]","[4, 4, 8, 7, 1, 5]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[6, 2, 4, 1, 9, 6, 1]","[2, 4, 1, 9, 6]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 9, 7, 9, 1]","[9, 7, 9]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[6, 6, 7, 8, 4, 5, 2, 5, 8]","[6, 7, 8, 4, 5, 5, 8]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[8, 3, 4, 8, 3, 6, 9, 4, 1]","[3, 4, 8, 3, 6, 9, 4]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 7, 0, 7, 2, 8, 3, 6, 8]","[7, 0, 7, 8, 3, 6, 8]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[8, 3, 7, 4, 7, 6, 3, 3, 6, 3]","[3, 7, 4, 7, 6, 3, 3, 3]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[1, 8, 8, 7, 9, 4]","[8, 7, 9, 4]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 8, 5, 8, 8, 8, 2]","[8, 5, 8, 8, 2]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[6, 7, 4, 2, 3, 7, 3, 2]","[7, 4, 2, 3, 7, 2]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[8, 0, 8, 4, 6, 7, 6, 0, 6, 4]","[0, 8, 4, 6, 7, 6, 0, 4]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[4, 0, 5, 0, 0, 7, 2]","[0, 5, 0, 7, 2]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[2, 9, 3, 8, 4, 0, 7]","[9, 8, 4, 0, 7]"
"c2-049","C xs = Remove (Head xs) (Tail xs)","[6, 4, 1, 2, 9, 3, 3, 6, 6]","[4, 1, 2, 9, 3, 6, 6]"
