"id","name","i","o"
"c2-004","C xs = (Take 2 xs)","[7, 2, 7, 9]","[7, 2]"
"c2-004","C xs = (Take 2 xs)","[3, 8, 2, 5, 4, 1, 0]","[3, 8]"
"c2-004","C xs = (Take 2 xs)","[6, 7]","[6, 7]"
"c2-004","C xs = (Take 2 xs)","[9, 2, 8, 7, 2]","[9, 2]"
"c2-004","C xs = (Take 2 xs)","[7, 1, 0, 5]","[7, 1]"
"c2-004","C xs = (Take 2 xs)","[3, 1, 7, 8, 0, 2, 3, 6, 5]","[3, 1]"
"c2-004","C xs = (Take 2 xs)","[0, 4, 5, 5, 7, 4, 0]","[0, 4]"
"c2-004","C xs = (Take 2 xs)","[0, 3, 2, 2, 5, 7, 4, 6, 9]","[0, 3]"
"c2-004","C xs = (Take 2 xs)","[1, 9, 4, 2, 0, 3, 0, 4]","[1, 9]"
"c2-004","C xs = (Take 2 xs)","[5, 2, 9, 7, 6, 1, 7, 0, 8, 8]","[5, 2]"
"c2-004","C xs = (Take 2 xs)","[2, 2, 5, 2, 2, 2]","[2, 2]"
"c2-004","C xs = (Take 2 xs)","[3, 2, 5]","[3, 2]"
"c2-004","C xs = (Take 2 xs)","[5, 9, 3, 5]","[5, 9]"
"c2-004","C xs = (Take 2 xs)","[7, 6, 4, 7, 9, 8, 6]","[7, 6]"
"c2-004","C xs = (Take 2 xs)","[1, 3, 4, 7, 5, 7]","[1, 3]"
"c2-004","C xs = (Take 2 xs)","[5, 9, 2, 2, 2, 1, 7, 7, 7]","[5, 9]"
"c2-004","C xs = (Take 2 xs)","[8, 3, 8, 8, 7, 9, 1, 2]","[8, 3]"
"c2-004","C xs = (Take 2 xs)","[4, 0, 1, 2, 5, 9, 1, 0]","[4, 0]"
"c2-004","C xs = (Take 2 xs)","[3, 2, 2, 7]","[3, 2]"
"c2-004","C xs = (Take 2 xs)","[2, 5, 9, 9, 3, 1, 7, 4, 8, 8]","[2, 5]"
"c2-004","C xs = (Take 2 xs)","[8, 6, 3, 7, 4]","[8, 6]"
"c2-004","C xs = (Take 2 xs)","[5, 3]","[5, 3]"
"c2-004","C xs = (Take 2 xs)","[2, 6, 7, 7, 4, 1, 8]","[2, 6]"
"c2-004","C xs = (Take 2 xs)","[6, 2, 1, 3, 1, 8, 6, 0, 8]","[6, 2]"
"c2-004","C xs = (Take 2 xs)","[0, 4, 7]","[0, 4]"
"c2-004","C xs = (Take 2 xs)","[3, 8, 9, 7, 8]","[3, 8]"
"c2-004","C xs = (Take 2 xs)","[4, 6, 6, 1, 5, 2, 7, 5, 0]","[4, 6]"
"c2-004","C xs = (Take 2 xs)","[2, 6]","[2, 6]"
"c2-004","C xs = (Take 2 xs)","[8, 0, 8, 0, 6, 3, 6, 7]","[8, 0]"
"c2-004","C xs = (Take 2 xs)","[7, 3, 1, 5, 0, 0, 6, 7, 4, 3]","[7, 3]"
"c2-004","C xs = (Take 2 xs)","[4, 2, 4, 4, 1, 5, 7, 6]","[4, 2]"
"c2-004","C xs = (Take 2 xs)","[4, 4, 6, 1]","[4, 4]"
"c2-004","C xs = (Take 2 xs)","[9, 5, 6, 1]","[9, 5]"
"c2-004","C xs = (Take 2 xs)","[4, 8, 0]","[4, 8]"
"c2-004","C xs = (Take 2 xs)","[8, 5]","[8, 5]"
"c2-004","C xs = (Take 2 xs)","[3, 8, 2, 2, 0]","[3, 8]"
"c2-004","C xs = (Take 2 xs)","[3, 8]","[3, 8]"
"c2-004","C xs = (Take 2 xs)","[0, 3, 2, 7, 9, 2, 4, 8]","[0, 3]"
"c2-004","C xs = (Take 2 xs)","[8, 8, 3, 0, 5, 4, 1]","[8, 8]"
"c2-004","C xs = (Take 2 xs)","[4, 2, 1, 7, 1, 6, 1, 3, 3, 7]","[4, 2]"
"c2-004","C xs = (Take 2 xs)","[8, 5, 4, 5, 7, 2, 9]","[8, 5]"
"c2-004","C xs = (Take 2 xs)","[6, 2, 7, 1, 9, 3, 1, 9]","[6, 2]"
"c2-004","C xs = (Take 2 xs)","[1, 1]","[1, 1]"
"c2-004","C xs = (Take 2 xs)","[2, 4, 5, 5, 8, 4, 5]","[2, 4]"
"c2-004","C xs = (Take 2 xs)","[0, 1, 4, 9, 8, 4, 6, 0, 1]","[0, 1]"
"c2-004","C xs = (Take 2 xs)","[3, 8, 6, 6, 2, 2, 3]","[3, 8]"
"c2-004","C xs = (Take 2 xs)","[6, 8, 3, 1, 2, 0, 6, 2, 0]","[6, 8]"
"c2-004","C xs = (Take 2 xs)","[0, 6, 4, 5, 3, 6, 8]","[0, 6]"
"c2-004","C xs = (Take 2 xs)","[3, 0, 7]","[3, 0]"
"c2-004","C xs = (Take 2 xs)","[8, 7]","[8, 7]"
