"id","name","i","o"
"c2-024","C xs = (Replace 2 8 xs)","[0, 2, 3, 4]","[0, 8, 3, 4]"
"c2-024","C xs = (Replace 2 8 xs)","[3, 7, 8, 6, 3, 7, 9, 2, 2]","[3, 8, 8, 6, 3, 7, 9, 2, 2]"
"c2-024","C xs = (Replace 2 8 xs)","[0, 4, 4, 9, 8, 1, 5]","[0, 8, 4, 9, 8, 1, 5]"
"c2-024","C xs = (Replace 2 8 xs)","[4, 8, 8]","[4, 8, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[2, 2, 1, 6, 0, 7]","[2, 8, 1, 6, 0, 7]"
"c2-024","C xs = (Replace 2 8 xs)","[9, 4, 1, 0, 5, 0, 4]","[9, 8, 1, 0, 5, 0, 4]"
"c2-024","C xs = (Replace 2 8 xs)","[0, 6, 3, 0, 9, 9, 7, 4, 2]","[0, 8, 3, 0, 9, 9, 7, 4, 2]"
"c2-024","C xs = (Replace 2 8 xs)","[7, 8]","[7, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[2, 9, 9, 2, 5, 7, 6, 5, 2]","[2, 8, 9, 2, 5, 7, 6, 5, 2]"
"c2-024","C xs = (Replace 2 8 xs)","[4, 7, 7, 4, 2, 4, 6, 8, 0, 3]","[4, 8, 7, 4, 2, 4, 6, 8, 0, 3]"
"c2-024","C xs = (Replace 2 8 xs)","[4, 5, 1, 4, 0, 3, 1, 1, 1, 6]","[4, 8, 1, 4, 0, 3, 1, 1, 1, 6]"
"c2-024","C xs = (Replace 2 8 xs)","[8, 0, 3, 8, 2]","[8, 8, 3, 8, 2]"
"c2-024","C xs = (Replace 2 8 xs)","[3, 9]","[3, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[4, 4, 8, 7, 8]","[4, 8, 8, 7, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[8, 0, 5, 8, 7, 4]","[8, 8, 5, 8, 7, 4]"
"c2-024","C xs = (Replace 2 8 xs)","[9, 4, 0, 5, 5]","[9, 8, 0, 5, 5]"
"c2-024","C xs = (Replace 2 8 xs)","[0, 2, 1, 7, 4, 5, 5, 2]","[0, 8, 1, 7, 4, 5, 5, 2]"
"c2-024","C xs = (Replace 2 8 xs)","[3, 2, 5, 6]","[3, 8, 5, 6]"
"c2-024","C xs = (Replace 2 8 xs)","[0, 8, 9, 2, 5, 4]","[0, 8, 9, 2, 5, 4]"
"c2-024","C xs = (Replace 2 8 xs)","[2, 0, 7]","[2, 8, 7]"
"c2-024","C xs = (Replace 2 8 xs)","[8, 1, 9, 3, 9, 2]","[8, 8, 9, 3, 9, 2]"
"c2-024","C xs = (Replace 2 8 xs)","[4, 0]","[4, 8]"
"c2-024","C xs = (Replace 2 8 xs)","[6, 1, 7, 4, 2, 4, 7, 7, 5, 9]","[6, 8, 7, 4, 2, 4, 7, 7, 5, 9]"
