"id","name","i","o"
"c2-008","C xs = (Drop 2 xs)","[6, 2, 4, 6, 2, 5, 3]","[4, 6, 2, 5, 3]"
"c2-008","C xs = (Drop 2 xs)","[1, 9, 4, 3, 0, 6, 1, 5, 3, 9]","[4, 3, 0, 6, 1, 5, 3, 9]"
"c2-008","C xs = (Drop 2 xs)","[8, 4, 4, 5]","[4, 5]"
"c2-008","C xs = (Drop 2 xs)","[4, 0, 3, 0]","[3, 0]"
"c2-008","C xs = (Drop 2 xs)","[0, 7, 6, 4, 0]","[6, 4, 0]"
"c2-008","C xs = (Drop 2 xs)","[2, 9, 8, 5, 3]","[8, 5, 3]"
"c2-008","C xs = (Drop 2 xs)","[6, 5, 4, 3, 4]","[4, 3, 4]"
"c2-008","C xs = (Drop 2 xs)","[3, 2, 8, 6, 5, 4, 7, 1, 4, 5]","[8, 6, 5, 4, 7, 1, 4, 5]"
"c2-008","C xs = (Drop 2 xs)","[1, 6, 5, 7, 6, 7, 7, 7, 0, 9]","[5, 7, 6, 7, 7, 7, 0, 9]"
"c2-008","C xs = (Drop 2 xs)","[3, 3, 9, 7, 5]","[9, 7, 5]"
"c2-008","C xs = (Drop 2 xs)","[7, 7, 1, 0, 3, 2, 2, 8, 3, 7]","[1, 0, 3, 2, 2, 8, 3, 7]"
"c2-008","C xs = (Drop 2 xs)","[7, 6, 3, 5, 5, 7, 3, 3, 4, 6]","[3, 5, 5, 7, 3, 3, 4, 6]"
"c2-008","C xs = (Drop 2 xs)","[2, 1, 1, 8, 8, 5, 6]","[1, 8, 8, 5, 6]"
"c2-008","C xs = (Drop 2 xs)","[0, 4, 6, 2, 7]","[6, 2, 7]"
"c2-008","C xs = (Drop 2 xs)","[0, 1, 8, 0, 1, 9, 7]","[8, 0, 1, 9, 7]"
"c2-008","C xs = (Drop 2 xs)","[0, 4, 3, 2, 1, 3, 8, 4, 9]","[3, 2, 1, 3, 8, 4, 9]"
"c2-008","C xs = (Drop 2 xs)","[6, 5, 4, 6, 0, 9]","[4, 6, 0, 9]"
"c2-008","C xs = (Drop 2 xs)","[3, 6, 0, 1, 7, 8, 0, 3, 3, 2]","[0, 1, 7, 8, 0, 3, 3, 2]"
"c2-008","C xs = (Drop 2 xs)","[0, 4, 1, 4, 5]","[1, 4, 5]"
"c2-008","C xs = (Drop 2 xs)","[5, 4, 9, 9, 5, 1]","[9, 9, 5, 1]"
"c2-008","C xs = (Drop 2 xs)","[2, 3, 7, 6, 5]","[7, 6, 5]"
"c2-008","C xs = (Drop 2 xs)","[7, 1, 1, 8, 5, 6, 7]","[1, 8, 5, 6, 7]"
"c2-008","C xs = (Drop 2 xs)","[1, 8, 0]","[0]"
"c2-008","C xs = (Drop 2 xs)","[8, 1, 5, 1, 6, 5, 6, 3, 2]","[5, 1, 6, 5, 6, 3, 2]"
"c2-008","C xs = (Drop 2 xs)","[9, 0, 1, 0, 4, 6, 8, 1, 8]","[1, 0, 4, 6, 8, 1, 8]"
"c2-008","C xs = (Drop 2 xs)","[2, 3]","[]"
"c2-008","C xs = (Drop 2 xs)","[4, 5, 4, 2, 2, 1]","[4, 2, 2, 1]"
"c2-008","C xs = (Drop 2 xs)","[1, 5]","[]"
"c2-008","C xs = (Drop 2 xs)","[9, 3, 9, 4, 3]","[9, 4, 3]"
"c2-008","C xs = (Drop 2 xs)","[4, 0, 3, 0, 0, 6, 1]","[3, 0, 0, 6, 1]"
"c2-008","C xs = (Drop 2 xs)","[9, 7, 4, 6, 9, 8]","[4, 6, 9, 8]"
"c2-008","C xs = (Drop 2 xs)","[3, 1, 6, 1, 7]","[6, 1, 7]"
"c2-008","C xs = (Drop 2 xs)","[9, 9, 0]","[0]"
"c2-008","C xs = (Drop 2 xs)","[9, 9]","[]"
"c2-008","C xs = (Drop 2 xs)","[3, 2, 0]","[0]"
"c2-008","C xs = (Drop 2 xs)","[0, 5, 4]","[4]"
"c2-008","C xs = (Drop 2 xs)","[8, 0, 2, 2, 1, 5, 1, 9]","[2, 2, 1, 5, 1, 9]"
"c2-008","C xs = (Drop 2 xs)","[3, 3, 9, 6]","[9, 6]"
"c2-008","C xs = (Drop 2 xs)","[1, 2, 3, 6, 0, 5, 2, 3, 7, 1]","[3, 6, 0, 5, 2, 3, 7, 1]"
"c2-008","C xs = (Drop 2 xs)","[4, 5]","[]"
"c2-008","C xs = (Drop 2 xs)","[8, 1, 3, 0, 6]","[3, 0, 6]"
"c2-008","C xs = (Drop 2 xs)","[9, 9, 0, 3, 0]","[0, 3, 0]"
"c2-008","C xs = (Drop 2 xs)","[6, 7, 9, 7, 7]","[9, 7, 7]"
"c2-008","C xs = (Drop 2 xs)","[1, 9, 7, 0]","[7, 0]"
"c2-008","C xs = (Drop 2 xs)","[0, 6, 6, 6, 6, 7, 6, 6, 4, 0]","[6, 6, 6, 7, 6, 6, 4, 0]"
"c2-008","C xs = (Drop 2 xs)","[0, 9, 7, 7, 5, 8, 5, 8, 4]","[7, 7, 5, 8, 5, 8, 4]"
"c2-008","C xs = (Drop 2 xs)","[6, 9, 0, 1, 1, 2, 5]","[0, 1, 1, 2, 5]"
"c2-008","C xs = (Drop 2 xs)","[9, 3, 8, 8, 4, 7, 8]","[8, 8, 4, 7, 8]"
"c2-008","C xs = (Drop 2 xs)","[4, 5, 2, 7, 7, 5, 5, 1]","[2, 7, 7, 5, 5, 1]"
"c2-008","C xs = (Drop 2 xs)","[1, 1, 9, 2, 3, 6, 2, 2, 0, 4]","[9, 2, 3, 6, 2, 2, 0, 4]"
