"id","name","i","o"
"c2-039","C xs = Mapi + xs","[3, 7, 5, 1]","[4, 9, 8, 5]"
"c2-039","C xs = Mapi + xs","[7, 1, 6, 2, 0, 3, 2, 1, 0]","[8, 3, 9, 6, 5, 9, 9, 9, 9]"
"c2-039","C xs = Mapi + xs","[2, 7, 6, 5, 1]","[3, 9, 9, 9, 6]"
"c2-039","C xs = Mapi + xs","[0, 3, 2, 2, 4, 3]","[1, 5, 5, 6, 9, 9]"
"c2-039","C xs = Mapi + xs","[8, 0, 5, 0, 2, 2, 1, 1, 0]","[9, 2, 8, 4, 7, 8, 8, 9, 9]"
"c2-039","C xs = Mapi + xs","[0, 0, 0, 3, 1, 2]","[1, 2, 3, 7, 6, 8]"
"c2-039","C xs = Mapi + xs","[3, 4, 6, 5, 1, 0]","[4, 6, 9, 9, 6, 6]"
"c2-039","C xs = Mapi + xs","[8]","[9]"
"c2-039","C xs = Mapi + xs","[3, 6, 1, 2, 0, 3, 0]","[4, 8, 4, 6, 5, 9, 7]"
"c2-039","C xs = Mapi + xs","[2, 7, 6]","[3, 9, 9]"
"c2-039","C xs = Mapi + xs","[5, 7, 0]","[6, 9, 3]"
"c2-039","C xs = Mapi + xs","[7]","[8]"
"c2-039","C xs = Mapi + xs","[4, 0, 6, 0, 0]","[5, 2, 9, 4, 5]"
"c2-039","C xs = Mapi + xs","[5, 6, 4, 1, 4, 2, 1]","[6, 8, 7, 5, 9, 8, 8]"
"c2-039","C xs = Mapi + xs","[7, 0, 6, 2, 2, 1, 0]","[8, 2, 9, 6, 7, 7, 7]"
"c2-039","C xs = Mapi + xs","[3, 1, 0, 5, 3, 3]","[4, 3, 3, 9, 8, 9]"
"c2-039","C xs = Mapi + xs","[2]","[3]"
"c2-039","C xs = Mapi + xs","[3]","[4]"
"c2-039","C xs = Mapi + xs","[7, 6, 1, 1, 2, 3, 0]","[8, 8, 4, 5, 7, 9, 7]"
"c2-039","C xs = Mapi + xs","[6, 5, 2, 1, 2, 2, 1]","[7, 7, 5, 5, 7, 8, 8]"
"c2-039","C xs = Mapi + xs","[8, 7]","[9, 9]"
"c2-039","C xs = Mapi + xs","[3, 3]","[4, 5]"
"c2-039","C xs = Mapi + xs","[2, 2, 3, 3, 2, 0, 0, 1]","[3, 4, 6, 7, 7, 6, 7, 9]"
"c2-039","C xs = Mapi + xs","[1, 3, 6, 1, 1, 3]","[2, 5, 9, 5, 6, 9]"
"c2-039","C xs = Mapi + xs","[2, 2, 1, 3, 2, 3, 1, 1]","[3, 4, 4, 7, 7, 9, 8, 9]"
"c2-039","C xs = Mapi + xs","[0, 4, 0, 3, 1, 3, 1, 1]","[1, 6, 3, 7, 6, 9, 8, 9]"
"c2-039","C xs = Mapi + xs","[]","[]"
"c2-039","C xs = Mapi + xs","[3, 5, 6, 3, 4, 3, 0, 1]","[4, 7, 9, 7, 9, 9, 7, 9]"
"c2-039","C xs = Mapi + xs","[0, 6]","[1, 8]"
"c2-039","C xs = Mapi + xs","[0, 5, 6, 0, 1, 0, 1, 1]","[1, 7, 9, 4, 6, 6, 8, 9]"
"c2-039","C xs = Mapi + xs","[3, 5]","[4, 7]"
"c2-039","C xs = Mapi + xs","[1, 7, 1, 4]","[2, 9, 4, 8]"
"c2-039","C xs = Mapi + xs","[4, 1, 6, 4, 4, 0, 1, 0]","[5, 3, 9, 8, 9, 6, 8, 8]"
"c2-039","C xs = Mapi + xs","[8, 3, 1, 4, 4, 0]","[9, 5, 4, 8, 9, 6]"
"c2-039","C xs = Mapi + xs","[0, 0, 5, 3, 4, 1, 2]","[1, 2, 8, 7, 9, 7, 9]"
"c2-039","C xs = Mapi + xs","[0, 2, 5, 5, 2, 2, 0, 0]","[1, 4, 8, 9, 7, 8, 7, 8]"
"c2-039","C xs = Mapi + xs","[1, 7]","[2, 9]"
"c2-039","C xs = Mapi + xs","[8, 2, 4, 0]","[9, 4, 7, 4]"
"c2-039","C xs = Mapi + xs","[4, 0, 5, 3, 1]","[5, 2, 8, 7, 6]"
"c2-039","C xs = Mapi + xs","[4, 6, 0, 5, 1, 2, 2, 1]","[5, 8, 3, 9, 6, 8, 9, 9]"
"c2-039","C xs = Mapi + xs","[2, 5, 6, 5, 1, 3, 1, 0, 0]","[3, 7, 9, 9, 6, 9, 8, 8, 9]"
"c2-039","C xs = Mapi + xs","[7, 1, 6, 0, 3, 3, 0]","[8, 3, 9, 4, 8, 9, 7]"
"c2-039","C xs = Mapi + xs","[2, 0, 3]","[3, 2, 6]"
"c2-039","C xs = Mapi + xs","[4, 2, 3, 1]","[5, 4, 6, 5]"
"c2-039","C xs = Mapi + xs","[1, 1]","[2, 3]"
"c2-039","C xs = Mapi + xs","[1, 4, 5, 1, 2]","[2, 6, 8, 5, 7]"
"c2-039","C xs = Mapi + xs","[3, 7, 5, 5, 4, 3]","[4, 9, 8, 9, 9, 9]"
"c2-039","C xs = Mapi + xs","[2, 4]","[3, 6]"
"c2-039","C xs = Mapi + xs","[3, 3, 1, 5, 2, 1, 2, 0, 0]","[4, 5, 4, 9, 7, 7, 9, 8, 9]"
"c2-039","C xs = Mapi + xs","[0, 4]","[1, 6]"
