"id","name","i","o"
"c2-044","C xs = Sum xs","[1, 1]","[2]"
"c2-044","C xs = Sum xs","[7]","[7]"
"c2-044","C xs = Sum xs","[5, 4]","[9]"
"c2-044","C xs = Sum xs","[0, 1, 0, 1, 2, 1, 2]","[7]"
"c2-044","C xs = Sum xs","[1, 0, 1, 2, 0, 1, 0, 0, 0]","[5]"
"c2-044","C xs = Sum xs","[]","[0]"
"c2-044","C xs = Sum xs","[2, 4]","[6]"
"c2-044","C xs = Sum xs","[0, 0, 2, 0, 0, 0, 0]","[2]"
"c2-044","C xs = Sum xs","[1, 1, 0, 3, 0, 0, 0, 1, 3]","[9]"
"c2-044","C xs = Sum xs","[0, 0, 1, 0, 0, 0, 0, 0]","[1]"
"c2-044","C xs = Sum xs","[1, 2, 0, 1, 1, 0, 0, 2]","[7]"
"c2-044","C xs = Sum xs","[4, 5]","[9]"
"c2-044","C xs = Sum xs","[5]","[5]"
"c2-044","C xs = Sum xs","[2, 2, 3, 0, 1, 0, 1]","[9]"
"c2-044","C xs = Sum xs","[2, 2, 1, 1, 2]","[8]"
"c2-044","C xs = Sum xs","[0, 0, 1, 0]","[1]"
"c2-044","C xs = Sum xs","[1, 0, 4]","[5]"
"c2-044","C xs = Sum xs","[2, 3, 0, 1, 0, 1, 0, 1, 0, 1]","[9]"
"c2-044","C xs = Sum xs","[2, 0, 0, 0, 0, 0]","[2]"
"c2-044","C xs = Sum xs","[3, 0, 0, 1, 0, 1, 0, 0, 0]","[5]"
"c2-044","C xs = Sum xs","[0, 1, 1, 1, 3, 0, 1, 2]","[9]"
"c2-044","C xs = Sum xs","[0]","[0]"
"c2-044","C xs = Sum xs","[2, 1, 1, 0]","[4]"
"c2-044","C xs = Sum xs","[3, 1, 4]","[8]"
"c2-044","C xs = Sum xs","[1, 1, 4]","[6]"
"c2-044","C xs = Sum xs","[0, 3, 4]","[7]"
"c2-044","C xs = Sum xs","[1, 4, 0, 2]","[7]"
"c2-044","C xs = Sum xs","[2, 0, 1, 1, 1, 1, 0]","[6]"
"c2-044","C xs = Sum xs","[1, 1, 2, 1, 2]","[7]"
"c2-044","C xs = Sum xs","[0, 0, 0, 0, 0, 0, 0, 0]","[0]"
"c2-044","C xs = Sum xs","[3, 1, 0, 1, 1]","[6]"
"c2-044","C xs = Sum xs","[3, 5]","[8]"
"c2-044","C xs = Sum xs","[1, 3, 1, 2, 0, 0, 1, 1]","[9]"
"c2-044","C xs = Sum xs","[1, 5]","[6]"
"c2-044","C xs = Sum xs","[1, 1, 3, 3, 0]","[8]"
"c2-044","C xs = Sum xs","[1, 0, 2, 2, 1, 1, 2]","[9]"
"c2-044","C xs = Sum xs","[0, 0]","[0]"
"c2-044","C xs = Sum xs","[0, 0, 0, 1, 2, 0, 0, 1, 1, 0]","[5]"
"c2-044","C xs = Sum xs","[1, 0, 2]","[3]"
"c2-044","C xs = Sum xs","[1, 4]","[5]"
"c2-044","C xs = Sum xs","[1, 0, 0, 0, 0]","[1]"
"c2-044","C xs = Sum xs","[0, 0, 0, 0, 0]","[0]"
"c2-044","C xs = Sum xs","[0, 2, 0, 1]","[3]"
"c2-044","C xs = Sum xs","[0, 0, 1, 0, 0, 1]","[2]"
"c2-044","C xs = Sum xs","[2, 4, 0, 1, 1]","[8]"
"c2-044","C xs = Sum xs","[2, 1]","[3]"
"c2-044","C xs = Sum xs","[2, 1, 1]","[4]"
"c2-044","C xs = Sum xs","[1, 2, 1]","[4]"
"c2-044","C xs = Sum xs","[0, 1]","[1]"
"c2-044","C xs = Sum xs","[0, 0, 0, 0, 0, 2, 0]","[2]"
