"id","name","i","o"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[3, 0, 8, 5, 5, 6, 4, 5]","[3, 0, 8, 5, 5, 6, 4, 4, 5]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[6, 2, 7]","[6, 2, 7, 4]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[]","[4]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[4, 9, 1, 0, 8, 0]","[4, 9, 1, 0, 8, 0, 4]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[7, 6]","[7, 6, 4]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[4, 6, 7, 2, 9, 2, 6, 9, 5]","[4, 6, 7, 2, 9, 2, 4, 6, 9, 5]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[4, 3, 6, 0, 4]","[4, 3, 6, 0, 4, 4]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[8, 1, 5, 1]","[8, 1, 5, 1, 4]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[9, 3, 7, 3, 3, 8, 9]","[9, 3, 7, 3, 3, 8, 4, 9]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[2]","[2, 4]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[0, 3, 0, 7, 7, 3]","[0, 3, 0, 7, 7, 3, 4]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[5, 5, 0, 7, 7, 9]","[5, 5, 0, 7, 7, 9, 4]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[2, 4, 8]","[2, 4, 8, 4]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[5, 4, 5, 5, 4, 0, 2, 8, 6]","[5, 4, 5, 5, 4, 0, 4, 2, 8, 6]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[9, 4, 5, 2, 1, 0, 8]","[9, 4, 5, 2, 1, 0, 4, 8]"
"c2-023","C xs = (If (< (Len xs) 7) (Snoc 4 xs) (Insert 4 7 xs))","[7, 3, 2, 2, 1]","[7, 3, 2, 2, 1, 4]"
