"id","name","i","o"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[3, 7, 4, 5]","[4, 7, 3, 5]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[1]","[1]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[8, 7]","[8, 7]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[3, 3, 8]","[8, 3, 3]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[9]","[9]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[3, 5, 2, 6, 6]","[2, 5, 3, 6, 6]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[]","[]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[9, 1, 1, 2, 3, 9]","[1, 1, 9, 2, 3, 9]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[9, 3, 4, 2]","[4, 3, 9, 2]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[2, 7]","[2, 7]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[3, 9]","[3, 9]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[5, 8, 1, 2, 4]","[1, 8, 5, 2, 4]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[7, 5, 1, 7, 1, 4, 1, 7]","[1, 5, 7, 7, 1, 4, 1, 7]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[3, 8]","[3, 8]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[9, 0, 0, 7, 9, 0]","[0, 0, 9, 7, 9, 0]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[4, 2, 3, 6, 2, 1, 9, 1, 1, 4]","[3, 2, 4, 6, 2, 1, 9, 1, 1, 4]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[6, 1, 0]","[0, 1, 6]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[9, 0]","[9, 0]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[9, 7, 8, 8, 0]","[8, 7, 9, 8, 0]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[5, 7, 4, 7]","[4, 7, 5, 7]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[1, 9, 6, 4, 3, 5, 7, 9]","[6, 9, 1, 4, 3, 5, 7, 9]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[7, 8]","[7, 8]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[4]","[4]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[7, 2, 9, 2, 5, 2]","[9, 2, 7, 2, 5, 2]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[8, 4]","[8, 4]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[8]","[8]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[6, 9, 6, 0, 5, 6, 8, 1, 6]","[6, 9, 6, 0, 5, 6, 8, 1, 6]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[7, 2]","[7, 2]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[4, 5, 7, 0]","[7, 5, 4, 0]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[3, 1]","[3, 1]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[8, 8, 5, 0, 6, 6, 5]","[5, 8, 8, 0, 6, 6, 5]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[5, 3, 1, 5, 9]","[1, 3, 5, 5, 9]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[2, 6, 7, 9, 8]","[7, 6, 2, 9, 8]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[5, 6]","[5, 6]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[7, 0]","[7, 0]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[3, 5, 6, 0, 3, 4, 1, 4, 9]","[6, 5, 3, 0, 3, 4, 1, 4, 9]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[0, 4, 7, 8, 6, 8, 8]","[7, 4, 0, 8, 6, 8, 8]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[9, 7, 5, 6]","[5, 7, 9, 6]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[2, 0, 9, 9, 8, 0]","[9, 0, 2, 9, 8, 0]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[6, 0, 4, 4, 9]","[4, 0, 6, 4, 9]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[9, 0, 3]","[3, 0, 9]"
"c2-017","C xs = (If (< (Len xs) 3) xs (Swap 1 3 xs))","[5, 6, 8, 7, 7, 9, 6, 0]","[8, 6, 5, 7, 7, 9, 6, 0]"
