"id","name","i","o"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[5]","[]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[]","[]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[8]","[]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[9, 6]","[]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[9, 1]","[]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[1, 7]","[]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[2, 7, 1, 0, 9, 9, 1, 7]","[1]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[4, 3]","[]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[8, 2]","[]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[3, 9, 5, 4, 9]","[5]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[3, 5, 8, 7, 6, 4, 3, 9]","[8]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[7, 1, 7, 1, 4, 2, 4, 5]","[7]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[0, 7]","[]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[5, 8, 1, 5, 2, 0, 9, 2, 4, 0]","[1]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[8, 6, 9, 4, 1]","[9]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[7, 6, 9, 5, 6]","[9]"
"c2-001","C xs = (If (< (Len xs) 3) Nil (Cons (Index 3 xs) Nil))","[5, 6]","[]"
