"id","name","i","o"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[]","[]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[8, 5, 8]","[8, 8, 5, 5, 8, 8]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[7, 3, 9, 1]","[7, 7, 3, 3, 9, 9, 1, 1]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[2, 7]","[2, 2, 7, 7]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[2]","[2, 2]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[1, 7, 3, 4]","[1, 1, 7, 7, 3, 3, 4, 4]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[8, 9, 8, 1]","[8, 8, 9, 9, 8, 8, 1, 1]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[5, 6, 6]","[5, 5, 6, 6, 6, 6]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[3]","[3, 3]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[8]","[8, 8]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[5, 0, 2, 0]","[5, 5, 0, 0, 2, 2, 0, 0]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[5, 6]","[5, 5, 6, 6]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[2, 4, 3, 1, 2]","[2, 2, 4, 4, 3, 3, 1, 1, 2, 2]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[1, 2]","[1, 1, 2, 2]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[2, 7, 0]","[2, 2, 7, 7, 0, 0]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[4]","[4, 4]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[2, 4]","[2, 2, 4, 4]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[3, 7, 4]","[3, 3, 7, 7, 4, 4]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[6, 7]","[6, 6, 7, 7]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[0]","[0, 0]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[4, 6, 3]","[4, 4, 6, 6, 3, 3]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[7]","[7, 7]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[4, 6]","[4, 4, 6, 6]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[7, 9, 7, 3]","[7, 7, 9, 9, 7, 7, 3, 3]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[7, 0, 9, 2]","[7, 7, 0, 0, 9, 9, 2, 2]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[7, 7, 8]","[7, 7, 7, 7, 8, 8]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[5]","[5, 5]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[9, 8, 7, 0, 4]","[9, 9, 8, 8, 7, 7, 0, 0, 4, 4]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[8, 6, 1, 6]","[8, 8, 6, 6, 1, 1, 6, 6]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[8, 3, 7]","[8, 8, 3, 3, 7, 7]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[2, 8, 0, 4]","[2, 2, 8, 8, 0, 0, 4, 4]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[4, 0, 0, 3]","[4, 4, 0, 0, 0, 0, 3, 3]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[0, 0, 3, 5, 6]","[0, 0, 0, 0, 3, 3, 5, 5, 6, 6]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[0, 8, 6]","[0, 0, 8, 8, 6, 6]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[5, 5]","[5, 5, 5, 5]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[4, 3, 2]","[4, 4, 3, 3, 2, 2]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[8, 2]","[8, 8, 2, 2]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[3, 5, 4]","[3, 3, 5, 5, 4, 4]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[9, 0]","[9, 9, 0, 0]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[1, 5, 7]","[1, 1, 5, 5, 7, 7]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[1, 3, 3]","[1, 1, 3, 3, 3, 3]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[5, 2, 0]","[5, 5, 2, 2, 0, 0]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[8, 7, 5, 4]","[8, 8, 7, 7, 5, 5, 4, 4]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[6, 7, 3, 1]","[6, 6, 7, 7, 3, 3, 1, 1]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[7, 0]","[7, 7, 0, 0]"
"c2-038","C xs = Flatten (Map (Repeat 2) xs)","[2, 6, 2]","[2, 2, 6, 6, 2, 2]"
