"id","name","i","o"
"c2-006","C xs = (Take 5 xs)","[7, 8, 1, 7, 1, 5, 9, 4, 5, 4]","[7, 8, 1, 7, 1]"
"c2-006","C xs = (Take 5 xs)","[0, 3, 6, 0, 5, 0, 6, 0]","[0, 3, 6, 0, 5]"
"c2-006","C xs = (Take 5 xs)","[5, 6, 5, 0, 1, 5, 6, 6, 6, 8]","[5, 6, 5, 0, 1]"
"c2-006","C xs = (Take 5 xs)","[9, 1, 7, 8, 4, 1, 8, 4, 4]","[9, 1, 7, 8, 4]"
"c2-006","C xs = (Take 5 xs)","[0, 2, 8, 1, 0, 6, 0, 4, 6]","[0, 2, 8, 1, 0]"
"c2-006","C xs = (Take 5 xs)","[8, 8, 1, 0, 5, 3, 3, 8]","[8, 8, 1, 0, 5]"
"c2-006","C xs = (Take 5 xs)","[9, 8, 2, 7, 5, 9, 0]","[9, 8, 2, 7, 5]"
"c2-006","C xs = (Take 5 xs)","[6, 5, 6, 3, 6, 4, 8, 6]","[6, 5, 6, 3, 6]"
"c2-006","C xs = (Take 5 xs)","[3, 0, 9, 7, 4, 2]","[3, 0, 9, 7, 4]"
"c2-006","C xs = (Take 5 xs)","[0, 1, 2, 4, 0, 3, 5]","[0, 1, 2, 4, 0]"
"c2-006","C xs = (Take 5 xs)","[2, 2, 0, 1, 1, 0]","[2, 2, 0, 1, 1]"
"c2-006","C xs = (Take 5 xs)","[6, 7, 2, 5, 0, 0, 2, 4, 6]","[6, 7, 2, 5, 0]"
"c2-006","C xs = (Take 5 xs)","[4, 9, 6, 5, 9, 7, 2, 4]","[4, 9, 6, 5, 9]"
"c2-006","C xs = (Take 5 xs)","[0, 4, 7, 3, 0, 4]","[0, 4, 7, 3, 0]"
"c2-006","C xs = (Take 5 xs)","[1, 5, 8, 6, 8, 3, 5, 1]","[1, 5, 8, 6, 8]"
"c2-006","C xs = (Take 5 xs)","[8, 6, 1, 8, 4, 2]","[8, 6, 1, 8, 4]"
"c2-006","C xs = (Take 5 xs)","[2, 2, 0, 5, 6, 6, 6]","[2, 2, 0, 5, 6]"
"c2-006","C xs = (Take 5 xs)","[1, 9, 2, 7, 7, 8, 1, 3]","[1, 9, 2, 7, 7]"
"c2-006","C xs = (Take 5 xs)","[8, 7, 4, 1, 8, 8]","[8, 7, 4, 1, 8]"
"c2-006","C xs = (Take 5 xs)","[0, 7, 0, 1, 5, 6, 0, 4, 3, 0]","[0, 7, 0, 1, 5]"
"c2-006","C xs = (Take 5 xs)","[0, 9, 8, 8, 5, 8, 2, 4, 0]","[0, 9, 8, 8, 5]"
"c2-006","C xs = (Take 5 xs)","[1, 6, 1, 0, 6, 8]","[1, 6, 1, 0, 6]"
"c2-006","C xs = (Take 5 xs)","[6, 4, 5, 1, 1, 5]","[6, 4, 5, 1, 1]"
"c2-006","C xs = (Take 5 xs)","[1, 6, 1, 5, 1, 0, 3]","[1, 6, 1, 5, 1]"
"c2-006","C xs = (Take 5 xs)","[0, 5, 2, 6, 5]","[0, 5, 2, 6, 5]"
"c2-006","C xs = (Take 5 xs)","[7, 2, 8, 2, 5, 9, 5, 8, 4]","[7, 2, 8, 2, 5]"
"c2-006","C xs = (Take 5 xs)","[8, 1, 9, 4, 7, 0, 9, 5, 1]","[8, 1, 9, 4, 7]"
"c2-006","C xs = (Take 5 xs)","[2, 0, 7, 8, 6]","[2, 0, 7, 8, 6]"
"c2-006","C xs = (Take 5 xs)","[2, 7, 8, 1, 0, 4]","[2, 7, 8, 1, 0]"
"c2-006","C xs = (Take 5 xs)","[1, 3, 8, 8, 1, 8]","[1, 3, 8, 8, 1]"
"c2-006","C xs = (Take 5 xs)","[0, 7, 7, 2, 3, 7, 2, 2, 4]","[0, 7, 7, 2, 3]"
"c2-006","C xs = (Take 5 xs)","[2, 4, 6, 7, 2]","[2, 4, 6, 7, 2]"
"c2-006","C xs = (Take 5 xs)","[9, 2, 9, 0, 1, 1, 9, 3, 5, 3]","[9, 2, 9, 0, 1]"
"c2-006","C xs = (Take 5 xs)","[5, 2, 5, 1, 9, 1, 7, 0]","[5, 2, 5, 1, 9]"
"c2-006","C xs = (Take 5 xs)","[3, 7, 4, 7, 6]","[3, 7, 4, 7, 6]"
"c2-006","C xs = (Take 5 xs)","[8, 2, 8, 2, 1, 8, 0, 1, 7]","[8, 2, 8, 2, 1]"
"c2-006","C xs = (Take 5 xs)","[3, 8, 3, 3, 5, 0, 8]","[3, 8, 3, 3, 5]"
"c2-006","C xs = (Take 5 xs)","[9, 4, 2, 4, 5, 9]","[9, 4, 2, 4, 5]"
"c2-006","C xs = (Take 5 xs)","[5, 4, 4, 3, 6, 3, 1]","[5, 4, 4, 3, 6]"
"c2-006","C xs = (Take 5 xs)","[0, 1, 7, 0, 5, 4, 5]","[0, 1, 7, 0, 5]"
"c2-006","C xs = (Take 5 xs)","[0, 7, 8, 3, 8]","[0, 7, 8, 3, 8]"
"c2-006","C xs = (Take 5 xs)","[4, 0, 3, 1, 3, 3, 1, 1, 4, 0]","[4, 0, 3, 1, 3]"
"c2-006","C xs = (Take 5 xs)","[4, 7, 5, 6, 9, 7, 3, 8, 5]","[4, 7, 5, 6, 9]"
"c2-006","C xs = (Take 5 xs)","[7, 8, 6, 7, 3]","[7, 8, 6, 7, 3]"
"c2-006","C xs = (Take 5 xs)","[1, 6, 4, 4, 5, 7]","[1, 6, 4, 4, 5]"
"c2-006","C xs = (Take 5 xs)","[0, 6, 8, 2, 0]","[0, 6, 8, 2, 0]"
"c2-006","C xs = (Take 5 xs)","[7, 2, 0, 7, 1, 5, 7, 0, 6, 5]","[7, 2, 0, 7, 1]"
"c2-006","C xs = (Take 5 xs)","[4, 3, 4, 7, 5, 1, 0, 2, 3]","[4, 3, 4, 7, 5]"
"c2-006","C xs = (Take 5 xs)","[7, 0, 0, 8, 5, 9, 8, 2]","[7, 0, 0, 8, 5]"
"c2-006","C xs = (Take 5 xs)","[2, 4, 1, 0, 9, 3, 6, 5, 5]","[2, 4, 1, 0, 9]"
