"id","name","i","o"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[]","[]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[1, 3, 8, 2, 4, 6]","[3, 8, 2]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[0, 1, 5, 1, 2, 0, 7, 3]","[1, 5, 1]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[2, 6]","[6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[4, 1, 2, 4]","[1, 2, 4]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[6, 5, 0]","[5, 0]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[4, 4, 1, 6, 2, 5, 1]","[4, 1, 6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[0, 4, 7, 8, 6, 7, 4, 1]","[4, 7, 8]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[7]","[]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[0, 9, 1, 6, 6, 4, 7, 1]","[9, 1, 6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[3, 3]","[3]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[4, 4, 5, 0, 0]","[4, 5, 0]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[4, 7, 0, 6, 6, 5, 0]","[7, 0, 6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[0, 6, 9, 1, 8, 3, 0]","[6, 9, 1]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[1, 5]","[5]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[4, 0, 3, 0, 0, 2, 0, 8, 1, 5]","[0, 3, 0]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[8, 4, 0, 7, 2, 6, 8]","[4, 0, 7]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[6, 3, 0]","[3, 0]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[5, 8]","[8]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[1, 8]","[8]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[0, 2, 3, 0, 1, 6]","[2, 3, 0]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[0, 5, 0, 7]","[5, 0, 7]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[4, 4]","[4]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[6, 9]","[9]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[0, 8, 5, 9, 6, 0, 6]","[8, 5, 9]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[7, 7, 7]","[7, 7]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[1, 1, 3, 4, 9, 8]","[1, 3, 4]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[6, 0, 4]","[0, 4]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[1, 9, 1, 6, 3, 4, 6, 1]","[9, 1, 6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[5]","[]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[5, 4, 9, 8, 3, 2, 2]","[4, 9, 8]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[8, 4]","[4]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[8, 3, 7, 0, 9, 4, 8, 1, 3, 9]","[3, 7, 0]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[2, 0, 7, 6, 3, 4]","[0, 7, 6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[9, 8, 2]","[8, 2]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[4, 0, 6, 2, 4, 1]","[0, 6, 2]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[8, 8, 3, 4, 9, 9]","[8, 3, 4]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[6, 1, 1, 6, 6]","[1, 1, 6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[0, 5, 4, 0, 0]","[5, 4, 0]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[3, 2, 9]","[2, 9]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[8, 5, 0, 2, 0, 2, 6]","[5, 0, 2]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[6]","[]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[4, 8, 0, 7, 7, 1, 4, 8, 8]","[8, 0, 7]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[2, 6, 8, 0]","[6, 8, 0]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[0, 7, 2, 6, 4, 3]","[7, 2, 6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[5, 8, 4, 4, 2, 7, 9, 0]","[8, 4, 4]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[8, 4, 6]","[4, 6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[7, 1, 1, 6, 9, 3, 2]","[1, 1, 6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[2, 0, 1, 6, 9, 5, 6, 6, 3]","[0, 1, 6]"
"c2-029","C xs = (If (< (Len xs) 4) (Tail xs) (Slice 2 4 xs))","[7, 3, 2, 0, 4, 7, 6]","[3, 2, 0]"
