"id","name","i","o"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[4, 6, 8, 3, 7, 0, 3, 9, 4]","[0, 3, 9, 4]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[3, 9, 5, 4, 7, 9, 9, 8, 8, 6]","[7, 9, 9, 8, 8, 6]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[5, 3, 3, 9, 6, 3, 8, 4, 3, 3]","[8, 4, 3, 3]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[9, 9, 4, 9, 0, 0, 2, 6, 2, 2]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[6, 0, 1, 5, 6, 9, 9, 3]","[3]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[6, 2, 0, 4, 0, 5, 4, 2]","[2]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[2, 5, 9]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[4, 3, 6, 3, 2]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[8, 4, 8, 0, 2, 6, 4, 8, 0, 9]","[9]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[5, 1, 0, 5, 9, 6, 1]","[1]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[3, 1, 0, 9, 9, 3, 8, 4, 6]","[9, 3, 8, 4, 6]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[3, 3, 9, 4, 6, 1, 0, 4, 7]","[6, 1, 0, 4, 7]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[6, 7, 1, 4, 7, 8, 5, 3, 7]","[3, 7]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[7, 9, 0, 7, 6, 9, 4, 9, 2]","[2]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[5, 0, 4, 0, 3, 1, 2, 3]","[2, 3]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[3, 6, 7, 3, 9, 6, 5, 2]","[9, 6, 5, 2]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[7, 1, 8, 7, 5, 2, 8, 4]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[2, 1, 6, 9, 1, 7, 4, 3]","[9, 1, 7, 4, 3]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[1, 2, 7, 7, 6, 6, 0, 8, 2, 1]","[7, 7, 6, 6, 0, 8, 2, 1]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[2, 4, 0, 2, 3, 4, 9, 9]","[2, 3, 4, 9, 9]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[2, 5, 4, 1, 0, 9, 8, 1]","[1, 0, 9, 8, 1]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[2, 5, 2, 2, 3, 6, 0]","[2, 3, 6, 0]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[9, 7, 7, 2, 9, 9, 2, 0, 5, 5]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[5, 8, 0, 7, 1, 3, 2, 8, 9]","[2, 8, 9]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[2, 7, 1, 6, 8, 3, 4, 3, 8]","[6, 8, 3, 4, 3, 8]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[9, 8, 3, 3, 9, 3, 3, 7, 9, 1]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[6, 8, 8, 0, 1, 8, 5, 5]","[5]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[8, 4, 0, 7, 7, 3, 5, 4, 3]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[7, 1, 0, 4, 4, 3, 1, 3, 1]","[1]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[3, 9, 0, 5, 6]","[6]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[5, 4, 0, 2, 1, 9, 8]","[8]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[1, 6, 5, 6, 9]","[5, 6, 9]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[7, 8, 1, 7, 2, 3, 8, 4, 1, 6]","[1, 6]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[4, 3, 5, 7, 3]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[8, 8, 9, 7, 1, 4, 5, 6, 4]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[7, 6, 8, 8, 8, 4, 1, 8, 8, 4]","[8, 4]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[3, 4, 0, 3, 0, 1, 4, 7]","[0, 1, 4, 7]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[5, 4, 6, 1, 7, 9, 3, 9, 4, 7]","[3, 9, 4, 7]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[5, 1, 5, 9, 2, 6]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[7, 1, 7, 3, 8, 5, 6, 1, 2, 3]","[2, 3]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[1, 3, 6]","[6]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[8, 5, 6, 7, 0, 6, 2, 8, 4, 5]","[5]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[2, 7, 9, 5, 1, 7]","[5, 1, 7]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[8, 0, 3, 2, 1, 5, 8, 8, 6]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[5, 7, 1, 1, 0, 8]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[2, 4, 3, 6, 9, 0]","[6, 9, 0]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[9, 8, 8, 2, 4, 4, 3, 6, 8, 7]","[]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[4, 9, 3, 3, 5, 3, 6, 4]","[3, 6, 4]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[8, 6, 1, 0, 3, 9, 3, 4, 3, 7]","[7]"
"c2-048","C xs = Drop (Head xs) (Tail xs)","[1, 8, 8]","[8]"
