i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 7) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))","CONS (DIGIT 9) []","C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 7) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) [])))))"
1,3000,0,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 2) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 1) 0) []))))))))))","CONS (DECC (DIGIT 1) 0) []","CONS (DIGIT 9) []"
2,3000,0,"C (CONS (DECC (DIGIT 5) 5) [])","CONS (DECC (DIGIT 5) 5) []","CONS (DIGIT 9) []"
3,3000,0,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 4) 4) []))","CONS (DECC (DIGIT 4) 4) []","CONS (DECC (DIGIT 1) 0) []"
4,3000,1,"C (CONS (DECC (DIGIT 2) 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 7) 2) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 3) (CONS (DIGIT 1) [])))))))))","CONS (DIGIT 1) []","CONS (DIGIT 1) []"
5,2010,1,"C (CONS (DIGIT 4) [])","CONS (DIGIT 4) []","CONS (DIGIT 4) []"
6,1350,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 2) 6) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 2) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 8) 2) (CONS (DECC (DIGIT 5) 7) []))))))))","CONS (DECC (DIGIT 5) 7) []","CONS (DECC (DIGIT 5) 7) []"
7,910,1,"C (CONS (DIGIT 8) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 4) 5) []))))))))))","CONS (DECC (DIGIT 4) 5) []","CONS (DECC (DIGIT 4) 5) []"
8,610,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 8) (CONS (DIGIT 3) []))))))","CONS (DIGIT 3) []","CONS (DIGIT 3) []"
9,410,1,"C (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 2) 3) (CONS (DIGIT 5) [])))))))","CONS (DIGIT 5) []","CONS (DIGIT 5) []"
10,280,1,"C (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 3) [])))))","CONS (DIGIT 3) []","CONS (DIGIT 3) []"
11,190,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) [])))))))))","CONS (DIGIT 6) []","CONS (DIGIT 6) []"
12,130,1,"C (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) []))))))))","CONS (DECC (DIGIT 1) 0) []","CONS (DECC (DIGIT 1) 0) []"
13,90,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 9) (CONS (DIGIT 7) []))))))","CONS (DIGIT 7) []","CONS (DIGIT 7) []"
14,70,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 1) []))))))))","CONS (DECC (DIGIT 2) 1) []","CONS (DECC (DIGIT 2) 1) []"
15,50,1,"C (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 9) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) []))))","CONS (DIGIT 5) []","CONS (DIGIT 5) []"
