i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 1) 2) []))","CONS (DECC (DIGIT 1) 2) []","C (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 1) 2) []))"
1,3000,1,"C (CONS (DIGIT 7) (CONS (DIGIT 7) []))","CONS (DIGIT 7) []","CONS (DIGIT 7) []"
2,2010,0,"C (CONS (DECC (DIGIT 7) 3) [])","CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) [])","[]"
3,3000,1,"C (CONS (DIGIT 8) (CONS (DIGIT 8) []))","CONS (DIGIT 8) []","CONS (DIGIT 8) []"
4,2010,1,"C (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 5) 5) []))","CONS (DECC (DIGIT 5) 5) []","CONS (DECC (DIGIT 5) 5) []"
5,1350,0,"C (CONS (DIGIT 5) [])","CONS (DIGIT 5) (CONS (DIGIT 5) [])","[]"
6,2030,1,"C (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) []))","CONS (DECC (DIGIT 9) 6) []","CONS (DECC (DIGIT 9) 6) []"
7,1360,1,"C (CONS (DIGIT 3) [])","CONS (DIGIT 3) (CONS (DIGIT 3) [])","CONS (DIGIT 3) (CONS (DIGIT 3) [])"
8,910,1,"C (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 2) 0) []))","CONS (DECC (DIGIT 2) 0) []","CONS (DECC (DIGIT 2) 0) []"
9,610,1,"C (CONS (DIGIT 7) [])","CONS (DIGIT 7) (CONS (DIGIT 7) [])","CONS (DIGIT 7) (CONS (DIGIT 7) [])"
10,410,1,"C (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) []))","CONS (DECC (DIGIT 5) 8) []","CONS (DECC (DIGIT 5) 8) []"
11,280,1,"C (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 7) 1) []))","CONS (DECC (DIGIT 7) 1) []","CONS (DECC (DIGIT 7) 1) []"
12,190,1,"C (CONS (DIGIT 6) (CONS (DIGIT 6) []))","CONS (DIGIT 6) []","CONS (DIGIT 6) []"
13,130,1,"C (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) []))","CONS (DECC (DIGIT 1) 3) []","CONS (DECC (DIGIT 1) 3) []"
14,90,1,"C (CONS (DECC (DIGIT 7) 7) [])","CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) [])","CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) [])"
15,70,1,"C (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) []))","CONS (DECC (DIGIT 5) 0) []","CONS (DECC (DIGIT 5) 0) []"
16,50,1,"C (CONS (DECC (DIGIT 8) 1) [])","CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 8) 1) [])","CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 8) 1) [])"
17,40,1,"C (CONS (DECC (DIGIT 1) 3) [])","CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) [])","CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) [])"
18,30,1,"C (CONS (DECC (DIGIT 1) 7) [])","CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 1) 7) [])","CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 1) 7) [])"
19,30,1,"C (CONS (DIGIT 0) (CONS (DIGIT 0) []))","CONS (DIGIT 0) []","CONS (DIGIT 0) []"
