i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DECC (DIGIT 7) 3) [])","CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) [])","C (CONS (DECC (DIGIT 7) 3) [])"
1,3000,0,"C (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) []))","CONS (DECC (DIGIT 5) 3) []","CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) []))"
2,3000,1,"C (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 2) 0) []))","CONS (DECC (DIGIT 2) 0) []","CONS (DECC (DIGIT 2) 0) []"
3,2010,1,"C (CONS (DIGIT 5) (CONS (DIGIT 5) []))","CONS (DIGIT 5) []","CONS (DIGIT 5) []"
4,1350,1,"C (CONS (DECC (DIGIT 1) 0) [])","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) [])","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) [])"
5,910,1,"C (CONS (DECC (DIGIT 4) 7) [])","CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) [])","CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 4) 7) [])"
6,610,1,"C (CONS (DIGIT 0) (CONS (DIGIT 0) []))","CONS (DIGIT 0) []","CONS (DIGIT 0) []"
7,410,1,"C (CONS (DIGIT 3) (CONS (DIGIT 3) []))","CONS (DIGIT 3) []","CONS (DIGIT 3) []"
8,280,1,"C (CONS (DIGIT 9) (CONS (DIGIT 9) []))","CONS (DIGIT 9) []","CONS (DIGIT 9) []"
9,190,1,"C (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 1) 3) []))","CONS (DECC (DIGIT 1) 3) []","CONS (DECC (DIGIT 1) 3) []"
10,130,1,"C (CONS (DIGIT 7) [])","CONS (DIGIT 7) (CONS (DIGIT 7) [])","CONS (DIGIT 7) (CONS (DIGIT 7) [])"
11,90,1,"C (CONS (DIGIT 0) [])","CONS (DIGIT 0) (CONS (DIGIT 0) [])","CONS (DIGIT 0) (CONS (DIGIT 0) [])"
12,70,1,"C (CONS (DIGIT 1) (CONS (DIGIT 1) []))","CONS (DIGIT 1) []","CONS (DIGIT 1) []"
13,50,1,"C (CONS (DIGIT 2) (CONS (DIGIT 2) []))","CONS (DIGIT 2) []","CONS (DIGIT 2) []"
14,40,1,"C (CONS (DIGIT 6) (CONS (DIGIT 6) []))","CONS (DIGIT 6) []","CONS (DIGIT 6) []"
15,30,1,"C (CONS (DECC (DIGIT 8) 8) [])","CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) [])","CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) [])"
16,30,1,"C (CONS (DECC (DIGIT 1) 7) [])","CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 1) 7) [])","CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 1) 7) [])"
17,30,1,"C (CONS (DECC (DIGIT 8) 1) [])","CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 8) 1) [])","CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 8) 1) [])"
18,30,1,"C (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 5) 5) []))","CONS (DECC (DIGIT 5) 5) []","CONS (DECC (DIGIT 5) 5) []"
19,30,1,"C (CONS (DECC (DIGIT 6) 3) (CONS (DECC (DIGIT 6) 3) []))","CONS (DECC (DIGIT 6) 3) []","CONS (DECC (DIGIT 6) 3) []"
