i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 3) 1) [])))","CONS (DECC (DIGIT 3) 1) []","C (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 3) 1) [])))"
1,3000,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 9) (CONS (DIGIT 7) []))))))","CONS (DIGIT 7) []","CONS (DIGIT 7) []"
2,2010,0,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 2) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 8) 8) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 1) 0) []))))))))))","CONS (DECC (DIGIT 1) 0) []","CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 1) 0) [])"
3,3000,1,"C (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 2) 3) (CONS (DIGIT 5) [])))))))","CONS (DIGIT 5) []","CONS (DIGIT 5) []"
4,2010,1,"C (CONS (DIGIT 6) [])","CONS (DIGIT 6) []","CONS (DIGIT 6) []"
5,1350,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 2) 9) [])))))","CONS (DECC (DIGIT 2) 9) []","CONS (DECC (DIGIT 2) 9) []"
6,910,1,"C (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 2) 6) [])))","CONS (DECC (DIGIT 2) 6) []","CONS (DECC (DIGIT 2) 6) []"
7,610,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 3) 8) (CONS (DECC (DIGIT 5) 1) []))))))))","CONS (DECC (DIGIT 5) 1) []","CONS (DECC (DIGIT 5) 1) []"
8,410,1,"C (CONS (DECC (DIGIT 5) 5) [])","CONS (DECC (DIGIT 5) 5) []","CONS (DECC (DIGIT 5) 5) []"
9,280,1,"C (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) [])))))))))","CONS (DECC (DIGIT 1) 0) []","CONS (DECC (DIGIT 1) 0) []"
10,190,1,"C (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 4) [])))","CONS (DIGIT 4) []","CONS (DIGIT 4) []"
11,130,1,"C (CONS (DECC (DIGIT 1) 8) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 2) [])))))","CONS (DECC (DIGIT 5) 2) []","CONS (DECC (DIGIT 5) 2) []"
12,90,1,"C (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DIGIT 0) [])))))))))","CONS (DIGIT 0) []","CONS (DIGIT 0) []"
13,70,1,"C (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 8) []))))))","CONS (DECC (DIGIT 7) 8) []","CONS (DECC (DIGIT 7) 8) []"
14,50,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) [])))))))))","CONS (DIGIT 6) []","CONS (DIGIT 6) []"
15,40,1,"C (CONS (DIGIT 0) [])","CONS (DIGIT 0) []","CONS (DIGIT 0) []"
16,30,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 7) [])))))))))","CONS (DIGIT 7) []","CONS (DIGIT 7) []"
17,30,1,"C (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 3) [])))))","CONS (DIGIT 3) []","CONS (DIGIT 3) []"
