i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 9) [])))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 9) []))))","C (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 9) [])))))"
1,3000,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) [])))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) []))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 9) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 1) []))))))"
2,2010,0,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 2) [])))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) []))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 2) []))"
3,3000,1,"C (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 7) 3) []))))))))))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 7) 3) [])))))))))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 7) 3) [])))))))))"
4,2010,1,"C (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 6) [])))))","CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 6) []))))","CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 6) []))))"
5,1350,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 1) (CONS (DIGIT 4) []))))))))))","CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 1) (CONS (DIGIT 4) [])))))))))","CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 1) 4) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 3) (CONS (DIGIT 1) (CONS (DIGIT 4) [])))))))))"
6,910,1,"C (CONS (DIGIT 7) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 9) [])))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 9) []))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 9) []))))))"
7,610,1,"C (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 8) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 4) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 8) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 4) [])))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 8) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 4) [])))))))"
8,410,1,"C (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 8) []))))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 8) [])))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 8) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 8) [])))))))))"
9,280,1,"C (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 5) []))))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 5) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 8) 3) (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 5) [])))))))))"
