i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 4) [])))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) [])))))))))","C (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 4) [])))"
1,3000,1,"C (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 6) []))","CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) [])))))))))","CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) (CONS (DECC (DIGIT 9) 5) [])))))))))"
2,2010,1,"C (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 9) []))))","CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) [])))))))))","CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 3) 0) [])))))))))"
3,1350,1,"C (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 8) 2) [])))","CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) [])))))))))","CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) (CONS (DECC (DIGIT 4) 3) [])))))))))"
4,910,1,"C (CONS (DIGIT 6) [])","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) [])))))))))","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) [])))))))))"
5,610,1,"C (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 7) [])))))))","CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) [])))))))))","CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 3) [])))))))))"
6,410,1,"C (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 6) 3) [])))))))))","CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) [])))))))))","CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) [])))))))))"
7,280,1,"C (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 6) (CONS (DIGIT 1) [])))))","CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) [])))))))))","CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) [])))))))))"
8,190,1,"C (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 6) []))))))","CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) [])))))))))","CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 9) [])))))))))"
9,130,1,"C (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 5) [])))))","CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) [])))))))))","CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) [])))))))))"
