i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DECC (DIGIT 3) 7) [])","[]","C (CONS (DECC (DIGIT 3) 7) [])"
1,3000,0,"C (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) []))))","[]","CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) []))"
2,3000,1,"C (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 9) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 8) 5) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 2) (CONS (DIGIT 3) [])))))))))","[]","[]"
3,2010,1,"C (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 2) 6) []))))))","[]","[]"
4,1350,1,"C (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 2) 5) [])))","[]","[]"
5,910,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 0) [])))","[]","[]"
6,610,1,"C (CONS (DIGIT 6) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) [])))))))","[]","[]"
7,410,1,"C (CONS (DIGIT 4) (CONS (DIGIT 9) (CONS (DECC (DIGIT 2) 3) [])))","[]","[]"
8,280,1,"C (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 3) []))))))))))","[]","[]"
9,190,1,"C (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 3) (CONS (DIGIT 4) []))))))))","[]","[]"
10,130,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 5) []))","[]","[]"
11,90,1,"C (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 8) [])))))))))","[]","[]"
12,70,1,"C (CONS (DIGIT 6) [])","[]","[]"
13,50,1,"C (CONS (DIGIT 3) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 4) []))))","[]","[]"
14,40,1,"C (CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DIGIT 7) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 8) []))))))))))","[]","[]"
15,30,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 6) 3) (CONS (DECC (DIGIT 8) 0) (CONS (DECC (DIGIT 5) 8) [])))))))","[]","[]"
16,30,1,"C (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 2) [])))","[]","[]"
17,30,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 2) 0) [])))))","[]","[]"
18,30,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 9) []))))))))","[]","[]"
19,30,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 9) []))))))","[]","[]"
