i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 5) (CONS (DIGIT 4) (CONS (DIGIT 8) []))))","CONS (DECC (DIGIT 6) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 8) [])))","C (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 5) (CONS (DIGIT 4) (CONS (DIGIT 8) []))))"
1,3000,0,"C (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 1) 1) [])))))","CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 9) (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 1) 1) []))))","CONS (DECC (DIGIT 2) 0) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 1) 1) [])))"
2,3000,1,"C (CONS (DIGIT 5) (CONS (DIGIT 6) (CONS (DIGIT 3) (CONS (DIGIT 7) []))))","CONS (DIGIT 6) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 7) [])))","CONS (DIGIT 6) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 7) [])))"
3,2010,1,"C (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 0) (CONS (DIGIT 0) []))))","CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 0) [])))","CONS (DECC (DIGIT 3) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 0) [])))"
4,1350,0,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) []))))))))","CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) [])))))))","CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 2) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DIGIT 3) [])))))))"
5,2030,1,"C (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 3) (CONS (DIGIT 4) []))))))","CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 7) 0) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 3) (CONS (DIGIT 4) []))))))"
6,1360,1,"C (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 2) []))))","CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 1) 2) [])))","CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 1) 2) [])))"
7,910,1,"C (CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 4) []))))))))))","CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 4) [])))))))))","CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 6) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 9) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 4) [])))))))))"
8,610,1,"C (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 7) 6) []))))))))))","CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 7) 6) [])))))))))","CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 7) (CONS (DECC (DIGIT 4) 2) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 7) 6) [])))))))))"
9,410,1,"C (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 3) 9) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 2) [])))))))))","CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 2) []))))))))","CONS (DECC (DIGIT 3) 4) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 2) []))))))))"
