i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DIGIT 7) (CONS (DIGIT 8) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 2) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) [])))))))))","C (CONS (DIGIT 7) (CONS (DIGIT 8) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 2) []))))))))"
1,3000,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 5) []))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))))))"
2,2010,1,"C (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 9) 5) [])))))","CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) [])))))))))","CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 6) 4) [])))))))))"
3,1350,1,"C (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 2) 8) [])))))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))))))"
4,910,0,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 9) [])))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) [])))))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))"
5,1370,1,"C (CONS (DECC (DIGIT 9) 6) [])","CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) [])))))))))","CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 6) [])))))))))"
6,920,1,"C (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 1) 4) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 6) 3) [])))))))))","CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) [])))))))))","CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) (CONS (DECC (DIGIT 5) 0) [])))))))))"
7,620,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 3) 6) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DIGIT 1) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))))))))"
8,420,1,"C (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 1) 0) [])))","CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) [])))))))))","CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DECC (DIGIT 3) 5) [])))))))))"
9,290,1,"C (CONS (DECC (DIGIT 4) 0) [])","CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) [])))))))))","CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) (CONS (DECC (DIGIT 4) 0) [])))))))))"
10,200,1,"C (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 2) 8) (CONS (DIGIT 6) (CONS (DIGIT 1) [])))))","CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) [])))))))))","CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) (CONS (DECC (DIGIT 3) 6) [])))))))))"
11,140,1,"C (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 6) []))","CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) [])))))))))","CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) (CONS (DECC (DIGIT 7) 3) [])))))))))"
