Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
6	:	1595515936.837	 33013.749	0	0	0	0	./run_single.sh out/1595515936/results c062_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c062_1.json ../../../../../list-routine-learning-rs/Cargo.toml
10	:	1595515936.844	 33014.347	0	0	0	0	./run_single.sh out/1595515936/results c062_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c062_5.json ../../../../../list-routine-learning-rs/Cargo.toml
2	:	1595515936.829	 33014.706	0	0	0	0	./run_single.sh out/1595515936/results c061_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c061_2.json ../../../../../list-routine-learning-rs/Cargo.toml
12	:	1595515936.851	 33014.771	0	0	0	0	./run_single.sh out/1595515936/results c063_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c063_2.json ../../../../../list-routine-learning-rs/Cargo.toml
7	:	1595515936.838	 33014.950	0	0	0	0	./run_single.sh out/1595515936/results c062_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c062_2.json ../../../../../list-routine-learning-rs/Cargo.toml
11	:	1595515936.847	 33015.012	0	0	0	0	./run_single.sh out/1595515936/results c063_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c063_1.json ../../../../../list-routine-learning-rs/Cargo.toml
4	:	1595515936.833	 33015.822	0	0	0	0	./run_single.sh out/1595515936/results c061_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c061_4.json ../../../../../list-routine-learning-rs/Cargo.toml
1	:	1595515936.827	 33016.489	0	0	0	0	./run_single.sh out/1595515936/results c061_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c061_1.json ../../../../../list-routine-learning-rs/Cargo.toml
5	:	1595515936.835	 33016.585	0	0	0	0	./run_single.sh out/1595515936/results c061_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c061_5.json ../../../../../list-routine-learning-rs/Cargo.toml
9	:	1595515936.842	 33017.974	0	0	0	0	./run_single.sh out/1595515936/results c062_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c062_4.json ../../../../../list-routine-learning-rs/Cargo.toml
8	:	1595515936.840	 33018.203	0	0	0	0	./run_single.sh out/1595515936/results c062_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c062_3.json ../../../../../list-routine-learning-rs/Cargo.toml
3	:	1595515936.831	 33018.444	0	0	0	0	./run_single.sh out/1595515936/results c061_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c061_3.json ../../../../../list-routine-learning-rs/Cargo.toml
