problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c037",0,5,1,0.000018117,1,-1.3862943611198906,-inf,-inf,""
"c037",0,5,1,0.00103308,6,-31.479204839763085,0,-31.479204839763085,".(C v0_) = .(.(.(IF FALSE) NIL) v0_);"
"c037",0,5,1,0.044384461,94,-11.57488104387042,0,-11.57488104387042,"C = TAIL;"
"c037",0,5,2,601.230494862,1135863,-1.6739764335716716,-inf,-inf,""
"c037",0,5,2,601.5760731199999,1135908,-20.9689852551937,-10.178393248712858,-31.14737850390656,"EMPTY = EMPTY; C = TAIL;"
"c037",0,5,2,601.578657594,1135911,-11.994223093243237,-10.178393248712858,-22.172616341956093,"C = TAIL;"
"c037",0,5,2,601.742071349,1136004,-11.897733726484866,-10.178393248712858,-22.076126975197724,"C = TAIL;"
"c037",0,5,3,1200.7386463330001,1344384,-1.6739764335716716,-inf,-inf,""
"c037",0,5,3,1200.892385227,1344388,-79.76316495902917,-85.51345140685507,-165.27661636588425,".(C v0_) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 3)) NIL))))))));"
"c037",0,5,3,1202.224055531,1344693,-33.32341703261335,-31.703941938305626,-65.02735897091898,".(C v0_) = .(.(CONS .(DIGIT 8)) v0_);"
"c037",0,5,3,1203.7509743800001,1345017,-19.84475946565485,-12.39605016978462,-32.24080963543947,".(C v0_) = v0_;"
"c037",0,5,3,1290.969029649,1358456,-18.64269452542628,-12.39605016978462,-31.0387446952109,"C = .(.(IF FALSE) NIL);"
"c037",0,5,3,1781.805552579,1432081,-18.642690693231515,-12.39605016978462,-31.038740863016137,"C = .(.(IF FALSE) NIL);"
"c037",0,5,4,1800.496931314,1434785,-1.6739764335716716,-inf,-inf,""
"c037",0,5,4,1801.060303766,1434820,-396.3776792607299,-0.7654905540779997,-397.1431698148079,".(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) NIL)))))))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 3)) NIL)))))))); .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 4)) NIL))))))))))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) NIL))))))))))); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) NIL)))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) NIL)))); .(C v0_) = NIL;"
