problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c024",0,4,1,0.000024947,1,-1.3862943611198906,-inf,-inf,""
"c024",0,4,1,0.234738384,391,-71.77715183361907,0,-71.77715183361907,"+ = -; C = .(.(.(.(.(.(IF FALSE) .(IF .(EMPTY .(.(.(.(IF FALSE) .(CONS NAN)) C) NIL)))) .(IF TRUE)) .(IF TRUE)) .(IF TRUE)) NIL);"
"c024",0,4,1,0.322001331,503,-20.67162428777014,0,-20.67162428777014,"EMPTY = EMPTY; C = TAIL;"
"c024",0,4,1,0.432686685,642,-11.951725668966958,0,-11.951725668966958,"C = TAIL;"
"c024",0,4,2,601.322557116,1057816,-1.6739764335716716,-inf,-inf,""
"c024",0,4,2,601.6212470969999,1057821,-21.892352919737487,-12.09926335371985,-33.99161627345734,"+ = -; C = TAIL;"
"c024",0,4,2,601.62215522,1057823,-11.994216541812005,-12.09926335371985,-24.093479895531857,"C = TAIL;"
"c024",0,4,2,601.759988745,1057973,-22.35529176261626,-0.12641115815927023,-22.481702920775533,"C = .(CONS .(DIGIT 5));"
"c024",0,4,2,619.395859335,1069825,-22.188164929868826,-0.12641115815927023,-22.314576088028097,"C = .(CONS .(DIGIT 5));"
"c024",0,4,3,1201.008702531,1411633,-1.6739764335716716,-inf,-inf,""
"c024",0,4,3,1201.223334778,1411649,-38.857203593915244,-10.92987866046338,-49.787082254378625,".(C .(.(CONS v0_) v1_)) = .(.(CONS v0_) .(.(CONS v0_) v1_));"
"c024",0,4,3,1201.351584219,1411685,-27.093471240934598,-20.444874953968938,-47.53834619490354,".(C v0_) = .(.(CONS .(DIGIT 5)) v0_);"
"c024",0,4,3,1201.4136162819998,1411703,-26.7751241730677,-20.444874953968938,-47.21999912703664,".(C v0_) = .(.(CONS .(DIGIT 5)) v0_);"
"c024",0,4,3,1204.065881087,1412437,-19.84475943143928,-11.667949463425169,-31.512708894864446,".(C v0_) = v0_;"
"c024",0,4,3,1394.955416221,1451220,-18.64265507336969,-11.667949463425169,-30.310604536794855,"C = .(.(IF FALSE) NIL);"
"c024",0,4,3,1497.9167222419999,1471801,-18.642650550303415,-11.667949463425169,-30.310600013728582,"C = .(.(IF FALSE) NIL);"
"c024",0,4,4,1800.5793792569998,1532683,-1.6739764335716716,-inf,-inf,""
"c024",0,4,4,1800.967620903,1532707,-233.86075309461927,-0.7604780651575733,-234.62123115977684,".(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) NIL))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) NIL))); .(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) v0_))))) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) v0_))))); .(C v0_) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 6)) NIL))))))))));"
