problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c029",0,1,1,0.000024095,1,-1.3862943611198906,-inf,-inf,""
"c029",0,1,1,0.007505208,20,-11.57488104387042,0,-11.57488104387042,"C = TAIL;"
"c029",0,1,2,601.395466828,1243420,-1.6739764335716716,-inf,-inf,""
"c029",0,1,2,601.823961513,1243493,-11.897733726484866,-13.425772215107404,-25.32350594159227,"C = TAIL;"
"c029",0,1,3,1200.77813978,1697650,-1.6739764335716716,-inf,-inf,""
"c029",0,1,3,1201.266331795,1697653,-34.40310915418617,-7.750700508549265,-42.15380966273543,".(C v0_) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) NIL));"
"c029",0,1,3,1201.821522599,1697968,-19.844718779596228,-12.310364535335824,-32.15508331493205,".(C v0_) = NIL;"
"c029",0,1,3,1202.703710166,1698504,-29.31325061630104,-0.33752925278555623,-29.6507798690866,".(C v0_) = .(TAIL .(TAIL v0_));"
"c029",0,1,4,1800.6323394320002,2133540,-1.6739764335716716,-inf,-inf,""
"c029",0,1,4,1800.9338587450002,2133542,-34.56030463558232,-0.6997241513783985,-35.26002878696072,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v2_))) = v2_;"
"c029",0,1,4,1806.582252327,2135442,-34.15483952754265,-0.6997241513783985,-34.854563678921046,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v2_))) = v2_;"
"c029",0,1,4,1806.592306893,2135446,-33.466465291852586,-0.6997241513783985,-34.166189443230984,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS v1_) v2_))) = v2_;"
"c029",0,1,4,1806.5949033860002,2135448,-33.43874073444762,-0.6997241513783985,-34.13846488582602,".(C .(.(CONS .(DIGIT v0_)) .(v1_ v2_))) = v2_;"
"c029",0,1,4,1807.6536335360001,2135820,-33.178238136482825,-0.6997241513783985,-33.87796228786122,".(C .(.(CONS v0_) .(.(CONS v1_) v2_))) = v2_;"
"c029",0,1,4,1808.0673927920002,2135973,-32.83183433006306,-0.6997241513783985,-33.53155848144146,".(C .(.(CONS v0_) .(v1_ v2_))) = v2_;"
"c029",0,1,4,1808.3793728580001,2136084,-32.67779374874256,-0.6997241513783985,-33.37751790012096,".(C .(.(CONS v0_) .(v1_ v2_))) = v2_;"
"c029",0,1,4,1830.576587273,2141587,-32.37776079079572,-0.6997241513783985,-33.07748494217412,".(C .(.(CONS v0_) .(.(CONS v1_) v2_))) = v2_;"
"c029",0,1,5,2400.4326989680003,2282351,-1.6739764335716716,-inf,-inf,""
"c029",0,1,5,2400.653978487,2282353,-34.56030463558232,-1.132191273565113,-35.69249590914743,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v2_))) = v2_;"
"c029",0,1,5,2405.270750915,2283666,-34.15483952754265,-1.132191273565113,-35.28703080110776,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v2_))) = v2_;"
"c029",0,1,5,2405.451692829,2283714,-33.69005506461144,-1.132191273565113,-34.822246338176555,".(C .(.(CONS .(DIGIT v0_)) .(v1_ v2_))) = v2_;"
"c029",0,1,5,2405.489199857,2283728,-33.43874073444762,-1.132191273565113,-34.57093200801273,".(C .(.(CONS .(DIGIT v0_)) .(v1_ v2_))) = v2_;"
"c029",0,1,5,2406.570268422,2283984,-32.83183433006306,-1.132191273565113,-33.96402560362817,".(C .(.(CONS v0_) .(v1_ v2_))) = v2_;"
"c029",0,1,5,2408.078447577,2284482,-32.49558230257838,-1.132191273565113,-33.62777357614349,".(C .(.(CONS v0_) .(v1_ v2_))) = v2_;"
"c029",0,1,6,3000.483152542,2418013,-1.6739764335716716,-inf,-inf,""
