problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c030",0,3,1,0.000020391,1,-1.3862943611198906,-inf,-inf,""
"c030",0,3,1,0.028838159,52,-11.57488104387042,0,-11.57488104387042,"C = TAIL;"
"c030",0,3,2,601.255863033,1073568,-1.6739764335716716,-inf,-inf,""
"c030",0,3,2,601.459444793,1073570,-35.57303134128175,-18.08574399427775,-53.6587753355595,"C = .(.(.(IF TRUE) .(.(IF .(EMPTY NIL)) NIL)) .(CONS NAN));"
"c030",0,3,2,601.460076533,1073571,-22.227401647146962,-28.756887384271884,-50.98428903141885,"C = .(CONS .(DIGIT 7));"
"c030",0,3,2,601.479236954,1073589,-11.994223099841964,-28.73998120168566,-40.734204301527626,"C = TAIL;"
"c030",0,3,2,601.495581949,1073617,-11.897733726484866,-28.73998120168566,-40.637714928170524,"C = TAIL;"
"c030",0,3,2,601.609886737,1073820,-18.642695781870643,-18.08574399427775,-36.72843977614839,"C = .(.(IF TRUE) NIL);"
"c030",0,3,2,601.705728965,1073970,-18.64265557593387,-18.08574399427775,-36.72839957021162,"C = .(.(IF TRUE) NIL);"
"c030",0,3,3,1200.826239378,1431914,-1.6739764335716716,-inf,-inf,""
"c030",0,3,3,1201.150811767,1431917,-42.64391444214763,-26.779179390939266,-69.4230938330869,".(C v0_) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) NIL)));"
"c030",0,3,3,1201.228397913,1431962,-42.563871734487286,-26.779179390939266,-69.34305112542656,".(C v0_) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) NIL)));"
"c030",0,3,3,1202.120403394,1432339,-51.306451644079516,-16.953087431316163,-68.25953907539568,".(C .(.(CONS v0_) v1_)) = .(.(CONS v0_) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) NIL)));"
"c030",0,3,3,1202.811659308,1432595,-19.84473067522289,-42.26832842448162,-62.113059099704515,".(C v0_) = NIL;"
