problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c076",0,5,1,0.000025962,1,-1.3862943611198906,-inf,-inf,""
"c076",0,5,1,0.359390319,541,-29.09102918528201,0,-29.09102918528201,"DECC = DECC; .(C v0_) = NIL;"
"c076",0,5,1,0.685820506,925,-20.819356430847378,0,-20.819356430847378,"HEAD = HEAD; C = TAIL;"
"c076",0,5,1,0.853522108,1049,-12.02539214102228,0,-12.02539214102228,"C = TAIL;"
"c076",0,5,2,601.619103046,1072049,-1.6739764335716716,-inf,-inf,""
"c076",0,5,2,601.630719712,1072063,-12.067851045631517,-39.75794114543601,-51.82579219106752,"C = TAIL;"
"c076",0,5,2,601.6460466709999,1072087,-12.067851043834132,-39.75794114543601,-51.82579218927014,"C = TAIL;"
"c076",0,5,2,601.6615134379999,1072111,-12.06784158172234,-39.75794114543601,-51.82578272715835,"C = TAIL;"
"c076",0,5,2,602.0393378,1072625,-18.71632372811792,-30.068693650148973,-48.78501737826689,"C = .(.(IF TRUE) NIL);"
"c076",0,5,2,602.1921302439999,1072796,-18.71632372801789,-30.068693650148973,-48.78501737816686,"C = .(.(IF TRUE) NIL);"
"c076",0,5,2,602.341893115,1072999,-18.71632372799249,-30.068693650148973,-48.78501737814146,"C = .(.(IF TRUE) NIL);"
"c076",0,5,2,876.28512832,1200743,-18.71631884957862,-30.068693650148973,-48.78501249972759,"C = .(.(IF TRUE) NIL);"
"c076",0,5,2,892.3726721639999,1208379,-18.71631044768101,-30.068693650148973,-48.78500409782998,"C = .(.(IF TRUE) NIL);"
"c076",0,5,2,899.742568828,1211869,-18.716297167406186,-30.068693650148973,-48.784990817555155,"C = .(.(IF TRUE) NIL);"
"c076",0,5,3,1201.968075187,1353719,-1.6739764335716716,-inf,-inf,""
"c076",0,5,3,1201.991939688,1353725,-231.9930641755263,-46.88347897452934,-278.8765431500557,".(C v0_) = .(.(CONS .(DIGIT 0)) NIL); .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(v0_ .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) v1_))))))) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(v0_ .(.(CONS .(DIGIT 5)) .(C v1_))))); .(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 8)) v0_))))))) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 3)) .(.(CONS .(.(DECC .(DIGIT 1)) 0)) .(.(CONS .(DIGIT 0)) .(C v0_)))));"
"c076",0,5,3,1202.005340626,1353731,-82.37786816852893,-49.12300145020162,-131.50086961873055,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT 1)) v1_))) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT 0)) NIL)))));"
"c076",0,5,3,1202.0864137859999,1353756,-58.582917721009046,-42.617620787388695,-101.20053850839774,".(C v0_) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 0)) NIL)))));"
"c076",0,5,3,1202.140959338,1353781,-58.17745261290088,-42.617620787388695,-100.79507340028957,".(C v0_) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 0)) NIL)))));"
"c076",0,5,3,1202.256455927,1353831,-57.92613818461997,-42.617620787388695,-100.54375897200867,".(C v0_) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 0)) NIL)))));"
"c076",0,5,3,1202.851711409,1354035,-29.538853552489496,-60.242750452403456,-89.78160400489296,".(C v0_) = .(TAIL .(TAIL NIL));"
"c076",0,5,3,1278.880184254,1370206,-20.068557660589114,-60.242750452403456,-80.31130811299258,".(C v0_) = NIL;"
"c076",0,5,3,1308.475719677,1376614,-41.53637263280827,-36.296642083319355,-77.83301471612762,".(C v0_) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 0)) NIL));"
"c076",0,5,3,1674.03851402,1452641,-41.480811567356504,-36.296642083319355,-77.77745365067585,".(C v0_) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 0)) NIL));"
"c076",0,5,4,1801.099032941,1478638,-1.6739764335716716,-inf,-inf,""
