0,0,0,(6 61 4),(),(),1
0,0,1,(0 71 54 5 5),(37),(),0
0,0,2,(5 0),(16 25),(),0
0,0,3,(2 30 22 6),(98 32 7 0 23),(),0
0,0,4,(4 24 54 48 12 0 49),(11 19 24 33 42 5 82 0 64 9),(),0
0,0,5,(4 2),(4 2),(),0
0,0,6,(25),(7 25),(),0
0,0,7,(10),(19 62 3 81 54 10),(),0
0,0,8,(79 51),(79),(),0
0,0,9,(3 20 81 0),(20 81 0),(),0
0,0,10,(18 1 2 9 52),52,(),0
0,0,11,(0 10 40 2 79 9 13 42 0),(0 10 40 2 79 9 13 42),(),0
0,0,12,(2 39 97 5 28 89 54 8 5),(2 2 39 97 5 28 89 54 8 5),(),0
0,0,13,(4 63 8),(4 4 4 4 63 8),(),0
0,0,14,(7 4),(7 7 7 7 7 7 4),(),0
0,0,15,(1 10 14),(1 1 1 1 1 1 1 1 1 1),(),0
0,0,16,(5 16 10 17 60 6 32 35 16),(16 5 10 17 60 6 32 35 16),(),0
0,0,17,(30 7 25 2 35),(30 30 25 2 35),(),0
0,0,18,(5 6 3 7),(6 3 5 7),(),0
0,0,19,(30 5 57 8 4 6 58 61 34 73),(57 57 57 8 4 6 58 61 34 73),(),0
0,0,20,(43 43),(43),(),0
0,1,0,(4 9 23),(),(),1
0,1,1,(35),(37),(37),1
0,1,2,(64 45 4 99 96 6 1 15 19),(16 25),(16 25),1
0,1,3,(0 5 20 0 2 4 31 4),(98 32 7 0 23),,0
0,1,4,(2 67 27 71 97 3 8),(11 19 24 33 42 5 82 0 64 9),,0
0,1,5,(35 2),(35 2),(35 2),1
0,1,6,(),(7),(7),1
0,1,7,(81 8 0 69),(19 62 3 81 54 81 8 0 69),,0
0,1,8,(0 84 0 75),(0),(79),0
0,1,9,(89 8 85 93 11 7),(8 85 93 11 7),(8 85 93 11 7),1
0,1,10,(3 5 4 14 0 78),78,,0
0,1,11,(62 0 9 10 19),(62 0 9 10),,0
0,1,12,(1 79 3 40 8 4 29 5 42),(1 1 79 3 40 8 4 29 5 42),(2 1 79 3 40 8 4 29 5 42),0
0,1,13,(8),(8 8 8 8),,0
0,1,14,(57 1 73),(57 57 57 57 57 57 1 73),,0
0,1,15,(10 97 59 30),(10 10 10 10 10 10 10 10 10 10),,0
0,1,16,(4 87 94 78 0 5 3 7 91 0),(87 4 94 78 0 5 3 7 91 0),(16 5 94 78 0 5 3 7 91 0),0
0,1,17,(7 8 78 5 4 6 61),(7 7 78 5 4 6 61),(30 30 78 5 4 6 61),0
0,1,18,(5 0 81 7 4 72 0 7 7),(0 81 5 7 4 72 0 7 7),,0
0,1,19,(1 4 7 28 6 3 26),(7 7 7 28 6 3 26),(57 57 7 28 6 3 26),0
0,1,20,(97),(97 97),(),0
0,2,0,(54 8 25),(),(),1
0,2,1,(1 80 44 8 83 33 91 4),(37),(37),1
0,2,2,(8 82 7 9 34 90 65 2 20),(16 25),(16 25),1
0,2,3,(14 4 7 77),(98 32 7 0 23),,0
0,2,4,(4 3 52 71 6 9 55),(11 19 24 33 42 5 82 0 64 9),,0
0,2,5,(86 6 8 78 51 37 45 18 4),(86 6 8 78 51 37 45 18 4),(86 6 8 78 51 37 45 18 4),1
0,2,6,(61 96 38 10 9),(7 61 96 38 10 9),(7 61 96 38 10 9),1
0,2,7,(9 41 5 10 9),(19 62 3 81 54 9 41 5 10 9),,0
0,2,8,(9 91 38 5 7 36 0 50 3 6),(9),(9),1
0,2,9,(0 2 2 96 8 30 7 7 53 1),(2 2 96 8 30 7 7 53 1),(2 2 96 8 30 7 7 53 1),1
0,2,10,(23 71 73 7 96 68 2 8 0),0,,0
0,2,11,(9 10 63 8 16 4 2 2 9),(9 10 63 8 16 4 2 2),,0
0,2,12,(16 32 4),(16 16 32 4),(16 16 32 4),1
0,2,13,(45 8 0 1 78 9 3),(45 45 45 45 8 0 1 78 9 3),,0
0,2,14,(58),(58 58 58 58 58 58),,0
0,2,15,(24 49 2 61 26),(24 24 24 24 24 24 24 24 24 24),,0
0,2,16,(89 42),(42 89),,0
0,2,17,(10 0 3 29),(10 10 3 29),,0
0,2,18,(2 2 6 1 76 6 99 86),(2 6 2 1 76 6 99 86),,0
0,2,19,(91 3 5 1 79 70 1),(5 5 5 1 79 70 1),,0
0,2,20,(55 55),(55),,0
0,3,0,(7 22 42 51 63 80 58),(),(),1
0,3,1,(0 46 18 9 0 27 3 1 9 10),(37),(37),1
0,3,2,(6 2 7 8),(16 25),(16 25),1
0,3,3,(88 88 7),(98 32 7 0 23),,0
0,3,4,(17 8 99 41 12 92 22 2 5),(11 19 24 33 42 5 82 0 64 9),,0
0,3,5,(97),(97),(97),1
0,3,6,(3 0 0 56 10 8 55 34 10),(7 3 0 0 56 10 8 55 34 10),(7 3 0 0 56 10 8 55 34 10),1
0,3,7,(1 8 1 25),(19 62 3 81 54 1 8 1 25),,0
0,3,8,(54 55 13 18 79 91 2),(54),(54),1
0,3,9,(3 15),(15),(15),1
0,3,10,(5 10 8 51 10 2 26 57 6),6,,0
0,3,11,(84 13 75 2 1),(84 13 75 2),,0
0,3,12,(86 5 4 0 6),(86 86 5 4 0 6),(86 86 5 4 0 6),1
0,3,13,(92 5 0 0),(92 92 92 92 5 0 0),,0
0,3,14,(5),(5 5 5 5 5 5),,0
0,3,15,(8 7 56 76 56 4 0),(8 8 8 8 8 8 8 8 8 8),,0
0,3,16,(79 5 10 4 1),(5 79 10 4 1),,0
0,3,17,(9 82 8 0 10),(9 9 8 0 10),,0
0,3,18,(40 1 7 10 47 8 8 5 66),(1 7 40 10 47 8 8 5 66),,0
0,3,19,(47 47 1 34 3 36 5 73 81 43),(1 1 1 34 3 36 5 73 81 43),,0
0,3,20,(71 71),(71),,0
0,4,0,(2 55 1 5 2 9),(),(),1
0,4,1,(1 9 80 1 9 8 92),(37),(37),1
0,4,2,(10 9 34 78 3 44 30),(16 25),(16 25),1
0,4,3,(72 3),(98 32 7 0 23),,0
0,4,4,(80 2 8),(11 19 24 33 42 5 82 0 64 9),,0
0,4,5,(2 93 11 45 3 1 53),(2 93 11 45 3 1 53),(2 93 11 45 3 1 53),1
0,4,6,(2 7 6),(7 2 7 6),(7 2 7 6),1
0,4,7,(82 2),(19 62 3 81 54 82 2),,0
0,4,8,(7 3 34 8 9 7 8 57),(7),(7),1
0,4,9,(8 98 59 4 7 0 5 54 22),(98 59 4 7 0 5 54 22),(98 59 4 7 0 5 54 22),1
0,4,10,(0),0,,0
0,4,11,(10 31 7 21 59 6 1 10 7 87),(10 31 7 21 59 6 1 10 7),,0
0,4,12,(6 6),(6 6 6),(6 6 6),1
0,4,13,(74 24 9 13),(74 74 74 74 24 9 13),,0
0,4,14,(58 10 41),(58 58 58 58 58 58 10 41),,0
0,4,15,(10 13 3 94 9),(10 10 10 10 10 10 10 10 10 10),,0
0,4,16,(1 55 7),(55 1 7),,0
0,4,17,(10 0 32 23 15 1 0),(10 10 32 23 15 1 0),,0
0,4,18,(7 4 3 10 10),(4 3 7 10 10),,0
0,4,19,(98 8 8 8 9 6),(8 8 8 8 9 6),,0
0,4,20,(96 96),(96),,0
0,5,0,(3 7 41 4),(),(),1
0,5,1,(99 4 1 4 6 7 41 20),(37),(37),1
0,5,2,(5 52 8 1),(16 25),(16 25),1
0,5,3,(93 4 5 83 4 54),(98 32 7 0 23),,0
0,5,4,(1 0 3 39 3 47 10 10 82),(11 19 24 33 42 5 82 0 64 9),,0
0,5,5,(8 51 91 7 81 74 53),(8 51 91 7 81 74 53),(8 51 91 7 81 74 53),1
0,5,6,(2 51 10 0 5 3 9 10),(7 2 51 10 0 5 3 9 10),(7 2 51 10 0 5 3 9 10),1
0,5,7,(98 5 9),(19 62 3 81 54 98 5 9),,0
0,5,8,(8 51),(8),(8),1
0,5,9,(67 96 5 8),(96 5 8),(96 5 8),1
0,5,10,(55),55,,0
0,5,11,(51 33 30 5 7 1 6),(51 33 30 5 7 1),,0
0,5,12,(8 10 28 18 1 9 56),(8 8 10 28 18 1 9 56),(8 8 10 28 18 1 9 56),1
0,5,13,(3 0 38 32),(3 3 3 3 0 38 32),,0
0,5,14,(2 41 54 0 5),(2 2 2 2 2 2 41 54 0 5),,0
0,5,15,(8),(8 8 8 8 8 8 8 8 8 8),,0
0,5,16,(9 7 18 1 8 46 52),(7 9 18 1 8 46 52),,0
0,5,17,(71 4),(71 71),,0
0,5,18,(77 54 8 2 8 53 57 7),(54 8 77 2 8 53 57 7),,0
0,5,19,(20 47 5 78 7 1),(5 5 5 78 7 1),,0
0,5,20,(7 7),(7),,0
0,6,0,(5),(),(),1
0,6,1,(0 13),(37),(37),1
0,6,2,(4 3 2),(16 25),(16 25),1
0,6,3,(92 58 0 74 7 10),(98 32 7 0 23),,0
0,6,4,(55 1 6 2),(11 19 24 33 42 5 82 0 64 9),,0
0,6,5,(1 4 73 7 6 6 4 5),(1 4 73 7 6 6 4 5),(1 4 73 7 6 6 4 5),1
0,6,6,(56 2 3 99),(7 56 2 3 99),(7 56 2 3 99),1
0,6,7,(53 56 7 77),(19 62 3 81 54 53 56 7 77),,0
0,6,8,(6 10 0 4 48 5 4 7 4 4),(6),(6),1
0,6,9,(8 0 5 8 8),(0 5 8 8),(0 5 8 8),1
0,6,10,(55 36 4),4,,0
0,6,11,(7 3 25 20 16 87 13 91 9 7),(7 3 25 20 16 87 13 91 9),,0
0,6,12,(8),(8 8),(8 8),1
0,6,13,(6 76 67),(6 6 6 6 76 67),,0
0,6,14,(4 64 81 6),(4 4 4 4 4 4 64 81 6),,0
0,6,15,(9 64 77 9 5 3 98),(9 9 9 9 9 9 9 9 9 9),,0
0,6,16,(28 0),(0 28),,0
0,6,17,(4 52 33 11 56 88 0 8 63),(4 4 33 11 56 88 0 8 63),,0
0,6,18,(67 30 3),(30 3 67),,0
0,6,19,(89 61 75 39),(75 75 75 39),,0
0,6,20,(16),(16 16),,0
0,7,0,(74 75 7 5 5 10 77 1),(),(),1
0,7,1,(73 3 87 14 7 84 9 51),(37),(37),1
0,7,2,(94 17 3 90 68 4 7 5 10 7),(16 25),(16 25),1
0,7,3,(52 54 10 78 59 40 73 24 19 35),(98 32 7 0 23),,0
0,7,4,(13 33 29),(11 19 24 33 42 5 82 0 64 9),,0
0,7,5,(4 67 10),(4 67 10),(4 67 10),1
0,7,6,(14 9 5 32 18 58 72 0 3),(7 14 9 5 32 18 58 72 0 3),(7 14 9 5 32 18 58 72 0 3),1
0,7,7,(0 35 16 7),(19 62 3 81 54 0 35 16 7),,0
0,7,8,(4 90 9 0 96 48 92 34 80),(4),(4),1
0,7,9,(9 72 10),(72 10),(72 10),1
0,7,10,(11 9 26),26,,0
0,7,11,(0 83 89 43 10 4),(0 83 89 43 10),,0
0,7,12,(4 3 50 7 9),(4 4 3 50 7 9),(4 4 3 50 7 9),1
0,7,13,(0 14 1 65 51 8),(0 0 0 0 14 1 65 51 8),,0
0,7,14,(40 68 0 63),(40 40 40 40 40 40 68 0 63),,0
0,7,15,(6),(6 6 6 6 6 6 6 6 6 6),,0
0,7,16,(62 3 35 5 16),(3 62 35 5 16),,0
0,7,17,(2 5 9 14 3 7 83 62),(2 2 9 14 3 7 83 62),,0
0,7,18,(14 4 26 3 15 9 91 10 2 97),(4 26 14 3 15 9 91 10 2 97),,0
0,7,19,(5 8 6 1 69 6 33 10 3),(6 6 6 1 69 6 33 10 3),,0
0,7,20,(9 9),(9),,0
0,8,0,(93 3 7 82),(),(),1
0,8,1,(37 3 1 8 49 88 50 6 33),(37),(37),1
0,8,2,(3 3 98 1 12),(16 25),(16 25),1
0,8,3,(46),(98 32 7 0 23),,0
0,8,4,(17 4 23 6 8 8 3 56 1),(11 19 24 33 42 5 82 0 64 9),,0
0,8,5,(51),(51),(51),1
0,8,6,(9 3 1 10 35 23 50 0 6),(7 9 3 1 10 35 23 50 0 6),(7 9 3 1 10 35 23 50 0 6),1
0,8,7,(),(19 62 3 81 54),,0
0,8,8,(79 51 0 26),(79),(79),1
0,8,9,(7 3 9 10 6),(3 9 10 6),(3 9 10 6),1
0,8,10,(5 7),7,,0
0,8,11,(59 8 2 2 16 7 1 88 21 10),(59 8 2 2 16 7 1 88 21),,0
0,8,12,(19),(19 19),(19 19),1
0,8,13,(10 0 1 66),(10 10 10 10 0 1 66),,0
0,8,14,(43 0 0),(43 43 43 43 43 43 0 0),,0
0,8,15,(7 8 30 6 13 64 74 2),(7 7 7 7 7 7 7 7 7 7),,0
0,8,16,(86 82 2 91 9 14 7 10 42),(82 86 2 91 9 14 7 10 42),,0
0,8,17,(2 2 44 43 82 9 85 94 66 9),(2 2 44 43 82 9 85 94 66 9),,0
0,8,18,(80 68 15 93 6 1 57 76 10 5),(68 15 80 93 6 1 57 76 10 5),,0
0,8,19,(42 42 10 9 1 1 83 31 27),(10 10 10 9 1 1 83 31 27),,0
0,8,20,(4 4),(4),,0
0,9,0,(53 0 0 84 2 85 7),(),(),1
0,9,1,(6),(37),(37),1
0,9,2,(0 93 74 2 30),(16 25),(16 25),1
0,9,3,(10 76 44 10),(98 32 7 0 23),,0
0,9,4,(4 4 85 0),(11 19 24 33 42 5 82 0 64 9),,0
0,9,5,(4 46 15 86 41 7 9),(4 46 15 86 41 7 9),(4 46 15 86 41 7 9),1
0,9,6,(2),(7 2),(7 2),1
0,9,7,(3 78 10 33 55),(19 62 3 81 54 3 78 10 33 55),,0
0,9,8,(10 39 49 6 18 22 17 30 9),(10),(10),1
0,9,9,(55 9 92 39 8),(9 92 39 8),(9 92 39 8),1
0,9,10,(67 97 31),31,,0
0,9,11,(6 86 24 94 5 10 2),(6 86 24 94 5 10),,0
0,9,12,(43 4 4 46 96 4 66 9),(43 43 4 4 46 96 4 66 9),(43 43 4 4 46 96 4 66 9),1
0,9,13,(18 14 80 1 14),(18 18 18 18 14 80 1 14),,0
0,9,14,(66 0 8 0),(66 66 66 66 66 66 0 8 0),,0
