0, 0, c000, "[10,88,18,73,20]", "[]", null, false, null
0, 0, c001, "[4,48,9,68]", "[37]", null, false, null
0, 0, c002, "[1,7,0,75,3,2]", "[16,25]", null, false, null
0, 0, c003, "[2,10,69,5,31,3,62]", "[98,32,7,0,23]", null, false, null
0, 0, c004, "[4,24,54,48,12,0,49]", "[11,19,24,33,42,5,82,0,64,9]", null, false, null
0, 0, c005, "[3,13,50,55,53,26,45,0,76]", "[3,13,50,55,53,26,45,0,76]", null, false, null
0, 0, c006, "[9,45,10,65,1,0]", "[7,9,45,10,65,1,0]", null, false, null
0, 0, c007, "[3,6,8]", "[19,62,3,81,54,3,6,8]", null, false, null
0, 0, c008, "[5,94,62,4,82]", "[5]", null, false, null
0, 0, c009, "[1,9,37,6,83,6,7,6,5]", "[9,37,6,83,6,7,6,5]", null, false, null
0, 0, c010, "[7]", 7, null, false, null
0, 0, c011, "[5,0,91,96,83,4,8,4]", "[5,0,91,96,83,4,8]", null, false, null
0, 0, c012, "[5,89,83]", "[5,5,89,83]", null, false, null
0, 0, c013, "[18,14,80,1,14]", "[18,18,18,18,14,80,1,14]", null, false, null
0, 0, c014, "[7,81,80,10]", "[7,7,7,7,7,7,81,80,10]", null, false, null
0, 0, c015, "[7,8,30,6,13,64,74,2]", "[7,7,7,7,7,7,7,7,7,7]", null, false, null
0, 0, c016, "[7,2,84,1,10,2,1]", "[2,7,84,1,10,2,1]", null, false, null
0, 0, c017, "[71,4]", "[71,71]", null, false, null
0, 0, c018, "[60,8,0,26,50]", "[8,0,60,26,50]", null, false, null
0, 0, c019, "[10,17,7,9,6,0]", "[7,7,7,9,6,0]", null, false, null
0, 0, c020, "[55,55]", "[55]", null, false, null
0, 1, c000, "[54,8,25]", "[]", null, false, 860
0, 1, c001, "[5,61,10,34]", "[37]", null, false, 861
0, 1, c002, "[2,4]", "[16,25]", null, false, 861
0, 1, c003, "[46]", "[98,32,7,0,23]", null, false, 861
0, 1, c004, "[22,10,10,18,65]", "[11,19,24,33,42,5,82,0,64,9]", null, false, 861
0, 1, c005, "[60,1,24,66,0,7,9,4,74,0]", "[60,1,24,66,0,7,9,4,74,0]", "[60,1,24,66,0,7,9,4,74,0]", true, 674
0, 1, c006, "[2,9,24,7,3,0,72]", "[7,2,9,24,7,3,0,72]", "[7,2,9,24,7,3,0,72]", true, 836
