Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1	:	1595515534.256	 33014.560	0	0	0	0	./run_single.sh out/1595515534/results c021_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c021_1.json ../../../../../list-routine-learning-rs/Cargo.toml
6	:	1595515534.263	 33014.680	0	0	0	0	./run_single.sh out/1595515534/results c022_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c022_1.json ../../../../../list-routine-learning-rs/Cargo.toml
2	:	1595515534.257	 33015.059	0	0	0	0	./run_single.sh out/1595515534/results c021_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c021_2.json ../../../../../list-routine-learning-rs/Cargo.toml
10	:	1595515534.270	 33015.056	0	0	0	0	./run_single.sh out/1595515534/results c022_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c022_5.json ../../../../../list-routine-learning-rs/Cargo.toml
12	:	1595515534.275	 33015.067	0	0	0	0	./run_single.sh out/1595515534/results c023_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c023_2.json ../../../../../list-routine-learning-rs/Cargo.toml
8	:	1595515534.267	 33015.289	0	0	0	0	./run_single.sh out/1595515534/results c022_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c022_3.json ../../../../../list-routine-learning-rs/Cargo.toml
11	:	1595515534.272	 33015.668	0	0	0	0	./run_single.sh out/1595515534/results c023_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c023_1.json ../../../../../list-routine-learning-rs/Cargo.toml
3	:	1595515534.259	 33015.758	0	0	0	0	./run_single.sh out/1595515534/results c021_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c021_3.json ../../../../../list-routine-learning-rs/Cargo.toml
4	:	1595515534.260	 33016.072	0	0	0	0	./run_single.sh out/1595515534/results c021_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c021_4.json ../../../../../list-routine-learning-rs/Cargo.toml
9	:	1595515534.268	 33016.969	0	0	0	0	./run_single.sh out/1595515534/results c022_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c022_4.json ../../../../../list-routine-learning-rs/Cargo.toml
5	:	1595515534.262	 33017.932	0	0	0	0	./run_single.sh out/1595515534/results c021_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c021_5.json ../../../../../list-routine-learning-rs/Cargo.toml
7	:	1595515534.265	 33018.101	0	0	0	0	./run_single.sh out/1595515534/results c022_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c022_2.json ../../../../../list-routine-learning-rs/Cargo.toml
16	:	1595548549.329	 33012.236	0	0	0	0	./run_single.sh out/1595515534/results c024_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c024_1.json ../../../../../list-routine-learning-rs/Cargo.toml
14	:	1595548548.946	 33013.090	0	0	0	0	./run_single.sh out/1595515534/results c023_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c023_4.json ../../../../../list-routine-learning-rs/Cargo.toml
21	:	1595548550.335	 33012.749	0	0	0	0	./run_single.sh out/1595515534/results c025_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c025_1.json ../../../../../list-routine-learning-rs/Cargo.toml
13	:	1595548548.820	 33014.476	0	0	0	0	./run_single.sh out/1595515534/results c023_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c023_3.json ../../../../../list-routine-learning-rs/Cargo.toml
17	:	1595548549.346	 33014.250	0	0	0	0	./run_single.sh out/1595515534/results c024_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c024_2.json ../../../../../list-routine-learning-rs/Cargo.toml
19	:	1595548549.944	 33013.684	0	0	0	0	./run_single.sh out/1595515534/results c024_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c024_4.json ../../../../../list-routine-learning-rs/Cargo.toml
18	:	1595548549.558	 33014.435	0	0	0	0	./run_single.sh out/1595515534/results c024_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c024_3.json ../../../../../list-routine-learning-rs/Cargo.toml
15	:	1595548549.320	 33014.788	0	0	0	0	./run_single.sh out/1595515534/results c023_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c023_5.json ../../../../../list-routine-learning-rs/Cargo.toml
20	:	1595548550.021	 33014.733	0	0	0	0	./run_single.sh out/1595515534/results c024_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c024_5.json ../../../../../list-routine-learning-rs/Cargo.toml
