# c003: c xs = (cons 98 (cons 32 (cons 7 (cons 0 (cons 23 nil)))))
79,78,6,5,82;98,32,7,0,23
52,54,10,78,59,40,73,24,19,35;98,32,7,0,23
2,61,85;98,32,7,0,23
18,9,8;98,32,7,0,23
26,71,39,9;98,32,7,0,23
10,76,44,10;98,32,7,0,23
;98,32,7,0,23
5,6,8,67,3;98,32,7,0,23
2,10,69,5,31,3,62;98,32,7,0,23
3,3,6,8,63,74;98,32,7,0,23
7,2;98,32,7,0,23
44;98,32,7,0,23
9,9,96,0;98,32,7,0,23
2,30,22,6;98,32,7,0,23
5,6,0,36,5,6,2,25;98,32,7,0,23
3,1,7,0,7,1,63;98,32,7,0,23
0,5,20,0,2,4,31,4;98,32,7,0,23
23,6,42,25,10,35;98,32,7,0,23
14,4,7,77;98,32,7,0,23
2,18,1,61,78,70,9,53,83,90;98,32,7,0,23
5,5,38,2;98,32,7,0,23
1,46,49,10,10,8;98,32,7,0,23
1,44,1,9,64,7,10,73,7;98,32,7,0,23
70,87;98,32,7,0,23
84,21,31,84,8;98,32,7,0,23
1,10;98,32,7,0,23
0,50,72,9,10;98,32,7,0,23
93,4,5,83,4,54;98,32,7,0,23
7,3,33,35,0,4,8,4,2;98,32,7,0,23
92,58,0,74,7,10;98,32,7,0,23
8,8,3,3,70,10,8,8;98,32,7,0,23
88,88,7;98,32,7,0,23
53,9,2,12,70,95,2,48,9;98,32,7,0,23
38,0;98,32,7,0,23
2,10,43,9,2,7,4,41,3,31;98,32,7,0,23
3,5,6,70,55,10,34;98,32,7,0,23
11,0,1,87,18,8,20,10,0,7;98,32,7,0,23
32;98,32,7,0,23
4,91,63,46,12,5;98,32,7,0,23
7,8,51,2,5;98,32,7,0,23
72,3;98,32,7,0,23
46;98,32,7,0,23
8,1,92,2,4,88,87,9,10;98,32,7,0,23
11,83,1;98,32,7,0,23
38,6,30,16,8,28,93;98,32,7,0,23
2,42,2,8,82,5,33,30;98,32,7,0,23
63,10,6,3;98,32,7,0,23
79;98,32,7,0,23
78,33,21;98,32,7,0,23
30,40,1,2,3,9,0,28,0,42;98,32,7,0,23
