# c017: c xs = (cons (head xs) (cons (head xs) (tail (tail xs))))
71,4,29,5,2,46,19,12;71,71,29,5,2,46,19,12
2,5,9,14,3,7,83,62;2,2,9,14,3,7,83,62
4,52,33,11,56,88,0,8,63;4,4,33,11,56,88,0,8,63
7,8,78,5,4,6,61;7,7,78,5,4,6,61
65,0,0,1,7;65,65,0,1,7
76,0,75,53,10,68,10,41;76,76,75,53,10,68,10,41
44,14;44,44
4,5,62;4,4,62
94,63,9,46,67,76,10;94,94,9,46,67,76,10
51,31;51,51
30,7,25,2,35;30,30,25,2,35
84,4,61,11,1,2,6,92;84,84,61,11,1,2,6,92
1,32,2,7;1,1,2,7
2,2,44,43,82,9,85,94,66,9;2,2,44,43,82,9,85,94,66,9
3,40,1,9,3,80,10;3,3,1,9,3,80,10
66,21,56,6,4,2,7,72;66,66,56,6,4,2,7,72
5,10,56,9,0,77,77,96,79;5,5,56,9,0,77,77,96,79
8,60,8,41,6,75,8,1,10;8,8,8,41,6,75,8,1,10
97,8,2,92;97,97,2,92
9,82,8,0,10;9,9,8,0,10
0,86,79,96,24;0,0,79,96,24
35,10,97,87,10;35,35,97,87,10
1,10,52,93,65,20,6,88,2,2;1,1,52,93,65,20,6,88,2,2
10,69,4;10,10,4
2,27,3,1,82;2,2,3,1,82
1,2,85;1,1,85
3,29,4,9,91,21,7,1,25,52;3,3,4,9,91,21,7,1,25,52
89,2;89,89
4,62,3;4,4,3
43,5,74,77,7,34;43,43,74,77,7,34
1,1,48,69,85,4,36,9;1,1,48,69,85,4,36,9
71,4;71,71
26,9,30,3,2,69,2,84;26,26,30,3,2,69,2,84
58,55,0,85;58,58,0,85
10,0,10;10,10,10
10,0,32,23,15,1,0;10,10,32,23,15,1,0
12,0,48,7,55,2,4,9;12,12,48,7,55,2,4,9
54,2,29,30,4,5,0;54,54,29,30,4,5,0
6,1,68,91,9,26;6,6,68,91,9,26
8,9,8,54,3,10,0,5;8,8,8,54,3,10,0,5
12,1;12,12
59,17,41,2,82;59,59,41,2,82
29,57,7,10,1,1,83,9,4;29,29,7,10,1,1,83,9,4
10,0,3,29;10,10,3,29
7,5;7,7
5,15,8,7,0,79,33,4,63;5,5,8,7,0,79,33,4,63
10,5,3,6,3;10,10,3,6,3
1,75,77,5,10;1,1,77,5,10
8,7,76,5,50,3,9,8,3;8,8,76,5,50,3,9,8,3
9,4,7,95;9,9,7,95
