n,n_seen,accuracy,input,output,prediction
0,10,0,"C (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 9) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","[]"
1,5000,0,"C (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 9) 5) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 6) (CONS (DIGIT 9) (CONS (DECC (DIGIT 3) 1) (CONS (DECC (DIGIT 2) 5) (CONS (DIGIT 4) (CONS (DIGIT 9) []))))))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DECC (DIGIT 7) 4) 6) (CONS (DECC (DIGIT 2) 5) [])"
2,7500,1,"C (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 9) 6) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 1) 9) [])))))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
3,5010,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 6) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 9) []))))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
4,3350,1,"C (CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 2) []))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
5,2240,1,"C (CONS (DIGIT 3) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
6,1500,1,"C (CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 0) []))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
7,1010,1,"C (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 6) 8) (CONS (DIGIT 4) (CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) []))))))))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
8,680,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 8) 4) [])))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
9,460,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 2) (CONS (DECC (DIGIT 3) 0) [])))))","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])","CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 2) 5) [])"
