i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DIGIT 7) (CONS (DIGIT 4) []))","CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 4) []))))))","C (CONS (DIGIT 7) (CONS (DIGIT 4) []))"
1,3000,1,"C (CONS (DECC (DIGIT 6) 7) [])","CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) [])))))","CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 6) 7) [])))))"
2,2010,1,"C (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 2) [])))))","CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 2) [])))))))))","CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 5) 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 2) [])))))))))"
3,1350,1,"C (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 6) 9) (CONS (DECC (DIGIT 2) 1) []))))","CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 6) 9) (CONS (DECC (DIGIT 2) 1) []))))))))","CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 6) 9) (CONS (DECC (DIGIT 2) 1) []))))))))"
4,910,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 0) (CONS (DIGIT 5) [])))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 0) (CONS (DIGIT 5) [])))))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 0) (CONS (DIGIT 5) [])))))))))"
5,610,1,"C (CONS (DECC (DIGIT 4) 8) [])","CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) [])))))","CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) [])))))"
6,410,1,"C (CONS (DECC (DIGIT 5) 8) [])","CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) [])))))","CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 5) 8) [])))))"
7,280,1,"C (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 9) [])))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 9) [])))))))","CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 5) 9) [])))))))"
8,190,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) [])))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) [])))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 2) (CONS (DECC (DIGIT 4) 4) [])))))))"
9,130,1,"C (CONS (DECC (DIGIT 6) 1) [])","CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) [])))))","CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 6) 1) [])))))"
