i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 2) 6) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 8) 5) (CONS (DECC (DIGIT 1) 0) []))))))))))","[]","C (CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 2) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 2) 6) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 8) 3) (CONS (DECC (DIGIT 8) 5) (CONS (DECC (DIGIT 1) 0) []))))))))))"
1,3000,1,"C (CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 2) 6) (CONS (DIGIT 1) []))))))))","[]","[]"
2,2010,1,"C (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 3) []))))","[]","[]"
3,1350,1,"C (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 1) 1) (CONS (DIGIT 2) [])))","[]","[]"
4,910,1,"C (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 3) [])))","[]","[]"
5,610,1,"C (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 2) []))))))","[]","[]"
6,410,1,"C (CONS (DECC (DIGIT 7) 4) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 1) []))))))))","[]","[]"
7,280,1,"C (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 3) (CONS (DIGIT 7) (CONS (DECC (DIGIT 8) 2) []))))","[]","[]"
8,190,1,"C (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 2) [])))))))","[]","[]"
9,130,1,"C (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 5) (CONS (DIGIT 0) []))))))","[]","[]"
10,90,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 5) (CONS (DECC (DIGIT 1) 5) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 6) 6) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 9) []))))))))","[]","[]"
11,70,1,"C (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 8) [])))))))))","[]","[]"
12,50,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 6) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 1) [])))))))","[]","[]"
13,40,1,"C (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 8) 4) (CONS (DIGIT 2) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 7) [])))))))","[]","[]"
14,30,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 3) 0) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 2) []))))))","[]","[]"
15,30,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 0) [])))","[]","[]"
16,30,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 4) [])))","[]","[]"
17,30,1,"C (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 2) 6) []))))))","[]","[]"
18,30,1,"C (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 5) [])))","[]","[]"
19,30,1,"C (CONS (DIGIT 6) [])","[]","[]"
