i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 0) []))","CONS (DECC (DIGIT 2) 2) []","C (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 0) []))"
1,3000,0,"C (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 5) []))))))","CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 8) []))))","CONS (DECC (DIGIT 8) 1) []"
2,3000,1,"C (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 9) 8) (CONS (DECC (DIGIT 5) 0) [])))","CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 9) 8) [])","CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 9) 8) [])"
3,2010,1,"C (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 9) (CONS (DIGIT 7) []))))))))))","CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 9) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 2) 0) (CONS (DECC (DIGIT 1) 6) (CONS (DECC (DIGIT 8) 7) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 9) []))))))))"
4,1350,1,"C (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DIGIT 4) []))))))))","CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) []))))))","CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 6) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 2) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) []))))))"
5,910,1,"C (CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 2) [])))))))","CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 7) [])))))","CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 4) 9) (CONS (DECC (DIGIT 7) 9) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 7) [])))))"
6,610,1,"C (CONS (DECC (DIGIT 1) 7) [])","[]","[]"
7,410,1,"C (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 2) (CONS (DIGIT 1) [])))))","CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 2) [])))","CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 2) [])))"
8,280,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 6) 5) []))))))))))","CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 1) 0) []))))))))","CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 8) 9) (CONS (DECC (DIGIT 6) 7) (CONS (DECC (DIGIT 8) 4) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 1) 0) []))))))))"
9,190,1,"C (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 8) (CONS (DIGIT 5) [])))))))","CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 8) [])))))","CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 8) [])))))"
10,130,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 8) []))))))","CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) []))))","CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 0) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) []))))"
11,90,1,"C (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 6) (CONS (DIGIT 8) [])))))","CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 6) [])))","CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 6) [])))"
12,70,1,"C (CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 4) (CONS (DECC (DIGIT 2) 2) [])))","CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 4) [])","CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 4) [])"
