n,n_seen,accuracy,input,output,prediction
0,10,0,"C (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 2) []))))))","CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 2) []))))))))","CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 2) []))))"
1,5000,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 7) []))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 7) []))))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 7) []))))))"
2,3340,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 6) 7) [])))","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 6) 7) [])))))","CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DECC (DIGIT 7) 6) (CONS (DECC (DIGIT 6) 7) [])))))"
3,2230,1,"C (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 7) []))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 7) []))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 4) 7) []))))))"
4,1490,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) [])))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) [])))))))"
5,1000,1,"C (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 0) []))))","CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 0) []))))))","CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 0) []))))))"
6,670,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 6) []))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 6) []))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 6) []))))))"
7,450,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 5) []))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 5) []))))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 2) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 6) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 5) []))))))))"
8,310,1,"C (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 1) [])))))","CONS (DECC (DIGIT 9) 8) (CONS (DECC (DIGIT 9) 8) (CONS (DECC (DIGIT 9) 8) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 1) [])))))))","CONS (DECC (DIGIT 9) 8) (CONS (DECC (DIGIT 9) 8) (CONS (DECC (DIGIT 9) 8) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 1) [])))))))"
9,210,1,"C (CONS (DECC (DIGIT 1) 1) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) [])))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 1) [])))"
10,150,1,"C (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 8) 4) [])))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 8) 4) [])))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 8) 4) [])))))))"
11,110,1,"C (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 7) (CONS (DECC (DIGIT 6) 5) []))))","CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 7) (CONS (DECC (DIGIT 6) 5) []))))))","CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 7) (CONS (DECC (DIGIT 6) 5) []))))))"
12,80,1,"C (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 6) [])))","CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 6) [])))))"
13,60,1,"C (CONS (DIGIT 3) (CONS (DIGIT 6) []))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 6) []))))","CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 6) []))))"
14,50,1,"C (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 0) [])))))","CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 0) [])))))))","CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 8) 8) (CONS (DECC (DIGIT 9) 0) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 2) 0) [])))))))"
15,40,1,"C (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 2) 1) [])))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 2) 1) [])))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 2) 1) [])))))))"
16,30,1,"C (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 9) (CONS (DIGIT 3) [])))))))","CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 9) (CONS (DIGIT 3) [])))))))))","CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 9) (CONS (DIGIT 3) [])))))))))"
17,30,1,"C (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 5) (CONS (DIGIT 8) [])))","CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 5) (CONS (DIGIT 8) [])))))","CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DECC (DIGIT 7) 7) (CONS (DIGIT 5) (CONS (DIGIT 8) [])))))"
18,30,1,"C (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 4) []))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 4) []))))))))","CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) (CONS (DECC (DIGIT 8) 0) (CONS (DIGIT 4) []))))))))"
19,30,1,"C (CONS (DECC (DIGIT 2) 5) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 7) []))))","CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 2) 5) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 7) []))))))","CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 2) 5) (CONS (DECC (DIGIT 2) 5) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 7) []))))))"
