i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 1) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 1) [])))))))","C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 1) [])))"
1,3000,1,"C (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 7) []))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 7) []))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 7) []))))))))"
2,2010,1,"C (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) (CONS (DIGIT 9) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) (CONS (DIGIT 9) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) (CONS (DIGIT 9) [])))))))"
3,1350,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 5) 5) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 5) 5) [])))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 7) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 5) 5) [])))))))))"
4,910,1,"C (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 8) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 8) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 1) (CONS (DECC (DIGIT 3) 8) [])))))))"
5,610,1,"C (CONS (DECC (DIGIT 6) 4) [])","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 6) 4) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 6) 4) [])))))"
6,410,1,"C (CONS (DECC (DIGIT 1) 0) [])","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 1) 0) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 1) 0) [])))))"
7,280,1,"C (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) [])))))))"
8,190,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 9) 7) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 9) 7) [])))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 9) 7) [])))))))))"
9,130,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 6) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 6) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 6) [])))))))"
10,90,1,"C (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) [])))))))"
