n,n_seen,accuracy,input,output,prediction
0,10,0,"C (CONS (DECC (DIGIT 7) 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DIGIT 6) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 7) 2) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 5) (CONS (DECC (DIGIT 3) 5) (CONS (DIGIT 6) [])))))))))","[]"
1,5000,1,"C (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) [])))))))"
2,3340,1,"C (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 9) 7) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 9) 7) [])))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 9) 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 9) 7) [])))))))))"
3,2230,1,"C (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) []))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) []))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) []))))))))"
4,1490,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 6) []))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 6) []))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 6) []))))))"
5,1000,1,"C (CONS (DECC (DIGIT 8) 3) [])","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 8) 3) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 8) 3) [])))))"
6,670,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 8) 2) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 8) 2) [])))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 7) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 8) 2) [])))))))))"
7,450,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 6) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 6) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 1) (CONS (DIGIT 6) [])))))))"
8,310,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) [])))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) [])))))))))"
9,210,1,"C (CONS (DIGIT 7) (CONS (DIGIT 0) []))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 7) (CONS (DIGIT 0) []))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 7) (CONS (DIGIT 0) []))))))"
10,150,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 8) []))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 8) []))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 8) []))))))"
11,110,1,"C (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 9) []))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 9) []))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 5) 3) (CONS (DECC (DIGIT 5) 9) []))))))"
12,80,1,"C (CONS (DIGIT 5) [])","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 5) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 5) [])))))"
13,60,1,"C (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 5) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 5) [])))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 5) 6) (CONS (DECC (DIGIT 2) 8) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 5) [])))))))))"
14,50,1,"C (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) [])))))))"
15,40,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 1) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 1) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 1) [])))))))"
16,30,1,"C (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 8) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 8) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 8) [])))))))"
17,30,1,"C (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 5) []))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 5) []))))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 5) []))))))))"
18,30,1,"C (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) (CONS (DIGIT 9) [])))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) (CONS (DIGIT 9) [])))))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 9) 8) (CONS (DIGIT 5) (CONS (DIGIT 9) [])))))))"
19,30,1,"C (CONS (DIGIT 4) [])","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 4) [])))))","CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 6) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 1) (CONS (DECC (DIGIT 5) 4) (CONS (DIGIT 4) [])))))"
