n,n_seen,accuracy,input,output,prediction
0,10,0,"C (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 2) [])))","CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 2) [])))","CONS (DIGIT 0) (CONS (DECC (DIGIT 3) 2) [])"
1,5000,1,"C (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 8) []))))))","CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 8) []))))))","CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 4) 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 8) []))))))"
2,3340,1,"C (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 1) []))))))","CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 1) []))))))","CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 7) 3) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 7) 1) []))))))"
3,2230,1,"C (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) [])))","CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) [])))","CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 3) [])))"
4,1490,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) []))))))))"
5,1000,1,"C (CONS (DECC (DIGIT 2) 5) [])","CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 5) [])","CONS (DIGIT 7) (CONS (DECC (DIGIT 2) 5) [])"
6,670,1,"C (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 7) 6) []))))))","CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 7) 6) []))))))","CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 7) 6) []))))))"
7,450,1,"C (CONS (DECC (DIGIT 9) 1) [])","CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 1) [])","CONS (DIGIT 7) (CONS (DECC (DIGIT 9) 1) [])"
8,310,1,"C (CONS (DECC (DIGIT 3) 3) (CONS (DIGIT 8) []))","CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 3) (CONS (DIGIT 8) []))","CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 3) (CONS (DIGIT 8) []))"
9,210,1,"C (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 6) 3) [])))","CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 6) 3) [])))","CONS (DIGIT 7) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 9) (CONS (DECC (DIGIT 6) 3) [])))"
