n,n_seen,accuracy,input,output,prediction
0,10,0,"C (CONS (DECC (DIGIT 8) 3) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","[]"
1,5000,0,"C (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 6) 1) [])))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","C (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 6) 1) [])))))"
2,7500,0,"C (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 5) [])))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","C (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 5) [])))"
3,11250,0,"C (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 0) []))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","C (CONS (DECC (DIGIT 8) 1) (CONS (DIGIT 0) []))"
4,16880,1,"C (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 8) (CONS (DECC (DIGIT 6) 5) [])))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
5,11260,1,"C (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 5) []))))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
6,7510,0,"C []","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","[]"
7,11270,1,"C (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 2) 9) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 7) 7) []))))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
8,7520,1,"C (CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 6) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 5) [])))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
9,5020,1,"C (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DECC (DIGIT 3) 2) []))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
