n,n_seen,accuracy,input,output,prediction
0,10,0,"C (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 5) [])))))","[]"
1,5000,1,"C (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 7) (CONS (DECC (DIGIT 6) 5) []))))","CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 7) (CONS (DECC (DIGIT 6) 5) []))))))","CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 4) (CONS (DECC (DIGIT 3) 7) (CONS (DECC (DIGIT 6) 5) []))))))"
2,3340,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 6) []))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 6) []))))))","CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 6) []))))))"
3,2230,1,"C (CONS (DIGIT 2) [])","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) [])))"
4,1490,1,"C (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 6) [])))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 6) [])))))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DECC (DIGIT 5) 3) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 6) [])))))))))"
5,1000,1,"C (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 5) 5) []))))","CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 5) 5) []))))))","CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 6) 8) (CONS (DECC (DIGIT 6) 6) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 5) 5) []))))))"
6,670,1,"C (CONS (DIGIT 4) [])","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) [])))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) [])))"
7,450,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) [])))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) [])))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 1) 0) [])))))))"
8,310,1,"C (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 9) []))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 9) []))))))))","CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DECC (DIGIT 6) 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 7) (CONS (DIGIT 5) (CONS (DECC (DIGIT 3) 9) []))))))))"
9,210,1,"C (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 2) 1) [])))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 2) 1) [])))))))","CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 2) 1) [])))))))"
