i_N,n_seen,accuracy,input,correct,predicted
0,0,0,"C (CONS (DIGIT 3) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 4) []))))","[]","C (CONS (DIGIT 3) (CONS (DIGIT 7) (CONS (DECC (DIGIT 4) 1) (CONS (DIGIT 4) []))))"
1,3000,1,"C (CONS (DIGIT 6) (CONS (DECC (DIGIT 6) 1) (CONS (DIGIT 4) [])))","[]","[]"
2,2010,1,"C (CONS (DECC (DIGIT 3) 7) [])","[]","[]"
3,1350,1,"C (CONS (DECC (DIGIT 4) 0) [])","[]","[]"
4,910,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 6) 9) []))))","[]","[]"
5,610,1,"C (CONS (DECC (DIGIT 2) 3) (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DECC (DIGIT 6) 0) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) (CONS (DIGIT 8) [])))))))))","[]","[]"
6,410,1,"C (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 9) (CONS (DIGIT 6) (CONS (DECC (DIGIT 3) 9) (CONS (DECC (DIGIT 8) 5) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 2) (CONS (DIGIT 3) [])))))))))","[]","[]"
7,280,1,"C (CONS (DECC (DIGIT 7) 5) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 1) 3) (CONS (DIGIT 3) (CONS (DIGIT 4) []))))))))","[]","[]"
8,190,1,"C (CONS (DIGIT 4) (CONS (DIGIT 9) (CONS (DIGIT 5) [])))","[]","[]"
9,130,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 9) 0) [])))","[]","[]"
10,90,1,"C (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 3) (CONS (DIGIT 7) (CONS (DECC (DIGIT 8) 2) []))))","[]","[]"
11,70,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 7) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 8) (CONS (DIGIT 5) (CONS (DIGIT 8) [])))))))","[]","[]"
12,50,1,"C (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 7) (CONS (DECC (DIGIT 3) 0) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 1) (CONS (DECC (DIGIT 3) 2) [])))))))","[]","[]"
13,40,1,"C (CONS (DIGIT 2) (CONS (DECC (DIGIT 5) 5) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 9) []))))))","[]","[]"
14,30,1,"C (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 4) 4) (CONS (DIGIT 7) (CONS (DECC (DIGIT 5) 4) (CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 9) 3) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 3) []))))))))))","[]","[]"
15,30,1,"C (CONS (DECC (DIGIT 8) 6) (CONS (DIGIT 1) (CONS (DECC (DIGIT 1) 5) [])))","[]","[]"
16,30,1,"C (CONS (DECC (DIGIT 2) 7) (CONS (DIGIT 7) (CONS (DIGIT 9) (CONS (DECC (DIGIT 4) 5) (CONS (DIGIT 5) (CONS (DIGIT 0) []))))))","[]","[]"
17,30,1,"C (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 8) (CONS (DECC (DIGIT 4) 3) [])))","[]","[]"
18,30,1,"C (CONS (DIGIT 6) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 0) (CONS (DIGIT 1) [])))))))","[]","[]"
19,30,1,"C (CONS (DECC (DIGIT 7) 0) [])","[]","[]"
