# c2-015: C xs = (If (< (Len xs) 7) xs (Remove 7 xs))
3;3
7,5,6,9,0,9,4;7,5,6,9,0,9
0,2,4,5;0,2,4,5
8,3,7,5,7,6;8,3,7,5,7,6
3,1,0,2,9,8,1,2,1,9;3,1,0,2,9,8,2,1,9
8,8,3,0,3;8,8,3,0,3
3,7,6,7,5,3,6,3,9,1;3,7,6,7,5,3,3,9,1
;
8,6,3,9,4,0,2;8,6,3,9,4,0
8,9,8,0,8,3,0,0,3,4;8,9,8,0,8,3,0,3,4
6,4;6,4
9,8,2;9,8,2
5,4,0,0,0;5,4,0,0,0
7,0,9,3,8,2,8,1;7,0,9,3,8,2,1
6,3;6,3
7,3,9,3,7,7,6;7,3,9,3,7,7
5,8,9,0,9,1,4,6;5,8,9,0,9,1,6
6,2,3,3;6,2,3,3
0,2,5,8,8,3,1,8;0,2,5,8,8,3,8
7,7,8,8,3;7,7,8,8,3
9,3;9,3
2,9,9;2,9,9
0,7,5,3,3,3,7,0,2;0,7,5,3,3,3,0,2
4,3,4,4,9,8,4;4,3,4,4,9,8
6;6
2,4,5,1,1,7;2,4,5,1,1,7
0,3,9,7;0,3,9,7
3,8,5;3,8,5
5,8,4,2;5,8,4,2
3,3,1,8;3,3,1,8
5,2,2,3,9,2,3,4;5,2,2,3,9,2,4
0,5,4,0,8,5;0,5,4,0,8,5
1,8,8,6,7,8,7,2,7,9;1,8,8,6,7,8,2,7,9
2,3,8,9,7,8,0,1,2;2,3,8,9,7,8,1,2
3,9;3,9
6,1,4,4,4,3,1,7,4;6,1,4,4,4,3,7,4
1,4,9,0,5,1,6,6;1,4,9,0,5,1,6
6,5,2,3;6,5,2,3
6,7,1,8,5,2,7,2,9;6,7,1,8,5,2,2,9
8,0,9,1;8,0,9,1
8,1,2,7,7,7,4,2,9,5;8,1,2,7,7,7,2,9,5
3,6,4,2,7,5,1,2,9;3,6,4,2,7,5,2,9
5,8,6;5,8,6
1,4;1,4
2,7,6,2,9,3;2,7,6,2,9,3
7,8,9,0,5,2,9;7,8,9,0,5,2
9,5,1,7,4;9,5,1,7,4
3,4,6,0,9,5;3,4,6,0,9,5
8,9,3,6,6,3,8;8,9,3,6,6,3
0,1,0,7,1,0,9,9,0;0,1,0,7,1,0,9,0
