0,0,0,(1 5 2),(2),(),0
0,0,1,(3 5 8 7 6 4 3 9),(8),(),0
0,0,2,(8 1 6 1 6 9 4),(4),(),0
0,0,3,(0 6 4 3 3 0 3 1 8),(3),(),0
0,0,4,(5 9 3 5),(5 9),(),0
0,0,5,(5 3 0 5 9 3 8 2 7),(5 3),(),0
0,0,6,(9 4 2 4 5 9),(9 4 2 4 5),(),0
0,0,7,(5 9 2),(5 9 2),(),0
0,0,8,(7 6 3 5 5 7 3 3 4 6),(3 5 5 7 3 3 4 6),(),0
0,0,9,(2 3 5 5 3 0 5),(5 5 3 0 5),(),0
0,0,10,(7 4 7 3 4 9 8 8 9),(9 8 8 9),(),0
0,0,11,(3 7 0 1 5 5 5 0),(5 5 0),(),0
0,0,12,(4 3 0 8 1 8 5 1 8 4),(4 0 8 1 8 5 1 8 4),(),0
0,0,13,(1),(1),(),0
0,0,14,(9 7 8 0 6 7 0 1),(9 7 8 0 6 7 1),(),0
0,0,15,(5 8 9 0 9 1 4 6),(5 8 9 0 9 1 6),(),0
0,0,16,(0 3 5 6),(5 3 0 6),(),0
0,0,17,(4 0 2 0 1 6 9 0 1 8),(2 0 4 0 1 6 9 0 1 8),(),0
0,0,18,(0 1 2 1 9 7 3 8 3 4),(0 1 8 2 1 9 7 3 2 3 4),(),0
0,0,19,(7 0 9 6 6 3 6 8 4),(7 0 8 9 6 6 3 6 9 4),(),0
0,0,20,(5 3 9 0 0),(5 3 9 9 0 0),(),0
0,0,21,(7 1 5 3 1 3 3 8),(7 1 9 5 3 1 3 3 8),(),0
0,0,22,(7 2 9 0 3 2 4),(7 2 9 0 3 2 4 4),(),0
0,0,23,(2 9),(2 9 4),(),0
0,0,24,(0 9 2 8 3 3 3),(0 8 2 8 3 3 3),(),0
0,0,25,(1 4 3),(1 8 3),(),0
0,0,26,(9 3 2 2 6 9 6 4),(9 3 2 2 3 9 6 4),(),0
0,0,27,(5 4 6 6 4),(5 4 6 6 3),(),0
0,0,28,(9 7 5 8 3),(7 5 8),(),0
0,0,29,(1 3 8 2 4 6),(3 8 2),(),0
0,0,30,(2 0 4 9 0 1 7 6 5 4),(4 9 0 1 7),(),0
0,0,31,(9 4 7 2),(7 2),(),0
0,0,32,(2 3),(2 3 7),(),0
0,0,33,(1 4 4 1 2 1 0),(9 1 4 4 1 2 1 0 7),(),0
0,0,34,(7 6 6 8 3),(7 6 6 8 3 7 3 8 4 3),(),0
0,0,35,(2),(9 3 4 0 2 7 2 9 1),(),0
0,0,36,(3),(3 3),(),0
0,0,37,(1 5 2 4 3 4 6 7 0),(2 6 3 5 4 5 7 8 1),(),0
0,0,38,(4 0 0 3),(4 4 0 0 0 0 3 3),(),0
0,0,39,(4 2 3 1),(5 4 6 5),(),0
0,0,40,(),(),(),1
0,0,41,(6 9 8 0 9),(3 6 5 6),(),0
0,0,42,(1 3 1),(3),(),0
0,0,43,(7 4 7),(7),(),0
0,0,44,(5 4),(9),(),0
0,0,45,(5),(5),(),0
0,0,46,(9 0 7 9 4 6 1 4 9 6),(6),(),0
0,0,47,(5 5 1 9 3 1),(5 1 9 3 1),(),0
0,0,48,(4 6 8 3 7 0 3 9 4),(0 3 9 4),(),0
0,0,49,(6 4 4 9 6 6 2 9 8),(4 4 9 6 6 9 8),(),0
0,0,50,(3 5 9),(9 5 3),(),0
0,0,51,(1 3 1 4 9 4),(3 1 4 9 4 1),(),0
0,0,52,(8 3 7 4 7 2 8 7 3),(3 8 3 7 4 7 2 8 7),(),0
0,0,53,(5 7),(5),(),0
0,0,54,(4 5),(5),(),0
