0, 0, 0, [1,2,4,7,2], [4], null, false, null
0, 0, 1, [2,3,7,4,6,5], [7], null, false, null
0, 0, 2, [3,7,3,4,1,8,2], [2], null, false, null
0, 0, 3, [0,8], [], null, false, null
0, 0, 4, [8,7], [8,7], null, false, null
0, 0, 5, [2,3,4], [2,3], null, false, null
0, 0, 6, [4,3,4,7,5,1,0,2,3], [4,3,4,7,5], null, false, null
0, 0, 7, [8,2,3,8,0,8,0,0,6,8], [8,2,3,8,0], null, false, null
0, 0, 8, [2,3], [], null, false, null
0, 0, 9, [6,5], [], null, false, null
0, 0, 10, [3,5,1,6,8,4,0,4], [4,0,4], null, false, null
0, 0, 11, [9], [], null, false, null
0, 0, 12, [1,4,7,7,5,4,5,8,0], [1,7,7,5,4,5,8,0], null, false, null
0, 0, 13, [2], [2], null, false, null
0, 0, 14, [4,8,3,6,9,6,8], [4,8,3,6,9,6], null, false, null
0, 0, 15, [9,5,1,7,4], [9,5,1,7,4], null, false, null
0, 0, 16, [0,5,0,5,7,1,9], [0,5,0,5,7,1,9], null, false, null
0, 0, 17, [1,9,6,4,3,5,7,9], [6,9,1,4,3,5,7,9], null, false, null
0, 0, 18, [9,1,0,2,1,1,8,8,8,9], [9,1,8,0,2,1,1,8,0,8,9], null, false, null
0, 0, 19, [6,5,2,2,5,1], [6,5,2,2,5,1], null, false, null
0, 0, 20, [5,1,5,6,0,3,0,9,1], [5,1,9,5,6,0,3,0,9,1], null, false, null
0, 0, 21, [1,6,1,1,8,0], [1,6,9,1,1,8,0], null, false, null
0, 0, 22, [5,7,2,4,7,9], [5,7,2,4,7,9,4], null, false, null
0, 0, 23, [6,8,4,4,6,5,0,5], [6,8,4,4,6,5,4,0,5], null, false, null
0, 0, 24, [9,4,0,5,5], [9,8,0,5,5], null, false, null
0, 0, 25, [6,6,2,8,9], [6,8,2,8,9], null, false, null
0, 0, 26, [9,6,9,3,5,8,5,8,4,4], [9,6,9,3,3,8,5,8,4,4], null, false, null
0, 0, 27, [8,9,5,2,8,2], [8,9,5,2,3,2], null, false, null
0, 0, 28, [6,0,6,4,5,1], [0,6,4], null, false, null
0, 0, 29, [6,1,1,6,6], [1,1,6], null, false, null
0, 0, 30, [6,0,0,5,3,8,8,9], [0,5,3,8,8], null, false, null
0, 0, 31, [7,4,0,0,1,2,8,7,8,6], [0,0,1,2,8], null, false, null
0, 0, 32, [4,7,3,0,0,3,8,8,7], [4,7,3,0,0,3,8,8,7,7], null, false, null
0, 0, 33, [5,4,2,9,7,6,2,9], [9,5,4,2,9,7,6,2,9,7], null, false, null
0, 0, 34, [3,9,6], [3,9,6,7,3,8,4,3], null, false, null
0, 0, 35, [6,7], [9,3,4,0,6,7,7,2,9,1], null, false, null
0, 0, 36, [0,5,9], [0,5,9,0,5,9], null, false, null
0, 0, 37, [5,8,6,3,0,3,8,2], [6,9,7,4,1,4,9,3], null, false, null
0, 0, 38, [8,6,1,6], [8,8,6,6,1,1,6,6], null, false, null
0, 0, 39, [1,7], [2,9], null, false, null
0, 0, 40, [8,3,1,2,2,4,4,3,5], [8], null, false, null
0, 0, 41, [5,7,1,0,4,1,7,5], [4,4], null, false, null
0, 0, 42, [4], [1], null, false, null
0, 0, 43, [8,1,7,1,5,3,8,0,9], [9], null, false, null
0, 0, 44, [2,2,3,0,1,0,1], [9], null, false, null
0, 0, 45, [5], [5], null, false, null
0, 0, 46, [9,7,4,4,8,7,6,3,1,0], [0], null, false, null
0, 0, 47, [5,2,8,8,0,1], [2,8,8,0,1], null, false, null
0, 0, 48, [2,7,9,5,1,7], [5,1,7], null, false, null
0, 0, 49, [2,8,1,3,3,9], [8,3,3,9], null, false, null
0, 0, 50, [8,8,0,9,8,5,2,6], [6,8,0,9,8,5,2,8], null, false, null
0, 0, 51, [1,3,4], [3,4,1], null, false, null
0, 0, 52, [4,8,4,5], [5,4,8,4], null, false, null
0, 0, 53, [1,5,0,1,4,0,6,0], [5,0,1,4,0,6,1], null, false, null
0, 0, 54, [9,7,1,1,2,4,2], [2,7,1,1,2,4], null, false, null
0, 0, 55, [2,5,5,0,2,9,3,5], [0,2,9,3], null, false, null
0, 1, 0, [3,9,9,2,1], [9], null, false, 0.0004909038543701172, 895
0, 1, 1, [0,7], [], null, false, 0.0007419586181640625, 895
0, 1, 2, [4,1,9,1,2,2,6,7,7], [6], null, false, 0.0007221698760986328, 895
0, 1, 3, [2,5,3,2,8], [], [3,2,8], false, 0.0006577968597412109, 783
0, 1, 4, [8,3,8,8,7,9,1,2], [8,3], [8,3,8,8,7,9,1,2], false, 0.0004329681396484375, 704
0, 1, 5, [0,1,1,8,1,3,0,7,9], [0,1], null, false, 0.0006461143493652344, 895
0, 1, 6, [1,9,2,7,7,8,1,3], [1,9,2,7,7], null, false, 0.0007548332214355469, 895
0, 1, 7, [6,8,8,6,3,0,3,2,8,9], [6,8,8,6,3], null, false, 0.0007159709930419922, 895
0, 1, 8, [8,0,2,2,1,5,1,9], [2,2,1,5,1,9], [2,2,1,5,1,9], true, 0.0006380081176757812, 783
0, 1, 9, [3], [], null, false, 0.0006630420684814453, 783
0, 1, 10, [2,8,0,1,3], [], null, false, 0.0007808208465576172, 895
0, 1, 11, [2,0,9,8,8,1,4,5,7,6], [1,4,5,7,6], [0,9,8,8,1,4,5,7,6], false, 0.0005891323089599609, 703
0, 1, 12, [1,6,1,2,3,3,4], [1,1,2,3,3,4], null, false, 0.0008540153503417969, 895
0, 1, 13, [2,0,1,5,4], [2,1,5,4], [2,0,1,5,4], false, 0.0005719661712646484, 704
0, 1, 14, [4,2,6,3,8,5,5,7,8], [4,2,6,3,8,5,7,8], null, false, 0.0007219314575195312, 895
0, 1, 15, [0,1,0,7,1,0,9,9,0], [0,1,0,7,1,0,9,0], [0,1,0,7,1,0,9,9,0], false, 0.0004889965057373047, 704
0, 1, 16, [5,4,0,9,3], [0,4,5,9,3], [5,4,0,9,3], false, 0.0006039142608642578, 704
0, 1, 17, [9,0], [9,0], null, false, 0.0007159709930419922, 895
0, 1, 18, [6,8,6,4,7,8,8,6,6,8], [6,8,6,6,4,7,8,8,6,6,8], null, false, 0.0009388923645019531, 895
0, 1, 19, [0,4,7,4,5,1,8,6,7], [0,4,6,7,4,5,1,8,7,7], [0,4,7,4,5,1,8,6,7], false, 0.0005671977996826172, 704
0, 1, 20, [0,8], [0,8,9], null, false, 0.0005559921264648438, 895
0, 1, 21, [2,9,0,6], [2,9,9,0,6], null, false, 0.0007090568542480469, 895
0, 1, 22, [7,6,6,2,7,6,1], [7,6,6,2,7,6,4,1], null, false, 0.0006701946258544922, 895
0, 1, 23, [2,9,3,0,2,0,6,3], [2,9,3,0,2,0,4,6,3], null, false, 0.0007069110870361328, 895
0, 1, 24, [7,8], [7,8], null, false, 0.000698089599609375, 895
0, 1, 25, [9,6,5,0,0], [9,8,5,0,0], null, false, 0.0007278919219970703, 895
0, 1, 26, [0,0,0,7,8,8,3,6,3], [0,0,0,7,3,8,3,6,3], null, false, 0.0004799365997314453, 895
0, 1, 27, [7,0,3,3], [7,0,3,3], null, false, 0.0007069110870361328, 895
0, 1, 28, [2,2,4,3,4,9,2,8,2,7], [2,4,3], null, false, 0.0008640289306640625, 895
0, 1, 29, [7,3,2,0,4,7,6], [3,2,0], null, false, 0.0006918907165527344, 895
0, 1, 30, [7,6,9,6,3,9,6], [9,6,3,9,6], null, false, 0.0004780292510986328, 895
0, 1, 31, [7,1], [], null, false, 0.0007460117340087891, 895
0, 1, 32, [3,5], [3,5,7], null, false, 0.0004849433898925781, 895
0, 1, 33, [2,1,4,1,2,9,3,4], [9,2,1,4,1,2,9,3,4,7], null, false, 0.0007190704345703125, 895
0, 1, 34, [9,9,2,5,1], [9,9,2,5,1,7,3,8,4,3], null, false, 0.0006771087646484375, 895
0, 1, 35, [4,9], [9,3,4,0,4,9,7,2,9,1], null, false, 0.0007138252258300781, 895
0, 1, 36, [7,2,7,4,6], [7,2,7,4,6,7,2,7,4,6], null, false, 0.0006749629974365234, 895
0, 1, 37, [5,3,3,8,2,0,5], [6,4,4,9,3,1,6], null, false, 0.0007150173187255859, 895
0, 1, 38, [1,3,3], [1,1,3,3,3,3], null, false, 0.0006718635559082031, 895
