# c018: c xs = (cons (head (tail xs)) (cons (head (tail (tail xs))) (cons (head xs) (tail (tail (tail xs))))))
4,92,1,61,3,1,17,5,7;92,1,4,61,3,1,17,5,7
9,64,2,3,64;64,2,9,3,64
7,4,3,10,10;4,3,7,10,10
42,71,27,42,3,25,45,9,93,76;71,27,42,42,3,25,45,9,93,76
67,9,35,73;9,35,67,73
5,19,9,4,8;19,9,5,4,8
18,1,91,3,27,95,7,76,1;1,91,18,3,27,95,7,76,1
5,6,3,7;6,3,5,7
8,58,13,10,6,75;58,13,8,10,6,75
57,77,61,91,80,1,10,25;77,61,57,91,80,1,10,25
68,34,0,0;34,0,68,0
61,65,4,8;65,4,61,8
6,0,10,36,9;0,10,6,36,9
4,8,8,9,6;8,8,4,9,6
10,47,1,6;47,1,10,6
77,54,8,2,8,53,57,7;54,8,77,2,8,53,57,7
25,75,5,12;75,5,25,12
0,0,4,60,2,56,0,8,12;0,4,0,60,2,56,0,8,12
6,10,7,3,2,2,2,0;10,7,6,3,2,2,2,0
9,3,28,20,11;3,28,9,20,11
67,30,3;30,3,67
7,0,9,28,5;0,9,7,28,5
3,5,8,45,10,55;5,8,3,45,10,55
6,11,76,0,67,58;11,76,6,0,67,58
1,20,86,82,2,35,10,3;20,86,1,82,2,35,10,3
4,64,73,5,27,32;64,73,4,5,27,32
71,8,1;8,1,71
4,4,42,72,57,52,12,68,7;4,42,4,72,57,52,12,68,7
40,1,7,10,47,8,8,5,66;1,7,40,10,47,8,8,5,66
60,8,0,26,50;8,0,60,26,50
14,4,26,3,15,9,91,10,2,97;4,26,14,3,15,9,91,10,2,97
23,4,10,3,63;4,10,23,3,63
5,59,20,5;59,20,5,5
17,43,7,3;43,7,17,3
54,2,72,69,28,10,40,50;2,72,54,69,28,10,40,50
2,2,6,1,76,6,99,86;2,6,2,1,76,6,99,86
1,45,59,1,5;45,59,1,1,5
48,34,39,8,8,0,4,1,2;34,39,48,8,8,0,4,1,2
80,68,15,93,6,1,57,76,10,5;68,15,80,93,6,1,57,76,10,5
10,40,3,1,2,2,8;40,3,10,1,2,2,8
8,79,14;79,14,8
5,9,2,70,36,3,4;9,2,5,70,36,3,4
6,2,9,5,80,9,1;2,9,6,5,80,9,1
3,0,46,5,10,59,44,8,77,74;0,46,3,5,10,59,44,8,77,74
33,33,4,2,2,86,2,71,85,1;33,4,33,2,2,86,2,71,85,1
6,1,2,10,94,6,9,0,91,1;1,2,6,10,94,6,9,0,91,1
5,0,81,7,4,72,0,7,7;0,81,5,7,4,72,0,7,7
4,33,36;33,36,4
3,7,40,5;7,40,3,5
10,4,34,88,5,77,1,4,3;4,34,10,88,5,77,1,4,3
