# c013: c xs = (cons (head xs) (cons (head xs) (cons (head xs) xs)))
10,7,61,2,10,8,8;10,10,10,10,7,61,2,10,8,8
4,63,8;4,4,4,4,63,8
3,65,46,9,2;3,3,3,3,65,46,9,2
10,21,10,6,9,15;10,10,10,10,21,10,6,9,15
11;11,11,11,11
88,90,5,1,20;88,88,88,88,90,5,1,20
0,9,5,93,80,4;0,0,0,0,9,5,93,80,4
98,1,7,2,1;98,98,98,98,1,7,2,1
51;51,51,51,51
57,31,7,78,5,9;57,57,57,57,31,7,78,5,9
3,0,38,32;3,3,3,3,0,38,32
3,98,8,97;3,3,3,3,98,8,97
40,2,90,21,2;40,40,40,40,2,90,21,2
8,5,5;8,8,8,8,5,5
90,7,48,1;90,90,90,90,7,48,1
4,0,0,11,21;4,4,4,4,0,0,11,21
8,63,3,87,5,39;8,8,8,8,63,3,87,5,39
78,36;78,78,78,78,36
8;8,8,8,8
6,76,67;6,6,6,6,76,67
0,10,8,60,83,30,6;0,0,0,0,10,8,60,83,30,6
18,14,80,1,14;18,18,18,18,14,80,1,14
62,7,10,4,4,2;62,62,62,62,7,10,4,4,2
2,71,64,7,10;2,2,2,2,71,64,7,10
10,6;10,10,10,10,6
77,5,8;77,77,77,77,5,8
75,4,37,65;75,75,75,75,4,37,65
1,53,6,10,7,3,6;1,1,1,1,53,6,10,7,3,6
45,8,0,1,78,9,3;45,45,45,45,8,0,1,78,9,3
4,1,11,4;4,4,4,4,1,11,4
48,89,6;48,48,48,48,89,6
7,90,5,6,60,6;7,7,7,7,90,5,6,60,6
39,10,2,0,10,3;39,39,39,39,10,2,0,10,3
92,5,0,0;92,92,92,92,5,0,0
25,1,7,7;25,25,25,25,1,7,7
80,5,10;80,80,80,80,5,10
94,4,2,4,5,6;94,94,94,94,4,2,4,5,6
6,63,86,8,9,4,7;6,6,6,6,63,86,8,9,4,7
4;4,4,4,4
0,14,1,65,51,8;0,0,0,0,14,1,65,51,8
10,0,1,66;10,10,10,10,0,1,66
82,59,6,10,3,8;82,82,82,82,59,6,10,3,8
0,4,4,47;0,0,0,0,4,4,47
13;13,13,13,13
68,66,99,55;68,68,68,68,66,99,55
50;50,50,50,50
74,24,9,13;74,74,74,74,24,9,13
3,6;3,3,3,3,6
2;2,2,2,2
0,1,4,77,84;0,0,0,0,1,4,77,84
