# c009: c xs = (tail xs)
67,96,5,8;96,5,8
3,20,81,0;20,81,0
82;
9,56,8;56,8
7,3,9,10,6;3,9,10,6
9,26,71,93,6;26,71,93,6
10;
6,66,37,9,2;66,37,9,2
10,3;3
55;
8,0,5,8,8;0,5,8,8
5,7,1,8,18,0,3;7,1,8,18,0,3
3,15;15
83,2;2
59,27,9,93,0,6,2,97;27,9,93,0,6,2,97
11,1,9;1,9
8,19,55,0,13,9;19,55,0,13,9
7,9,8,2;9,8,2
31,13,8,34;13,8,34
81;
31,26,4,3,5,10;26,4,3,5,10
55,9,92,39,8;9,92,39,8
10,8,66,58;8,66,58
33,2,78,46;2,78,46
92,47,6,97,95,8,4,56,6;47,6,97,95,8,4,56,6
6,3,93,96,5;3,93,96,5
0,2,2,96,8,30,7,7,53,1;2,2,96,8,30,7,7,53,1
35,95,2,83,68,68,1,3;95,2,83,68,68,1,3
4,71,3,47,89,0,68;71,3,47,89,0,68
5,5,59,7,47,83,1,1;5,59,7,47,83,1,1
29,6,5;6,5
8,98,59,4,7,0,5,54,22;98,59,4,7,0,5,54,22
8,5,91,8,47,8,8,7,10,9;5,91,8,47,8,8,7,10,9
1,9,37,6,83,6,7,6,5;9,37,6,83,6,7,6,5
9,72,10;72,10
1,1,1,27,1,5,20,98;1,1,27,1,5,20,98
1,10,14,73,0,58;10,14,73,0,58
0,10;10
2,7,4,2,7,3,5,8,5;7,4,2,7,3,5,8,5
50,6,77,4,14;6,77,4,14
87,8,23,6,0,74,2,8,83,4;8,23,6,0,74,2,8,83,4
6,55,57,71,8,10,4,49;55,57,71,8,10,4,49
82,13,75,0,7;13,75,0,7
82,5,33,7,10,10;5,33,7,10,10
4,49,97,58;49,97,58
9,15,11,71,12,10,29,20;15,11,71,12,10,29,20
89,8,85,93,11,7;8,85,93,11,7
73,15,8,14;15,8,14
14,4,21,59,1;4,21,59,1
71,4,10,58,6,79,9;4,10,58,6,79,9
