problem,run,order,trial,time,count,lrest,lmeta,lposterior,trs
"c095",0,4,1,0.000024947,1,-inf,-0.6931471805599453,-inf,""
"c095",0,4,1,0.051947647,95,-5.687351933260105,-6.340359303727753,-16.60282045238145,"C = TAIL;"
"c095",0,4,2,600.796173984,782283,-inf,-1.3862943611198906,-inf,""
"c095",0,4,2,600.79880655,782285,-51.17285602130173,-12.860770015714921,-50.85179126174637,"C = .(CONS .(DIGIT 6));"
"c095",0,4,2,600.8000705420001,782286,-19.634275870602345,-7.977968093128549,-14.430409188460612,"C = TAIL;"
"c095",0,4,3,1201.2846148849999,961932,-inf,-1.3862943611198906,-inf,""
"c095",0,4,3,1201.306005494,961935,-122.19989315100109,-10.01485002038959,-101.93260132398522,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) NIL))));"
"c095",0,4,3,1201.90350343,962002,-122.19989315100109,-9.939626599152001,-101.85737790274764,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) NIL))));"
"c095",0,4,3,1202.3715512439999,962069,-93.18083393141653,-24.580368128342936,-87.47906021235401,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 9)) 7)) NIL);"
"c095",0,4,3,1202.375898578,962071,-40.66277570110954,-25.678980417011047,-36.05961427071513,".(C v0_) = .(TAIL v0_);"
"c095",0,4,3,1212.740190278,963521,-34.29439794782183,-15.838153150600714,-19.850409251017084,"C = TAIL;"
"c095",0,4,4,1801.144344899,1033269,-inf,-1.3862943611198906,-inf,""
"c095",0,4,4,1801.333221182,1033284,-587.8476750345276,-10.175192670464769,-456.60648521308667,".(C .(.(CONS .(DIGIT 8)) .(.(CONS .(.(DECC .(DIGIT 9)) 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) .(.(CONS .(.(DECC .(DIGIT 9)) 7)) NIL))))))) = .(.(CONS .(.(DECC .(DIGIT 9)) 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) NIL)))); .(C .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 8)) 5)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(DIGIT 9)) NIL))))))))))) = .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 8)) 5)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) NIL)))))))); .(C .(.(CONS .(DIGIT 6)) .(.(CONS .(.(DECC .(DIGIT 2)) 1)) .(.(CONS .(DIGIT 6)) .(.(CONS .(.(DECC .(DIGIT 5)) 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(.(DECC .(DIGIT 5)) 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(.(DECC .(DIGIT 1)) 2)) .(.(CONS .(.(DECC .(DIGIT 1)) 2)) NIL)))))))))) = .(.(CONS .(.(DECC .(DIGIT 2)) 1)) .(.(CONS .(DIGIT 6)) .(.(CONS .(.(DECC .(DIGIT 5)) 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(.(DECC .(DIGIT 5)) 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(.(DECC .(DIGIT 1)) 2)) NIL))))))); C = TAIL;"
"c095",0,4,4,1801.401574154,1033291,-407.54756849258393,-22.16049394882579,-288.29167994950404,".(C .(.(CONS .(DIGIT 8)) .(.(CONS .(.(DECC .(DIGIT 9)) 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) .(.(CONS .(.(DECC .(DIGIT 9)) 7)) NIL))))))) = .(.(CONS .(.(DECC .(DIGIT 9)) 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) NIL)))); .(C .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 8)) 5)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(DIGIT 9)) NIL))))))))))) = .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 8)) 5)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) NIL)))))))); C = TAIL; TRUE = .(EMPTY NIL);"
"c095",0,4,4,1802.138366273,1033359,-325.80733104468567,-20.429149283551446,-204.82009783633146,".(C .(.(CONS .(DIGIT 8)) .(.(CONS .(.(DECC .(DIGIT 9)) 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) .(.(CONS .(.(DECC .(DIGIT 9)) 7)) NIL))))))) = .(.(CONS .(.(DECC .(DIGIT 9)) 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) NIL)))); .(C v0_) = .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 8)) 5)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) NIL))))))));"
"c095",0,4,4,1803.5854236769999,1033490,-325.80733104468567,-10.606387024538751,-194.99733557731875,".(C .(.(CONS .(DIGIT 8)) .(.(CONS .(.(DECC .(DIGIT 9)) 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) .(.(CONS .(.(DECC .(DIGIT 9)) 7)) NIL))))))) = .(.(CONS .(.(DECC .(DIGIT 9)) 7)) .(.(CONS .(.(DECC .(DIGIT 6)) 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(.(DECC .(DIGIT 5)) 4)) NIL)))); .(C v0_) = .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(.(DECC .(DIGIT 1)) 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 8)) 5)) .(.(CONS .(.(DECC .(DIGIT 5)) 1)) NIL))))))));"
