problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c075",0,1,1,0.000017872,1,-1.3862943611198906,-inf,-inf,""
"c075",0,1,1,0.022703651,29,-11.57488104387042,0,-11.57488104387042,"C = TAIL;"
"c075",0,1,2,600.951292544,1214673,-1.6739764335716716,-inf,-inf,""
"c075",0,1,2,601.271447146,1214677,-11.992348971463242,-21.58149949807421,-33.57384846953745,"C = TAIL;"
"c075",0,1,2,601.319726929,1214787,-11.897733726484866,-21.58149949807421,-33.479233224559074,"C = TAIL;"
"c075",0,1,2,601.331920139,1214795,-18.64269243132896,-12.094233898452629,-30.73692632978159,"C = .(.(IF TRUE) NIL);"
"c075",0,1,2,601.929371953,1215865,-18.531831814004683,-12.094233898452629,-30.62606571245731,"C = .(.(IF TRUE) NIL);"
"c075",0,1,3,1201.0045778749998,1665926,-1.6739764335716716,-inf,-inf,""
"c075",0,1,3,1201.2197096189998,1665930,-34.83389198275188,-14.82809661504828,-49.66198859780016,".(C v0_) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 2)) NIL));"
"c075",0,1,3,1201.3649092669998,1666000,-34.61074848145295,-14.82809661504828,-49.43884509650123,".(C v0_) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 2)) NIL));"
"c075",0,1,3,1202.776382955,1666839,-29.31325180819549,-18.302228818472507,-47.615480626667996,".(C v0_) = .(TAIL .(TAIL NIL));"
"c075",0,1,3,1202.8983898989998,1666961,-11.994199846311936,-32.335583088112166,-44.3297829344241,"C = TAIL;"
"c075",0,1,3,1204.670738179,1668012,-26.23624620040403,-16.2036060602454,-42.43985226064943,".(C v0_) = .(.(CONS .(DIGIT 7)) NIL);"
"c075",0,1,3,1209.874326251,1671115,-19.827262338296368,-18.302228818472507,-38.12949115676888,".(C v0_) = NIL;"
"c075",0,1,3,1246.322002873,1691947,-19.826211675930395,-18.302228818472507,-38.1284404944029,".(C v0_) = NIL;"
"c075",0,1,3,1256.760569199,1697800,-19.82563756152384,-18.302228818472507,-38.12786637999635,".(C v0_) = NIL;"
"c075",0,1,3,1336.0787490859998,1740718,-31.742180858262003,-6.329571707158393,-38.0717525654204,".(C .(.(CONS v0_) v1_)) = .(.(CONS v0_) NIL);"
"c075",0,1,4,1800.6574631629996,1980172,-1.6739764335716716,-inf,-inf,""
"c075",0,1,4,1801.0778398759999,1980175,-87.28317185153061,-33.63395443312624,-120.91712628465686,".(C .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) NIL))))) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 2)) NIL)); .(C v0_) = .(.(CONS .(DIGIT 7)) NIL);"
"c075",0,1,4,1801.0871467189997,1980180,-34.93904713805057,-49.494415778223214,-84.43346291627378,".(C v0_) = .(.(CONS .(DIGIT 7)) NIL);"
"c075",0,1,4,1802.0400933519998,1980453,-35.20545542664999,-43.07452387747803,-78.27997930412802,".(C v0_) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 2)) NIL));"
"c075",0,1,4,1843.1151791389998,1989350,-19.84321162209602,-48.58164349993714,-68.42485512203316,".(C v0_) = NIL;"
"c075",0,1,4,2385.549431611,2118158,-19.84279816794463,-48.58164349993714,-68.42444166788177,".(C v0_) = NIL;"
"c075",0,1,5,2400.6325791249997,2121476,-1.6739764335716716,-inf,-inf,""
"c075",0,1,5,2401.2432626799996,2121560,-281.16048103856184,-55.47956749159437,-336.6400485301562,".(op26 .(.(CONS .(DIGIT 2)) NIL)) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 2)) NIL)); .(op26 NIL) = .(.(CONS .(DIGIT 7)) NIL); .(op26 .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) NIL))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) NIL))))); .(op26 .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) NIL))) = .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) NIL))); .(op27 .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) NIL))))) = .(.(CONS .(DIGIT 2)) NIL); .(op27 v0_) = NIL; .(C v0_) = .(op26 .(op27 v0_));"
"c075",0,1,5,2401.7047632879994,2121644,-248.13465616564486,-41.66419486859003,-289.7988510342349,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v2_)) v4_)); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) NIL))) = .(.(CONS .(DIGIT 7)) NIL); .(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) NIL))))))))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) NIL)))));"
"c075",0,1,5,2401.709061535,2121645,-266.81668588504397,-1.1327947038724524,-267.9494805889164,".(C NIL) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) NIL))); .(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) v0_))))))))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) .(C v0_))); .(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v2_)) v4_)); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) NIL))) = .(.(CONS .(DIGIT 7)) NIL);"
"c075",0,1,5,2401.7135185219995,2121646,-266.34668225579827,-1.1327947038724524,-267.4794769596707,".(C .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) NIL))))) = .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) NIL)))); .(C .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) v0_))))))) = .(.(CONS .(DIGIT 0)) .(C v0_)); .(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v2_)) v4_)); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) NIL))) = .(.(CONS .(DIGIT 7)) NIL);"
"c075",0,1,5,2401.9302868959994,2121687,-151.70148782071473,-29.763287905169165,-181.4647757258839,".(C .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 9)) NIL))))) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 2)) NIL)); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) NIL))) = .(.(CONS .(DIGIT 7)) NIL); .(C v0_) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) NIL)))));"
"c075",0,1,5,2402.3150076689994,2121769,-109.5955004435812,-41.66419486859003,-151.25969531217123,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v2_)) v4_)); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) NIL))) = .(.(CONS .(DIGIT 7)) NIL);"
"c075",0,1,5,2402.5749383149996,2121834,-51.662473837202675,-47.66109228943733,-99.32356612664,".(C .(.(CONS .(DIGIT v0_)) v1_)) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT 2)) NIL));"
"c075",0,1,5,2442.5234077869995,2130220,-19.843423727916637,-66.98346904118836,-86.826892769105,".(C v0_) = NIL;"
"c075",0,1,6,3000.5565769339996,2244565,-1.6739764335716716,-inf,-inf,""
