problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c061",0,1,1,0.000040956,1,-1.3862943611198906,-inf,-inf,""
"c061",0,1,1,0.272302633,251,-30.947241377587808,0,-30.947241377587808,"NAN = NAN; C = .(CONS .(DIGIT 8));"
"c061",0,1,1,0.27294452,252,-11.965691766874995,0,-11.965691766874995,"C = TAIL;"
"c061",0,1,1,0.273553784,253,-11.951725668966958,0,-11.951725668966958,"C = TAIL;"
"c061",0,1,2,601.611054142,917079,-1.6739764335716716,-inf,-inf,""
"c061",0,1,2,602.46661017,917091,-31.329477321317235,-14.601595734183489,-45.931073055500725,"IF = IF; C = .(CONS .(DIGIT 8));"
"c061",0,1,2,602.4838821019999,917129,-11.994223100825138,-14.601579453056589,-26.595802553881725,"C = TAIL;"
"c061",0,1,2,602.5128219339999,917187,-11.99422310069414,-14.601579453056589,-26.59580255375073,"C = TAIL;"
"c061",0,1,2,602.545711228,917248,-18.642695781886026,-6.102634404362055,-24.745330186248083,"C = .(.(IF TRUE) NIL);"
"c061",0,1,2,703.438489825,992421,-18.497449871413757,-6.102634404362055,-24.600084275775814,"C = .(.(IF TRUE) NIL);"
"c061",0,1,3,1201.756173737,1340358,-1.6739764335716716,-inf,-inf,""
"c061",0,1,3,1202.158994856,1340371,-27.46798694356839,-10.86023305685168,-38.328220000420075,".(C v0_) = .(.(CONS .(DIGIT 4)) NIL);"
"c061",0,1,3,1202.368975823,1340496,-27.285760181140127,-10.86023305685168,-38.1459932379918,".(C v0_) = .(.(CONS .(DIGIT 4)) NIL);"
"c061",0,1,3,1205.981210966,1342121,-19.843001021159033,-12.310629324381937,-32.15363034554097,".(C v0_) = NIL;"
"c061",0,1,3,1210.378361248,1343806,-19.842781420435607,-12.310629324381937,-32.15341074481754,".(C v0_) = NIL;"
"c061",0,1,3,1218.16096881,1347237,-18.497449871413757,-12.310629324381937,-30.808079195795692,"C = .(.(IF TRUE) NIL);"
"c061",0,1,4,1801.381416153,1588024,-1.6739764335716716,-inf,-inf,""
"c061",0,1,4,1801.862735117,1588045,-11.897733726484866,-29.635642309426792,-41.53337603591166,"C = TAIL;"
"c061",0,1,4,1806.096980605,1589669,-11.867534205872914,-29.635642309426792,-41.50317651529971,"C = TAIL;"
"c061",0,1,4,1806.611139905,1589879,-18.497449871413757,-18.623984760059646,-37.121434631473406,"C = .(.(IF TRUE) NIL);"
"c061",0,1,5,2401.216964441,1791464,-1.6739764335716716,-inf,-inf,""
"c061",0,1,5,2401.594388096,1791469,-23.246832215301204,-42.781040740414674,-66.02787295571588,"C = .(.(.(IF TRUE) TAIL) TAIL);"
"c061",0,1,5,2401.595834298,1791470,-39.46871432334182,-25.04270071139518,-64.511415034737,"C = .(.(.(.(IF FALSE) .(.(.(.(IF FALSE) IF) IF) TRUE)) .(IF TRUE)) NIL);"
"c061",0,1,5,2401.609998642,1791474,-28.013187741800245,-25.04270071139518,-53.05588845319542,"C = .(.(.(.(.(IF TRUE) IF) IF) TRUE) NIL);"
"c061",0,1,5,2403.33011254,1792030,-18.642695758618977,-25.04270071139518,-43.685396470014155,"C = .(.(IF TRUE) NIL);"
"c061",0,1,5,2408.372496897,1793478,-18.497449871413757,-25.04270071139518,-43.540150582808934,"C = .(.(IF TRUE) NIL);"
"c061",0,1,6,3000.94630361,1950341,-1.6739764335716716,-inf,-inf,""
"c061",0,1,6,3001.536108186,1950357,-11.992348971463242,-43.31886837825922,-55.31121734972246,"C = TAIL;"
"c061",0,1,6,3001.612272959,1950378,-11.897733726484866,-43.31886837825922,-55.216602104744084,"C = TAIL;"
"c061",0,1,6,3001.625139223,1950383,-18.531831814004683,-31.56677717838854,-50.098608992393224,"C = .(.(IF TRUE) NIL);"
"c061",0,1,6,3006.1583720810004,1951603,-18.497449871413757,-31.56677717838854,-50.0642270498023,"C = .(.(IF TRUE) NIL);"
