problem,run,order,trial,time,count,generalizes,lprior,llikelihood,lposterior,trs
"c078",0,1,1,0.030203813,71,true,-9.075207697984686,-0.0010005003335835344,-9.07620819831827,"C = TAIL;"
"c078",0,1,2,601.938729531,1059389,true,-10.712816487385483,-14.60257995340765,-25.315396440793133,"C = TAIL;"
"c078",0,1,2,602.050742364,1059488,true,-13.603188245281649,-0.1173860755468192,-13.720574320828467,".(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) NIL))))) = .(.(CONS .(DIGIT 3)) NIL); C = TAIL;"
"c078",0,1,2,602.057762802,1059507,true,-10.673595774232203,-0.1173860755468192,-10.79098184977902,".(C v0_) = .(.(CONS .(DIGIT 3)) NIL);"
"c078",0,1,3,1202.0956217140001,1851477,true,-10.712816487385483,-29.309536203248964,-40.02235269063445,"C = TAIL;"
"c078",0,1,3,1202.096409779,1851478,true,-19.436047762212986,-12.31162982471552,-31.747677586928507,"C = .(.(IF .(EMPTY NIL)) NIL);"
"c078",0,1,3,1202.2174074680001,1851568,true,-15.190153301863688,-14.824342325388134,-30.014495627251822,".(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 1)) NIL))))) = .(.(CONS .(DIGIT 3)) NIL); C = TAIL;"
"c078",0,1,3,1202.272402086,1851640,true,-15.803257774750097,-10.873691257813062,-26.676949032563158,".(C v0_) = .(.(CONS .(DIGIT 3)) NIL); .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) NIL))))))))))) = .(.(CONS .(DIGIT 9)) NIL);"
"c078",0,1,3,1202.400689032,1851775,true,-15.079338935523399,-10.873691257813062,-25.95303019333646,".(C v0_) = .(.(CONS .(DIGIT 3)) NIL);"
"c078",0,1,3,1202.404386392,1851783,true,-12.306750213283618,-10.873691257813062,-23.180441471096678,".(C v0_) = .(.(CONS .(DIGIT 3)) NIL);"
