problem,run,order,trial,time,count,generalizes,lprior,llikelihood,lposterior,trs
"c040",0,5,1,0.065464356,124,true,-34.85764341820557,-0.0010005003335835344,-34.85864391853915,"NAN = NAN; C = .(CONS .(DIGIT .(.(.(IF TRUE) 3) 2)));"
"c040",0,5,1,0.257618167,404,true,-16.0503545670868,-0.0010005003335835344,-16.05135506742038,"IF = IF; C = TAIL;"
"c040",0,5,1,0.287307339,474,true,-14.125063705234222,-0.0010005003335835344,-14.126064205567806,".(C v0_) = v0_;"
"c040",0,5,2,601.242724757,900375,true,-10.712816487385483,-12.12530020106311,-22.838116688448594,"C = TAIL;"
"c040",0,5,2,601.622442258,900558,true,-10.935960038699694,-0.15247436761068386,-11.088434406310377,".(C v0_) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) NIL))))))));"
"c040",0,5,3,1201.609236213,1194177,true,-12.647676800254212,-78.55831364391693,-91.20599044417115,".(C v0_) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) NIL))))))));"
"c040",0,5,3,1201.69908662,1194202,true,-15.215471109847979,-0.4193338341926979,-15.634804944040676,".(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)))))))) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) NIL)))))))); .(C v0_) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 3)) NIL))))))))));"
"c040",0,5,3,1204.655039975,1194941,true,-12.442882387608197,-0.4193338341926979,-12.862216221800894,".(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)))))))) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) NIL)))))))); .(C v0_) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 3)) NIL))))))))));"
"c040",0,5,4,1801.287487799,1334585,true,-19.14139702044512,-30.67834114919951,-49.81973816964463,"NAN = NAN; C = TAIL;"
"c040",0,5,4,1801.468814383,1334635,true,-22.326419520109145,-0.7464404407215861,-23.07285996083073,".(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) NIL)))))))) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) NIL)))))))); .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) NIL)))))))))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 3)) NIL)))))))))); .(C .(.(CONS .(DIGIT 6)) NIL)) = .(.(CONS .(DIGIT 6)) NIL); C = .(.(IF .(EMPTY NIL)) NIL);"
