Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
48	:	1593091766.460	 10815.384	0	0	101	0	./run_single.sh out/1593091766/results c010_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c010_3.json ../../../../../list-routine-learning-rs/Cargo.toml
35	:	1593091766.440	 15014.987	0	0	101	0	./run_single.sh out/1593091766/results c007_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c007_5.json ../../../../../list-routine-learning-rs/Cargo.toml
32	:	1593091766.436	 22818.797	0	0	101	0	./run_single.sh out/1593091766/results c007_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c007_2.json ../../../../../list-routine-learning-rs/Cargo.toml
26	:	1593091766.425	 28820.364	0	0	101	0	./run_single.sh out/1593091766/results c006_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c006_1.json ../../../../../list-routine-learning-rs/Cargo.toml
34	:	1593091766.438	 29421.088	0	0	101	0	./run_single.sh out/1593091766/results c007_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c007_4.json ../../../../../list-routine-learning-rs/Cargo.toml
31	:	1593091766.434	 33019.144	0	0	0	0	./run_single.sh out/1593091766/results c007_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c007_1.json ../../../../../list-routine-learning-rs/Cargo.toml
33	:	1593091766.437	 33019.401	0	0	0	0	./run_single.sh out/1593091766/results c007_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c007_3.json ../../../../../list-routine-learning-rs/Cargo.toml
5	:	1593091766.384	 33019.950	0	0	0	0	./run_single.sh out/1593091766/results c001_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c001_5.json ../../../../../list-routine-learning-rs/Cargo.toml
49	:	1593091766.462	 33019.964	0	0	0	0	./run_single.sh out/1593091766/results c010_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c010_4.json ../../../../../list-routine-learning-rs/Cargo.toml
2	:	1593091766.380	 33020.484	0	0	0	0	./run_single.sh out/1593091766/results c001_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c001_2.json ../../../../../list-routine-learning-rs/Cargo.toml
28	:	1593091766.429	 33020.474	0	0	0	0	./run_single.sh out/1593091766/results c006_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c006_3.json ../../../../../list-routine-learning-rs/Cargo.toml
7	:	1593091766.387	 33020.590	0	0	0	0	./run_single.sh out/1593091766/results c002_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c002_2.json ../../../../../list-routine-learning-rs/Cargo.toml
27	:	1593091766.427	 33020.756	0	0	0	0	./run_single.sh out/1593091766/results c006_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c006_2.json ../../../../../list-routine-learning-rs/Cargo.toml
3	:	1593091766.381	 33020.832	0	0	0	0	./run_single.sh out/1593091766/results c001_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c001_3.json ../../../../../list-routine-learning-rs/Cargo.toml
8	:	1593091766.388	 33021.002	0	0	0	0	./run_single.sh out/1593091766/results c002_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c002_3.json ../../../../../list-routine-learning-rs/Cargo.toml
24	:	1593091766.421	 33021.224	0	0	0	0	./run_single.sh out/1593091766/results c005_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c005_4.json ../../../../../list-routine-learning-rs/Cargo.toml
42	:	1593091766.451	 33021.276	0	0	0	0	./run_single.sh out/1593091766/results c009_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c009_2.json ../../../../../list-routine-learning-rs/Cargo.toml
1	:	1593091766.378	 33021.387	0	0	0	0	./run_single.sh out/1593091766/results c001_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c001_1.json ../../../../../list-routine-learning-rs/Cargo.toml
6	:	1593091766.385	 33021.726	0	0	0	0	./run_single.sh out/1593091766/results c002_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c002_1.json ../../../../../list-routine-learning-rs/Cargo.toml
41	:	1593091766.449	 33021.669	0	0	0	0	./run_single.sh out/1593091766/results c009_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c009_1.json ../../../../../list-routine-learning-rs/Cargo.toml
4	:	1593091766.382	 33021.993	0	0	0	0	./run_single.sh out/1593091766/results c001_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c001_4.json ../../../../../list-routine-learning-rs/Cargo.toml
29	:	1593091766.431	 33022.226	0	0	0	0	./run_single.sh out/1593091766/results c006_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c006_4.json ../../../../../list-routine-learning-rs/Cargo.toml
47	:	1593091766.458	 33022.503	0	0	0	0	./run_single.sh out/1593091766/results c010_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c010_2.json ../../../../../list-routine-learning-rs/Cargo.toml
43	:	1593091766.452	 33022.577	0	0	0	0	./run_single.sh out/1593091766/results c009_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c009_3.json ../../../../../list-routine-learning-rs/Cargo.toml
21	:	1593091766.415	 33022.738	0	0	0	0	./run_single.sh out/1593091766/results c005_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c005_1.json ../../../../../list-routine-learning-rs/Cargo.toml
23	:	1593091766.419	 33022.789	0	0	0	0	./run_single.sh out/1593091766/results c005_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c005_3.json ../../../../../list-routine-learning-rs/Cargo.toml
9	:	1593091766.390	 33023.007	0	0	0	0	./run_single.sh out/1593091766/results c002_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c002_4.json ../../../../../list-routine-learning-rs/Cargo.toml
25	:	1593091766.423	 33023.023	0	0	0	0	./run_single.sh out/1593091766/results c005_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c005_5.json ../../../../../list-routine-learning-rs/Cargo.toml
44	:	1593091766.454	 33023.168	0	0	0	0	./run_single.sh out/1593091766/results c009_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c009_4.json ../../../../../list-routine-learning-rs/Cargo.toml
10	:	1593091766.391	 33023.241	0	0	0	0	./run_single.sh out/1593091766/results c002_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c002_5.json ../../../../../list-routine-learning-rs/Cargo.toml
45	:	1593091766.455	 33023.873	0	0	0	0	./run_single.sh out/1593091766/results c009_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c009_5.json ../../../../../list-routine-learning-rs/Cargo.toml
22	:	1593091766.417	 33024.033	0	0	0	0	./run_single.sh out/1593091766/results c005_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c005_2.json ../../../../../list-routine-learning-rs/Cargo.toml
20	:	1593091766.413	 33024.319	0	0	0	0	./run_single.sh out/1593091766/results c004_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c004_5.json ../../../../../list-routine-learning-rs/Cargo.toml
46	:	1593091766.457	 33024.900	0	0	0	0	./run_single.sh out/1593091766/results c010_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c010_1.json ../../../../../list-routine-learning-rs/Cargo.toml
19	:	1593091766.410	 33025.552	0	0	0	0	./run_single.sh out/1593091766/results c004_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c004_4.json ../../../../../list-routine-learning-rs/Cargo.toml
50	:	1593091766.465	 33025.512	0	0	0	0	./run_single.sh out/1593091766/results c010_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c010_5.json ../../../../../list-routine-learning-rs/Cargo.toml
17	:	1593091766.406	 33026.343	0	0	0	0	./run_single.sh out/1593091766/results c004_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c004_2.json ../../../../../list-routine-learning-rs/Cargo.toml
18	:	1593091766.408	 33026.470	0	0	0	0	./run_single.sh out/1593091766/results c004_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c004_3.json ../../../../../list-routine-learning-rs/Cargo.toml
16	:	1593091766.402	 33026.676	0	0	0	0	./run_single.sh out/1593091766/results c004_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c004_1.json ../../../../../list-routine-learning-rs/Cargo.toml
36	:	1593091766.441	 33028.608	0	0	0	0	./run_single.sh out/1593091766/results c008_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c008_1.json ../../../../../list-routine-learning-rs/Cargo.toml
