Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
18	:	1594483387.329	 33021.549	0	0	0	0	./run_single.sh out/1594483387/results c027_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c027_3.json ../../../../../list-routine-learning-rs/Cargo.toml
26	:	1594483387.345	 33023.365	0	0	0	0	./run_single.sh out/1594483387/results c030_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c030_1.json ../../../../../list-routine-learning-rs/Cargo.toml
29	:	1594483387.350	 33023.646	0	0	0	0	./run_single.sh out/1594483387/results c030_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c030_4.json ../../../../../list-routine-learning-rs/Cargo.toml
2	:	1594483387.299	 33024.019	0	0	0	0	./run_single.sh out/1594483387/results c002_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c002_2.json ../../../../../list-routine-learning-rs/Cargo.toml
27	:	1594483387.346	 33024.338	0	0	0	0	./run_single.sh out/1594483387/results c030_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c030_2.json ../../../../../list-routine-learning-rs/Cargo.toml
17	:	1594483387.328	 33024.822	0	0	0	0	./run_single.sh out/1594483387/results c027_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c027_2.json ../../../../../list-routine-learning-rs/Cargo.toml
21	:	1594483387.335	 33024.915	0	0	0	0	./run_single.sh out/1594483387/results c028_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c028_1.json ../../../../../list-routine-learning-rs/Cargo.toml
23	:	1594483387.339	 33025.286	0	0	0	0	./run_single.sh out/1594483387/results c028_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c028_3.json ../../../../../list-routine-learning-rs/Cargo.toml
28	:	1594483387.348	 33025.622	0	0	0	0	./run_single.sh out/1594483387/results c030_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c030_3.json ../../../../../list-routine-learning-rs/Cargo.toml
16	:	1594483387.326	 33025.824	0	0	0	0	./run_single.sh out/1594483387/results c027_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c027_1.json ../../../../../list-routine-learning-rs/Cargo.toml
5	:	1594483387.303	 33026.105	0	0	0	0	./run_single.sh out/1594483387/results c002_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c002_5.json ../../../../../list-routine-learning-rs/Cargo.toml
1	:	1594483387.298	 33026.194	0	0	0	0	./run_single.sh out/1594483387/results c002_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c002_1.json ../../../../../list-routine-learning-rs/Cargo.toml
22	:	1594483387.337	 33026.310	0	0	0	0	./run_single.sh out/1594483387/results c028_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c028_2.json ../../../../../list-routine-learning-rs/Cargo.toml
30	:	1594483387.353	 33027.038	0	0	0	0	./run_single.sh out/1594483387/results c030_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c030_5.json ../../../../../list-routine-learning-rs/Cargo.toml
25	:	1594483387.343	 33027.223	0	0	0	0	./run_single.sh out/1594483387/results c028_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c028_5.json ../../../../../list-routine-learning-rs/Cargo.toml
19	:	1594483387.331	 33027.286	0	0	0	0	./run_single.sh out/1594483387/results c027_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c027_4.json ../../../../../list-routine-learning-rs/Cargo.toml
20	:	1594483387.333	 33027.797	0	0	0	0	./run_single.sh out/1594483387/results c027_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c027_5.json ../../../../../list-routine-learning-rs/Cargo.toml
4	:	1594483387.302	 33028.516	0	0	0	0	./run_single.sh out/1594483387/results c002_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c002_4.json ../../../../../list-routine-learning-rs/Cargo.toml
24	:	1594483387.341	 33028.782	0	0	0	0	./run_single.sh out/1594483387/results c028_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c028_4.json ../../../../../list-routine-learning-rs/Cargo.toml
3	:	1594483387.300	 33030.002	0	0	0	0	./run_single.sh out/1594483387/results c002_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c002_3.json ../../../../../list-routine-learning-rs/Cargo.toml
12	:	1594483387.316	 33032.638	0	0	0	0	./run_single.sh out/1594483387/results c015_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c015_2.json ../../../../../list-routine-learning-rs/Cargo.toml
13	:	1594483387.317	 33034.756	0	0	0	0	./run_single.sh out/1594483387/results c015_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c015_3.json ../../../../../list-routine-learning-rs/Cargo.toml
11	:	1594483387.314	 33036.217	0	0	0	0	./run_single.sh out/1594483387/results c015_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c015_1.json ../../../../../list-routine-learning-rs/Cargo.toml
15	:	1594483387.321	 33038.423	0	0	0	0	./run_single.sh out/1594483387/results c015_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c015_5.json ../../../../../list-routine-learning-rs/Cargo.toml
14	:	1594483387.319	 33040.674	0	0	0	0	./run_single.sh out/1594483387/results c015_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c015_4.json ../../../../../list-routine-learning-rs/Cargo.toml
6	:	1594483387.305	 33041.319	0	0	0	0	./run_single.sh out/1594483387/results c005_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c005_1.json ../../../../../list-routine-learning-rs/Cargo.toml
9	:	1594483387.310	 33041.332	0	0	0	0	./run_single.sh out/1594483387/results c005_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c005_4.json ../../../../../list-routine-learning-rs/Cargo.toml
10	:	1594483387.312	 33042.121	0	0	0	0	./run_single.sh out/1594483387/results c005_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c005_5.json ../../../../../list-routine-learning-rs/Cargo.toml
8	:	1594483387.308	 33042.839	0	0	0	0	./run_single.sh out/1594483387/results c005_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c005_3.json ../../../../../list-routine-learning-rs/Cargo.toml
7	:	1594483387.307	 33044.130	0	0	0	0	./run_single.sh out/1594483387/results c005_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c005_2.json ../../../../../list-routine-learning-rs/Cargo.toml
31	:	1594516408.887	 33024.743	0	0	0	0	./run_single.sh out/1594483387/results c031_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c031_1.json ../../../../../list-routine-learning-rs/Cargo.toml
41	:	1594516413.411	 33021.792	0	0	0	0	./run_single.sh out/1594483387/results c035_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c035_1.json ../../../../../list-routine-learning-rs/Cargo.toml
43	:	1594516413.650	 33022.290	0	0	0	0	./run_single.sh out/1594483387/results c035_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c035_3.json ../../../../../list-routine-learning-rs/Cargo.toml
38	:	1594516412.629	 33024.016	0	0	0	0	./run_single.sh out/1594483387/results c032_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c032_3.json ../../../../../list-routine-learning-rs/Cargo.toml
33	:	1594516411.000	 33025.786	0	0	0	0	./run_single.sh out/1594483387/results c031_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c031_3.json ../../../../../list-routine-learning-rs/Cargo.toml
32	:	1594516410.714	 33026.102	0	0	0	0	./run_single.sh out/1594483387/results c031_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c031_2.json ../../../../../list-routine-learning-rs/Cargo.toml
66	:	1594549436.821	     0.075	0	0	1	0	./run_single.sh out/1594483387/results c076_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c076_1.json ../../../../../list-routine-learning-rs/Cargo.toml
67	:	1594549436.901	     0.075	0	0	1	0	./run_single.sh out/1594483387/results c076_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c076_2.json ../../../../../list-routine-learning-rs/Cargo.toml
68	:	1594549436.979	     0.070	0	0	1	0	./run_single.sh out/1594483387/results c076_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c076_3.json ../../../../../list-routine-learning-rs/Cargo.toml
69	:	1594549437.054	     0.073	0	0	1	0	./run_single.sh out/1594483387/results c076_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c076_4.json ../../../../../list-routine-learning-rs/Cargo.toml
70	:	1594549437.131	     0.050	0	0	1	0	./run_single.sh out/1594483387/results c076_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c076_5.json ../../../../../list-routine-learning-rs/Cargo.toml
42	:	1594516413.496	 33024.467	0	0	0	0	./run_single.sh out/1594483387/results c035_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c035_2.json ../../../../../list-routine-learning-rs/Cargo.toml
46	:	1594516414.621	 33023.465	0	0	0	0	./run_single.sh out/1594483387/results c036_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c036_1.json ../../../../../list-routine-learning-rs/Cargo.toml
36	:	1594516412.154	 33026.282	0	0	0	0	./run_single.sh out/1594483387/results c032_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c032_1.json ../../../../../list-routine-learning-rs/Cargo.toml
34	:	1594516411.322	 33027.233	0	0	0	0	./run_single.sh out/1594483387/results c031_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c031_4.json ../../../../../list-routine-learning-rs/Cargo.toml
44	:	1594516414.395	 33024.203	0	0	0	0	./run_single.sh out/1594483387/results c035_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c035_4.json ../../../../../list-routine-learning-rs/Cargo.toml
37	:	1594516412.255	 33026.355	0	0	0	0	./run_single.sh out/1594483387/results c032_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c032_2.json ../../../../../list-routine-learning-rs/Cargo.toml
47	:	1594516415.132	 33024.480	0	0	0	0	./run_single.sh out/1594483387/results c036_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c036_2.json ../../../../../list-routine-learning-rs/Cargo.toml
35	:	1594516411.688	 33027.934	0	0	0	0	./run_single.sh out/1594483387/results c031_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c031_5.json ../../../../../list-routine-learning-rs/Cargo.toml
