problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c049",4,5,6,3207.546083361,2569188,-499.81734496530066,-inf,-inf,".(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 4)) NIL))) = .(.(CONS .(DIGIT 4)) NIL); .(C .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) v0_))))))) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) v0_))))); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) NIL))))))))))) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) NIL))))))))); .(C .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) NIL)))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) NIL)))); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL))))))) = .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL)))));"
"c049",4,5,7,3677.2220543410003,2682386,-37.944323536641065,-23.390052153336597,-61.33437568997766,"C = TAIL; 9 = .(.(.(IF FALSE) 3) 7);"
"c049",0,5,2,730.820767919,1185985,-77.11703828847678,-0.11638557521323566,-77.23342386369,"C = TAIL; .(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 4)) NIL))) = .(.(CONS .(DIGIT 4)) NIL); .(- v0_) = .(- v0_);"
"c049",0,5,1,414.659318536,748871,-59.10900465872075,-inf,-inf,".(.(.(.(v0_ +) EMPTY) 9) NAN) = TAIL;"
"c049",2,5,1,423.982784089,819735,-11.994223100817273,0,-11.994223100817273,"C = TAIL;"
"c049",0,5,2,1159.407995458,1626765,-30.02540287025072,-12.224994042767436,-42.25039691301816,"C = .(.(IF FALSE) .(TAIL .(C .(C NIL))));"
"c049",2,5,3,1434.6563844009997,1859614,-41.586333277430555,-inf,-inf,".(v0_ .(EQUAL 0)) = TAIL;"
"c049",2,5,6,3046.5798112519997,2355371,-211.37668527669945,-1.735785881626779,-213.11247115832623,".(C .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) NIL)))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) NIL))); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) v0_)))))) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(C v0_))))))); C = TAIL;"
"c049",4,5,3,1465.17441537,1998732,-51.88091899263458,-0.3631948780905778,-52.24411387072515,"C = TAIL; .(IF .(EMPTY .(.(CONS .(HEAD v0_)) v0_))) = +;"
"c049",4,5,2,1154.59865027,1807744,-21.909003482039502,-0.11638557521323566,-22.025389057252738,"C = TAIL; FALSE = TRUE;"
"c049",0,5,1,517.760522215,919128,-41.32720290953857,-inf,-inf,".(CONS .(HEAD .(C .(C .(C v0_))))) = TAIL;"
"c049",3,5,2,886.427204115,1628089,-57.42873860490165,-inf,-inf,"EMPTY = EMPTY; .(v0_ .(IF .(.(> NAN) v1_))) = TAIL;"
"c049",2,5,3,1322.3764419679999,1816634,-98.57167150695577,-0.3631948780905778,-98.93486638504635,".(C .(.(CONS .(DIGIT 4)) NIL)) = NIL; .(C .(.(CONS .(DIGIT 4)) v0_)) = .(.(CONS .(DIGIT 4)) .(C v0_)); .(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v2_))) = .(.(CONS .(DIGIT v1_)) v2_);"
"c049",0,5,7,3999.408664713,2503159,-538.4338883236862,-2.37335858114128,-540.8072469048275,".(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 4)) NIL))) = .(.(CONS .(DIGIT 4)) NIL); .(C .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL)))))))) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 7)) NIL)))))); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) NIL))))))))))) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) NIL))))))))); .(C .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) NIL)))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) NIL)))); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL))))))) = .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL))))); .(C .(.(CONS .(DIGIT 2)) NIL)) = .(C NIL); C = TAIL;"
"c049",2,5,2,967.57985162,1533081,-61.553798537898246,-10.678795120481183,-72.23259365837943,"C = TAIL; .(C v0_) = .(.(CONS .(DIGIT .(.(.(IF .(EMPTY v0_)) 2) 8))) NIL);"
"c049",2,5,4,1945.00853861,2071809,-27.617470047315447,-0.7304023210195028,-28.34787236833495,"C = TAIL; EMPTY = .(EQUAL .(TAIL NIL));"
"c049",4,5,2,894.522946993,1542894,-37.823518894487535,-inf,-inf,".(CONS .(v0_ .(v0_ v1_))) = TAIL;"
"c049",4,5,5,2853.773885632,2483770,-70.50050842781124,-1.1779075730012412,-71.67841600081248,"C = TAIL; EQUAL = >; + = .(.(.(.(.(.(IF .(.(EQUAL 4) 8)) IF) IF) FALSE) +) .(IF TRUE));"
"c049",2,5,1,25.303421493,48767,-20.96809593935574,-inf,-inf,"> = EQUAL; EMPTY = EMPTY;"
"c049",0,5,1,273.442706054,517693,-54.623436882761176,0,-54.623436882761176,"C = .(.(IF FALSE) .(.(.(.(IF .(.(> .(DIGIT 8)) NAN)) C) C) .(.(CONS NAN) NIL)));"
"c049",2,5,2,1180.004413419,1749439,-40.43017701124273,-inf,-inf,".(.(v0_ IF) EQUAL) = TAIL;"
"c049",2,5,8,4557.678856918,2661734,-38.06015053035459,-3.1569955451571587,-41.21714607551175,"C = TAIL; EMPTY = .(EQUAL .(.(CONS .(HEAD NIL)) .(C NIL)));"
"c049",2,5,6,3488.96932578,2462664,-82.15994885651145,-1.735785881626779,-83.89573473813823,"C = TAIL; .(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 4)) NIL))) = .(.(CONS .(DIGIT 4)) NIL); NAN = .(.(+ .(HEAD NIL)) NAN);"
"c049",2,5,2,906.925098845,1473283,-62.167570541568615,-0.11638557521323566,-62.28395611678185,"C = TAIL; .(C .(.(CONS .(v0_ 4)) .(.(CONS .(v0_ 4)) NIL))) = .(.(CONS .(v0_ 4)) NIL);"
"c049",0,5,1,72.578755841,145582,-24.681591700424594,0,-24.681591700424594,"C = TAIL; 5 = 8;"
"c049",2,5,3,1537.1202524149999,1903221,-45.06149628571931,-0.3631948780905778,-45.42469116380988,"C = TAIL; > = .(.(.(IF TRUE) >) .(.(.(IF FALSE) .(.(.(IF FALSE) >) EQUAL)) >));"
"c049",1,5,3,1270.190786005,1720964,-28.557475408026164,-0.3631948780905778,-28.920670286116742,"NAN = .(.(+ NAN) NAN); C = TAIL;"
