problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c046",0,5,1,0.000020799,1,-1.3862943611198906,-inf,-inf,""
"c046",0,5,1,0.079902837,147,-11.979855682678817,0,-11.979855682678817,"C = TAIL;"
"c046",0,5,1,0.082320122,151,-11.951725668966958,0,-11.951725668966958,"C = TAIL;"
"c046",0,5,2,601.2831059839999,1124942,-1.6739764335716716,-inf,-inf,""
"c046",0,5,2,601.627180848,1124964,-20.968997393132863,-12.099263833348688,-33.06826122648155,"IF = IF; C = TAIL;"
"c046",0,5,2,601.6494677769999,1124997,-20.9689852551937,-12.099263833348688,-33.06824908854239,"IF = IF; C = TAIL;"
"c046",0,5,2,601.6508865879999,1125000,-11.994223100144588,-12.099263833348688,-24.093486933493274,"C = TAIL;"
"c046",0,5,2,601.679510037,1125047,-11.994223093243237,-12.099263833348688,-24.093486926591925,"C = TAIL;"
"c046",0,5,2,602.1322829659999,1125608,-11.99422282754125,-12.099263833348688,-24.093486660889937,"C = TAIL;"
"c046",0,5,2,602.1978887629999,1125703,-22.355291762612747,-0.1264111644406832,-22.48170292705343,"C = .(CONS .(DIGIT 7));"
"c046",0,5,2,1050.151497781,1391615,-22.355183492193795,-0.1264111644406832,-22.481594656634478,"C = .(CONS .(DIGIT 7));"
"c046",0,5,3,1200.688120799,1476193,-1.6739764335716716,-inf,-inf,""
"c046",0,5,3,1201.1374981529998,1476206,-27.062711433178436,-0.39828316865842806,-27.460994601836862,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_);"
"c046",0,5,3,1201.1683127089998,1476215,-26.7751241730677,-0.39828316865842806,-27.173407341726126,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_);"
"c046",0,5,4,1800.4712337869998,1607240,-1.6739764335716716,-inf,-inf,""
"c046",0,5,4,1800.6216937789998,1607242,-57.71882924163759,-0.7504529871935692,-58.46928222883116,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v2_))) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v2_)));"
"c046",0,5,4,1800.8937997299997,1607289,-44.93287107516551,-0.7504529871935692,-45.68332406235908,".(C .(.(CONS .(DIGIT v0_)) v1_)) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT v0_)) v1_));"
"c046",0,5,4,1801.2320350659998,1607332,-34.92618478792165,-0.7504529871935692,-35.67663777511522,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_);"
"c046",0,5,4,1809.2111727489998,1608325,-30.216473396389716,-0.7504529871935692,-30.966926383583285,".(C v0_) = .(.(CONS .(DIGIT 7)) v0_);"
