problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c057",0,5,1,0.000018779,1,-1.3862943611198906,-inf,-inf,""
"c057",0,5,1,0.00957963,12,-18.170841637197306,0,-18.170841637197306,"C = .(.(IF FALSE) NIL);"
"c057",0,5,1,0.02206107,48,-11.57488104387042,0,-11.57488104387042,"C = TAIL;"
"c057",0,5,2,601.377786201,1080408,-1.6739764335716716,-inf,-inf,""
"c057",0,5,2,601.597633661,1080419,-11.994223067708237,-12.129314090260742,-24.12353715796898,"C = TAIL;"
"c057",0,5,2,601.706025297,1080523,-11.99422131200608,-12.129314090260742,-24.12353540226682,"C = TAIL;"
"c057",0,5,2,605.695963681,1082383,-11.992295476485907,-12.129314090260742,-24.12160956674665,"C = TAIL;"
"c057",0,5,2,781.851558778,1134138,-11.867534205872914,-12.129314090260742,-23.996848296133656,"C = TAIL;"
"c057",0,5,3,1200.562417495,1264113,-1.6739764335716716,-inf,-inf,""
"c057",0,5,3,1201.031848068,1264136,-88.00397008461236,-82.48111285504218,-170.48508293965455,".(C v0_) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) NIL)))))))));"
"c057",0,5,3,1201.063183826,1264145,-19.8447590023915,-120.15739853524633,-140.00215753763783,".(C v0_) = NIL;"
"c057",0,5,3,1201.1754762540002,1264174,-19.84474905965152,-120.15739853524633,-140.00214759489785,".(C v0_) = NIL;"
"c057",0,5,3,1202.033248215,1264333,-22.227401647146962,-41.600718661866324,-63.828120309013286,"C = .(CONS .(DIGIT 4));"
"c057",0,5,3,1202.035402862,1264334,-11.897733726484866,-23.68086497953059,-35.578598706015455,"C = TAIL;"
"c057",0,5,3,1205.612147059,1265068,-11.867534205872914,-23.68086497953059,-35.548399185403504,"C = TAIL;"
"c057",0,5,3,1238.499642456,1270318,-18.642694191679226,-12.401159937853487,-31.04385412953271,"C = .(.(IF FALSE) NIL);"
"c057",0,5,3,1509.4507400920002,1313997,-18.642693396576398,-12.401159937853487,-31.043853334429883,"C = .(.(IF FALSE) NIL);"
"c057",0,5,4,1800.634982309,1360810,-1.6739764335716716,-inf,-inf,""
"c057",0,5,4,1800.646490343,1360813,-11.897733726484866,-35.33276645452114,-47.23050018100601,"C = TAIL;"
"c057",0,5,4,1807.6146597050001,1361701,-11.867534205872914,-35.33276645452114,-47.200300660394056,"C = TAIL;"
"c057",0,5,4,1987.2864025170002,1381980,-18.642692954852876,-18.066633771614708,-36.70932672646758,"C = .(.(IF FALSE) NIL);"
"c057",0,5,4,2346.471715914,1422551,-18.64269243132896,-18.066633771614708,-36.70932620294367,"C = .(.(IF FALSE) NIL);"
"c057",0,5,5,2400.460900505,1428742,-1.6739764335716716,-inf,-inf,""
"c057",0,5,5,2400.669906857,1428745,-11.897733726484866,-45.82723720321877,-57.72497092970364,"C = TAIL;"
"c057",0,5,5,2496.1551821350004,1437116,-11.867534205872914,-45.82723720321877,-57.694771409091686,"C = TAIL;"
"c057",0,5,6,3000.4250648790003,1476940,-1.6739764335716716,-inf,-inf,""
"c057",0,5,6,3000.569780917,1476942,-146.50242431806637,-1.8560873152920612,-148.35851163335843,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) v7_)))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT v6_)) v7_))))))));"
"c057",0,5,6,3000.822775893,1476977,-11.897733726484866,-58.38801868703226,-70.28575241351712,"C = TAIL;"
"c057",0,5,6,3008.2840030340003,1477699,-18.497449871413757,-31.094812525021027,-49.59226239643478,"C = .(.(IF FALSE) NIL);"
"c057",0,5,7,3600.5489546330004,1517696,-1.6739764335716716,-inf,-inf,""
"c057",0,5,7,3600.7238134780005,1517699,-496.60091991538144,-2.5443888353687343,-499.1453087507502,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) v7_)))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT v6_)) v7_)))))))); .(op26 .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) v6_)))))))) = v0_; .(op27 .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) v6_)))))))) = .(DIGIT v1_); .(op28 .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) v6_)))))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) v6_))))); .(C .(.(CONS .(DIGIT 2)) v0_)) = .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT .(op26 v0_))) .(.(CONS .(DIGIT 9)) .(.(CONS .(op27 v0_)) .(op28 v0_)))));"
