problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c052",0,1,1,0.00002702,1,-1.3862943611198906,-inf,-inf,""
"c052",0,1,1,0.049664294,70,-11.57488104387042,0,-11.57488104387042,"C = TAIL;"
"c052",0,1,2,601.412341266,1153604,-1.6739764335716716,-inf,-inf,""
"c052",0,1,2,601.7713285650001,1153615,-21.90869376104172,-68.86299242204792,-90.77168618308964,"FALSE = TRUE; C = TAIL;"
"c052",0,1,2,601.7776551500001,1153622,-11.994223100751071,-68.86299242204792,-80.857215522799,"C = TAIL;"
"c052",0,1,2,601.7919543070001,1153637,-11.994223089792563,-68.86299242204792,-80.85721551184048,"C = TAIL;"
"c052",0,1,2,601.817475453,1153660,-11.994222618353707,-68.86299242204792,-80.85721504040163,"C = TAIL;"
"c052",0,1,2,602.003983897,1153845,-18.64269578188142,-60.02601901732032,-78.66871479920175,"C = .(.(IF TRUE) NIL);"
"c052",0,1,2,602.376710656,1154190,-18.64052697035604,-60.02601901732032,-78.66654598767636,"C = .(.(IF TRUE) NIL);"
"c052",0,1,2,603.763610327,1155479,-18.531831814004683,-60.02601901732032,-78.557850831325,"C = .(.(IF TRUE) NIL);"
"c052",0,1,2,605.2517471030001,1156218,-69.89044906515981,-0.16149885042225706,-70.05194791558208,".(C .(.(CONS v0_) v1_)) = .(.(CONS v0_) .(.(CONS v0_) .(.(CONS v0_) .(.(CONS v0_) .(.(CONS v0_) .(.(CONS v0_) .(.(CONS v0_) .(.(CONS v0_) .(.(CONS v0_) .(.(CONS v0_) NIL))))))))));"
"c052",0,1,2,605.6117760980001,1156341,-57.535003970635955,-0.16149885042225706,-57.69650282105821,".(C .(v0_ v1_)) = .(v0_ .(v0_ .(v0_ .(v0_ .(v0_ .(v0_ .(v0_ .(v0_ .(v0_ .(v0_ NIL))))))))));"
"c052",0,1,3,1200.7646590870002,1331508,-1.6739764335716716,-inf,-inf,""
"c052",0,1,3,1200.8672617400002,1331533,-101.40136441691492,-78.56734394226082,-179.96870835917574,".(C v0_) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 9)) NIL))))))))));"
